TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;AIR_TEMP_UNIT;TRACK_TEMP_UNIT;PRESSURE_UNIT;WIND_SPEED_UNIT;
1763292344;16/11/2025 11:25:44;18.0556;12.3;59;1029.09;2.12187;360;-1;ºC;ºC;mbar;KPH;
1763292410;16/11/2025 11:26:50;18.0556;12.4;59;1029.12;3.1828;319;-1;ºC;ºC;mbar;KPH;
1763292474;16/11/2025 11:27:54;18.0556;12.4;59;1029.09;1.06093;319;-1;ºC;ºC;mbar;KPH;
1763292535;16/11/2025 11:28:55;18.0556;12.4;59;1029.12;4.24374;338;-1;ºC;ºC;mbar;KPH;
1763292599;16/11/2025 11:29:59;18.0556;12.4;59;1029.12;2.12187;336;-1;ºC;ºC;mbar;KPH;
1763292664;16/11/2025 11:31:04;18.1111;12.5;58;1029.06;3.1828;295;-1;ºC;ºC;mbar;KPH;
1763292730;16/11/2025 11:32:10;18.1111;12.5;57;1029.02;3.1828;309;-1;ºC;ºC;mbar;KPH;
1763292794;16/11/2025 11:33:14;18.0556;12.5;58;1028.99;4.24374;275;-1;ºC;ºC;mbar;KPH;
1763292859;16/11/2025 11:34:19;18.0556;12.5;58;1028.95;4.24374;308;-1;ºC;ºC;mbar;KPH;
1763292925;16/11/2025 11:35:25;18.0556;12.5;57;1028.85;4.24374;316;-1;ºC;ºC;mbar;KPH;
1763292989;16/11/2025 11:36:29;18;12.5;58;1028.89;4.24374;297;-1;ºC;ºC;mbar;KPH;
1763293054;16/11/2025 11:37:34;18;12.5;58;1028.85;4.24374;265;-1;ºC;ºC;mbar;KPH;
1763293120;16/11/2025 11:38:40;18.0556;12.6;58;1028.78;4.24374;331;-1;ºC;ºC;mbar;KPH;
1763293184;16/11/2025 11:39:44;18;12.6;58;1028.82;3.1828;309;-1;ºC;ºC;mbar;KPH;
1763293245;16/11/2025 11:40:45;18.0556;12.6;58;1028.78;3.1828;360;-1;ºC;ºC;mbar;KPH;
1763293309;16/11/2025 11:41:49;18.0556;12.6;57;1028.78;0;313;-1;ºC;ºC;mbar;KPH;
1763293374;16/11/2025 11:42:54;18;12.6;58;1028.72;6.3656;182;-1;ºC;ºC;mbar;KPH;
1763293440;16/11/2025 11:44:00;18.0556;12.6;58;1028.75;3.1828;334;-1;ºC;ºC;mbar;KPH;
1763293504;16/11/2025 11:45:04;18.0556;12.6;59;1028.68;2.12187;239;-1;ºC;ºC;mbar;KPH;
1763293564;16/11/2025 11:46:04;18.0556;12.7;59;1028.68;7.42654;197;-1;ºC;ºC;mbar;KPH;
1763293625;16/11/2025 11:47:05;18.0556;12.7;58;1028.68;2.12187;218;-1;ºC;ºC;mbar;KPH;
1763293689;16/11/2025 11:48:09;18.1111;12.7;59;1028.68;3.1828;194;-1;ºC;ºC;mbar;KPH;
1763293750;16/11/2025 11:49:10;18.1111;12.7;59;1028.62;5.30467;165;-1;ºC;ºC;mbar;KPH;
1763293814;16/11/2025 11:50:14;18.0556;12.8;59;1028.58;0;258;-1;ºC;ºC;mbar;KPH;
1763293879;16/11/2025 11:51:19;18.1111;12.8;59;1028.48;7.42654;186;-1;ºC;ºC;mbar;KPH;
1763293945;16/11/2025 11:52:25;18.0556;12.8;59;1028.51;0;211;-1;ºC;ºC;mbar;KPH;
