Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
11.99,0.001976913,0.001931752,-0.002249629,-0.001541537
12,0.001895496,0.001858908,-0.002133287,-0.001458929
12.01,0.001810108,0.001784457,-0.001999195,-0.00136467
12.02,0.001722459,0.001707999,-0.001853961,-0.001263662
12.03,0.001632321,0.001627309,-0.001704676,-0.001160778
12.04,0.001537634,0.00153929,-0.001557857,-0.001059942
12.05,0.001435405,0.001441014,-0.001418397,-0.000963729
12.06,0.001322842,0.001330309,-0.00128868,-0.000873464
12.07,0.001198226,0.00120592,-0.001168226,-0.000789412
12.08,0.001061359,0.00106773,-0.001054144,-0.000710682
12.09,0.000913585,0.000917204,-0.000942248,-0.000635
12.1,0.000757509,0.000757695,-0.000828235,-0.000558812
12.11,0.000596635,0.000594132,-0.000708442,-0.000478032
12.12,0.000435042,0.00043192,-0.000580125,-0.000389231
12.13,0.000276936,0.000275574,-0.000441606,-0.00029068
12.14,0.000125896,0.000127858,-0.000292479,-0.000182717
12.15,-1.61E-05,-1.03E-05,-0.000133842,-6.73E-05
12.16,-0.000149139,-0.000139279,3.17E-05,5.28E-05
12.17,-0.000275583,-0.000260975,0.000200315,0.000174789
12.18,-0.000398832,-0.000378359,0.000367855,0.000295873
12.19,-0.000522192,-0.000495335,0.000530565,0.00041332
12.2,-0.000647847,-0.000615696,0.000685717,0.000524422
12.21,-0.000776498,-0.000741827,0.0008316,0.000626913
12.22,-0.000907554,-0.00087379,0.00096726,0.00071954
12.23,-0.001039478,-0.001009269,0.001092472,0.000802438
12.24,-0.001170065,-0.001144359,0.001208097,0.000877146
12.25,-0.001296667,-0.001274725,0.001316427,0.000946303
12.26,-0.001416518,-0.001396612,0.001421126,0.001013134
12.27,-0.001527137,-0.001507339,0.00152653,0.001080804
12.28,-0.001626608,-0.001605274,0.001636405,0.001151724
12.29,-0.001713627,-0.001689648,0.001752615,0.001226922
12.3,-0.001787538,-0.00176049,0.001874304,0.001305688
12.31,-0.001848553,-0.001818684,0.001997879,0.001385635
12.32,-0.001898038,-0.001865967,0.002117746,0.001463165
12.33,-0.001938515,-0.001904893,0.002227504,0.001534184
12.34,-0.001973247,-0.00193873,0.002321363,0.001594831
12.35,-0.002005546,-0.001971148,0.002395402,0.001642108
12.36,-0.002038048,-0.002005573,0.002448218,0.001674348
12.37,-0.00207216,-0.002044353,0.002480837,0.00169154
12.38,-0.002107834,-0.002087931,0.00249616,0.001695418
12.39,-0.002143641,-0.002134423,0.002498314,0.001689224
12.4,-0.002176973,-0.002179842,0.002492042,0.001677086
12.41,-0.002204223,-0.002218885,0.002482108,0.001663089
12.42,-0.002221125,-0.002246004,0.002472532,0.001650322
12.43,-0.00222344,-0.002256435,0.002465689,0.001640258
12.44,-0.002207975,-0.002246887,0.002461535,0.001632641
12.45,-0.002173511,-0.002215695,0.00245728,0.001625777
12.46,-0.002121297,-0.002162865,0.002447888,0.001617064
12.47,-0.002054885,-0.002090433,0.002427402,0.001603519
12.48,-0.001979142,-0.002002753,0.002390517,0.001582072
12.49,-0.001898702,-0.001906065,0.002333664,0.001549763
12.5,-0.001816732,-0.001807081,0.00225521,0.001504028
12.51,-0.001734588,-0.001711011,0.002155029,0.001443127
12.52,-0.001652102,-0.001619984,0.002034028,0.001366612
12.53,-0.001568022,-0.001532775,0.001894043,0.001275562
12.54,-0.001480487,-0.001445889,0.001738162,0.001172467
12.55,-0.001387556,-0.001355302,0.00157104,0.001060874
12.56,-0.001287609,-0.001257866,0.001398637,0.000944937
12.57,-0.001179561,-0.00115177,0.001227253,0.000828937
12.58,-0.001062971,-0.001036225,0.001062224,0.000716725
12.59,-0.000938026,-0.000910975,0.000906746,0.000611143
12.6,-0.000805334,-0.000776141,0.000761342,0.000513481
12.61,-0.000665792,-0.000632413,0.000624113,0.000423096
12.62,-0.000520686,-0.000481356,0.000491434,0.000337454
12.63,-0.000371928,-0.000325526,0.000358782,0.000252761
12.64,-0.000222125,-0.000168322,0.000221681,0.000164934
12.65,-7.43E-05,-1.35E-05,7.67E-05,7.06E-05
12.66,6.87E-05,0.0001353,-7.78E-05,-3.23E-05
12.67,0.000204905,0.000275719,-0.000241483,-0.000144024
12.68,0.00033356,0.000406898,-0.000412115,-0.000263064
12.69,0.000455746,0.000530001,-0.000586439,-0.000386623
12.7,0.000574012,0.000647969,-0.000760699,-0.000511237
12.71,0.000691799,0.000764724,-0.000931121,-0.000633584
12.72,0.000812591,0.000883891,-0.001094094,-0.000750984
12.73,0.000938923,0.001007567,-0.0012463,-0.000861473
12.74,0.001071461,0.001135733,-0.001385009,-0.000963686
12.75,0.001208544,0.00126644,-0.001508642,-0.001056787
12.76,0.001346538,0.001396432,-0.001617286,-0.001140521
12.77,0.001480907,0.001521888,-0.001712808,-0.001215327
12.78,0.001607477,0.00163912,-0.001798467,-0.001282362
12.79,0.001723314,0.001745135,-0.001878189,-0.001343313
12.8,0.001827011,0.001838047,-0.001955721,-0.001399997
12.81,0.001918526,0.001917271,-0.002033821,-0.001453858
12.82,0.00199881,0.001983483,-0.002113528,-0.001505544
12.83,0.002069364,0.002038274,-0.002193679,-0.001554719
12.84,0.002131804,0.002083576,-0.002271025,-0.00160013
12.85,0.002187354,0.002121111,-0.002341105,-0.001639929
12.86,0.002236333,0.00215213,-0.002399687,-0.001672168
12.87,0.002277982,0.002177445,-0.00244421,-0.001695358
12.88,0.002310787,0.002197578,-0.00247455,-0.001708995
12.89,0.00233315,0.002212845,-0.002492855,-0.001713907
12.9,0.002344108,0.002223276,-0.002502637,-0.001712262
12.91,0.002343688,0.002228393,-0.002507504,-0.001706983
12.92,0.002332634,0.002227016,-0.00250982,-0.001700619
12.93,0.002311589,0.002217349,-0.002509803,-0.001694139
12.94,0.002280346,0.0021973,-0.002505376,-0.001686201
12.95,0.002237863,0.002164977,-0.002492729,-0.001673342
12.96,0.00218312,0.002119255,-0.002467251,-0.001651114
12.97,0.002116153,0.002060134,-0.00242454,-0.0016156
12.98,0.002038572,0.001988797,-0.002361314,-0.001564601
12.99,0.00195323,0.0019075,-0.002276127,-0.001498082
13,0.001863191,0.001819154,-0.002169755,-0.001417859
13.01,0.00177056,0.001726553,-0.002045152,-0.001326881
13.02,0.001675793,0.001631511,-0.00190697,-0.001228603
13.03,0.001577758,0.00153435,-0.001760755,-0.0011266
13.04,0.001474397,0.001433936,-0.001612062,-0.001024309
13.05,0.001363644,0.00132822,-0.001465646,-0.000924733
13.06,0.001244085,0.001214999,-0.001324808,-0.000830081
13.07,0.001115103,0.001092611,-0.001190984,-0.000741419
13.08,0.000976821,0.000960447,-0.001063637,-0.00065841
13.09,0.000830185,0.000819243,-0.000940399,-0.000579238
13.1,0.000677093,0.000671075,-0.000817511,-0.000500834
13.11,0.000520318,0.000519044,-0.000690528,-0.000419441
13.12,0.000363186,0.000366725,-0.000555183,-0.000331462
13.13,0.000209032,0.000217464,-0.00040826,-0.00023435
13.14,6.06E-05,7.38E-05,-0.000248318,-0.000127224
13.15,-8.05E-05,-6.31E-05,-7.61E-05,-1.10E-05
13.16,-0.000214071,-0.000193095,0.000105518,0.000111922
13.17,-0.000341472,-0.00031738,0.000291893,0.0002383
13.18,-0.000465223,-0.00043805,0.00047741,0.000364664
13.19,-0.000588121,-0.00055765,0.000656371,0.000487711
13.2,-0.000712287,-0.000678487,0.000823929,0.000604507
13.21,-0.000838533,-0.000801993,0.000976865,0.000712675
13.22,-0.000966277,-0.000928349,0.001114084,0.000810687
13.23,-0.001093903,-0.001056431,0.001236714,0.000898189
13.24,-0.001219242,-0.001184037,0.001347817,0.000976193
13.25,-0.00134001,-0.00130841,0.001451793,0.001046917
13.26,-0.001454084,-0.001426873,0.001553532,0.001113259
13.27,-0.001559599,-0.001537287,0.001657387,0.00117814
13.28,-0.001655024,-0.001638088,0.001766184,0.00124389
13.29,-0.001739303,-0.001728059,0.001880468,0.001311765
13.3,-0.001812062,-0.001806172,0.001998198,0.001381622
13.31,-0.001873832,-0.001871817,0.002115076,0.001451777
13.32,-0.00192614,-0.0019254,0.002225532,0.001519196
13.33,-0.001971336,-0.001968977,0.002324,0.0015801
13.34,-0.002012233,-0.00200635,0.002406034,0.001630756
13.35,-0.002051616,-0.002042314,0.002468932,0.001668188
13.36,-0.002091601,-0.002081225,0.002511879,0.001690622
13.37,-0.002132995,-0.002125474,0.00253588,0.001697714
13.38,-0.002174915,-0.002174563,0.00254357,0.001690659
13.39,-0.002214788,-0.002225177,0.002538824,0.001672198
13.4,-0.00224881,-0.002272057,0.002526173,0.001646389
13.41,-0.00227274,-0.002309165,0.002510041,0.001617919
13.42,-0.002282728,-0.002330847,0.002493784,0.001590989
13.43,-0.002275938,-0.002332712,0.002478838,0.001568209
13.44,-0.002250891,-0.002312017,0.002464434,0.001550133
13.45,-0.002207768,-0.002267865,0.002447899,0.001535448
13.46,-0.00214874,-0.00220149,0.002425267,0.001521459
13.47,-0.002077832,-0.002116356,0.002392073,0.001504662
13.48,-0.001999976,-0.002017787,0.002344166,0.001481333
13.49,-0.001919619,-0.001912092,0.002278396,0.001448007
13.5,-0.00183959,-0.001805305,0.002193053,0.001401907
13.51,-0.001760612,-0.00170188,0.002087897,0.001341406
13.52,-0.001681547,-0.001603722,0.001963878,0.001266437
13.53,-0.001600162,-0.001509817,0.001822919,0.001178587
13.54,-0.001513847,-0.001416741,0.001667995,0.001080754
13.55,-0.001420006,-0.001319941,0.00150333,0.000976553
13.56,-0.001316325,-0.001215198,0.001334297,0.000869686
13.57,-0.001201093,-0.001099727,0.001166718,0.000763447
13.58,-0.001073585,-0.000972629,0.001005707,0.000660374
13.59,-0.000934307,-0.000834754,0.00085444,0.000562015
13.6,-0.000785,-0.000688211,0.00071331,0.000468784
13.61,-0.000628341,-0.000535853,0.000579872,0.000379908
13.62,-0.00046746,-0.000380895,0.000449605,0.000293474
13.63,-0.000305445,-0.000226592,0.000317215,0.00020669
13.64,-0.000144958,-7.59E-05,0.000178003,0.000116431
13.65,1.20E-05,6.90E-05,2.89E-05,2.00E-05
13.66,0.000163982,0.000206808,-0.000131208,-8.41E-05
13.67,0.000310408,0.000337492,-0.000301242,-0.000195996
13.68,0.000451375,0.000462283,-0.000478618,-0.000314242
13.69,0.000587972,0.000583528,-0.000659624,-0.000436366
13.7,0.000722191,0.000704207,-0.000839893,-0.000559298
13.71,0.000856484,0.000827107,-0.001014869,-0.000679889
13.72,0.000992901,0.000954,-0.001180385,-0.000795268
13.73,0.001132062,0.001085267,-0.001333284,-0.000903068
13.74,0.001272606,0.001219939,-0.001471879,-0.001001534
13.75,0.001411428,0.00135594,-0.001596082,-0.001089656
13.76,0.001544508,0.001490429,-0.001707137,-0.001167401
13.77,0.001668049,0.001620193,-0.001807226,-0.001235856
13.78,0.001779526,0.001742053,-0.001899082,-0.001297049
13.79,0.001878201,0.001853286,-0.001985635,-0.001353455
13.8,0.001965073,0.001952067,-0.00206964,-0.001407403
13.81,0.002042354,0.002037813,-0.002153181,-0.001460559
13.82,0.002112589,0.002111257,-0.002237025,-0.00151363
13.83,0.002177755,0.002174028,-0.002320141,-0.001566283
13.84,0.002238672,0.00222792,-0.002399826,-0.001617274
13.85,0.002294774,0.002274279,-0.002472561,-0.001664784
13.86,0.002344323,0.002313767,-0.002535252,-0.001706872
13.87,0.002385051,0.002346434,-0.002586182,-0.001741915
13.88,0.002414851,0.002371924,-0.002625189,-0.001768994
13.89,0.002432296,0.002389552,-0.002653217,-0.001788099
13.9,0.002436967,0.002398232,-0.002671529,-0.00179996
13.91,0.00242943,0.002396451,-0.002680737,-0.001805479
13.92,0.002410788,0.002382522,-0.002680151,-0.00180504
13.93,0.002382009,0.002355051,-0.002667869,-0.001798023
13.94,0.00234343,0.00231344,-0.002641404,-0.001782753
13.95,0.002294781,0.002258246,-0.002598435,-0.001756972
13.96,0.002235644,0.002191075,-0.002537333,-0.001718549
13.97,0.002165998,0.002114027,-0.002457395,-0.001666083
13.98,0.002086499,0.002029017,-0.002358943,-0.001599278
13.99,0.001998296,0.001937261,-0.002243405,-0.001519081
14,0.001902516,0.001839118,-0.002113402,-0.001427651
14.01,0.001799814,0.001734342,-0.001972692,-0.001328138
14.02,0.001690261,0.001622643,-0.00182582,-0.001224209
14.03,0.001573546,0.001504154,-0.001677413,-0.001119334
14.04,0.001449289,0.001379375,-0.001531244,-0.001016086
14.05,0.001317255,0.001248685,-0.001389432,-0.000915788
14.06,0.001177472,0.001112073,-0.001252122,-0.000818559
14.07,0.001030356,0.0009694,-0.001117713,-0.000723515
14.08,0.000876871,0.000820938,-0.000983422,-0.000628979
14.09,0.000718673,0.000667763,-0.000846011,-0.000532697
14.1,0.000558114,0.000511829,-0.000702548,-0.000432167
14.11,0.000397931,0.000355747,-0.000550982,-0.000325166
14.12,0.000240625,0.000202257,-0.000390385,-0.000210342
14.13,8.79E-05,5.35E-05,-0.000221002,-8.76E-05
14.14,-5.97E-05,-8.97E-05,-4.41E-05,4.17E-05
14.15,-0.000202604,-0.000227954,0.000138012,0.000175488
14.16,-0.000342269,-0.000362973,0.000322674,0.000310923
14.17,-0.000480863,-0.000497272,0.000506726,0.000445044
14.18,-0.000620595,-0.000633254,0.000687098,0.000574689
14.19,-0.000762865,-0.00077257,0.000861048,0.000696648
14.2,-0.000907659,-0.000915648,0.00102635,0.000808106
14.21,-0.001053652,-0.00106153,0.001181501,0.000907316
14.22,-0.001198914,-0.001208123,0.001326032,0.0009942
14.23,-0.001341615,-0.001352753,0.00146095,0.001070552
14.24,-0.00148022,-0.001492757,0.001589004,0.001139669
14.25,-0.001613261,-0.0016259,0.001714331,0.001205559
14.26,-0.001739164,-0.00175042,0.001841293,0.001271954
14.27,-0.001856346,-0.001864792,0.001972858,0.001341422
14.28,-0.001963334,-0.001967418,0.002109159,0.001414767
14.29,-0.002058871,-0.002056493,0.002246984,0.001490775
14.3,-0.002142046,-0.002130366,0.002380466,0.001566372
14.31,-0.002212504,-0.00218846,0.002502608,0.001637221
14.32,-0.002270851,-0.002232178,0.002607056,0.001698701
14.33,-0.00231902,-0.002265066,0.002689461,0.001747014
14.34,-0.002360039,-0.002291988,0.002748083,0.001779986
14.35,-0.002397032,-0.002317618,0.002783792,0.001797329
14.36,-0.002431898,-0.002344936,0.002799691,0.00180053
14.37,-0.002464307,-0.00237424,0.002800404,0.001792567
14.38,-0.002491485,-0.002402861,0.002791068,0.001777414
14.39,-0.00250887,-0.00242576,0.002776163,0.001759221
14.4,-0.002511409,-0.002436972,0.002758411,0.001741226
14.41,-0.002494952,-0.002431192,0.002738237,0.001724902
14.42,-0.002457185,-0.002404787,0.002714105,0.001709871
14.43,-0.002398213,-0.002356312,0.002683368,0.001694506
14.44,-0.002320939,-0.002286748,0.002643042,0.001676612
14.45,-0.002230687,-0.002199459,0.002590357,0.00165381
14.46,-0.002133708,-0.002099765,0.002523044,0.001623695
14.47,-0.002035211,-0.001993973,0.002439462,0.00158393
14.48,-0.001937978,-0.001887905,0.002338571,0.001532391
14.49,-0.001842065,-0.001785353,0.002219818,0.001467413
14.5,-0.001745455,-0.001687084,0.002083174,0.001388182
14.51,-0.001645213,-0.001590897,0.001929526,0.001295154
14.52,-0.00153855,-0.00149279,0.001761123,0.001190259
14.53,-0.001423415,-0.001388592,0.001581782,0.001076777
14.54,-0.001298575,-0.001275229,0.001396576,0.000958811
14.55,-0.001163487,-0.001151151,0.001210929,0.000840459
14.56,-0.001018209,-0.001016033,0.001029381,0.00072493
14.57,-0.000863385,-0.000870295,0.000854547,0.000613889
14.58,-0.000700334,-0.000714877,0.000686622,0.000507173
14.59,-0.000531163,-0.000551289,0.000523634,0.000402939
14.6,-0.000358706,-0.000381738,0.000362282,0.000298267
14.61,-0.000186164,-0.000209227,0.000199033,0.000190029
14.62,-1.66E-05,-3.74E-05,3.11E-05,7.57E-05
14.63,0.000147534,0.000130118,-0.000143144,-4.61E-05
14.64,0.000304673,0.000290544,-0.000323879,-0.000175268
14.65,0.000454321,0.000443017,-0.000510296,-0.000310349
14.66,0.000597055,0.000588859,-0.000700716,-0.000448657
14.67,0.000734454,0.000731021,-0.000892721,-0.000586799
14.68,0.000868846,0.000872818,-0.001083149,-0.000721307
14.69,0.001002828,0.001016559,-0.00126814,-0.000849297
14.7,0.001138616,0.00116272,-0.001443524,-0.000968875
14.71,0.001277349,0.001309954,-0.001605576,-0.00107918
14.72,0.001418465,0.001455759,-0.001751898,-0.001180167
14.73,0.001559512,0.001597346,-0.001881988,-0.001272323
14.74,0.001696694,0.001732235,-0.001997242,-0.001356434
14.75,0.001825951,0.001858461,-0.002100421,-0.001433425
14.76,0.00194409,0.001974537,-0.002194827,-0.001504293
14.77,0.002049507,0.002079388,-0.002283418,-0.001570047
14.78,0.002142323,0.002172392,-0.002368126,-0.001631562
14.79,0.002223959,0.002253555,-0.002449526,-0.001689345
14.8,0.00229637,0.002323626,-0.002526955,-0.001743319
14.81,0.002361247,0.002383995,-0.002599018,-0.001792787
14.82,0.002419449,0.00243637,-0.002664258,-0.00183662
14.83,0.00247081,0.002482237,-0.002721753,-0.001873632
14.84,0.002514286,0.002522308,-0.002771358,-0.001903011
14.85,0.002548328,0.00255626,-0.002813413,-0.001924668
14.86,0.002571342,0.002582779,-0.002848136,-0.001939257
14.87,0.00258206,0.002599867,-0.002875058,-0.001947699
14.88,0.002579684,0.002605404,-0.002892644,-0.001950377
14.89,0.002563722,0.00259767,-0.002898302,-0.001946508
14.9,0.002533745,0.002575492,-0.002888913,-0.001934101
14.91,0.00248945,0.002538214,-0.002861475,-0.0019105
14.92,0.002431136,0.002485737,-0.0028135,-0.001873275
14.93,0.002360155,0.002418457,-0.002743294,-0.001821069
14.94,0.002278838,0.002337118,-0.002650385,-0.001754023
14.95,0.002189822,0.002242712,-0.002535962,-0.001673651
14.96,0.002095119,0.002136393,-0.002402974,-0.001582372
14.97,0.001995508,0.002019297,-0.002255731,-0.001482981
14.98,0.001890508,0.001892362,-0.002099143,-0.001378252
14.99,0.001778821,0.001756331,-0.00193791,-0.001270712
15,0.001658959,0.001611806,-0.001775845,-0.001162499
15.01,0.001529765,0.001459143,-0.001615489,-0.001055232
15.02,0.001390644,0.001298401,-0.001457966,-0.000949884
15.03,0.001241528,0.001129683,-0.001302956,-0.000846538
15.04,0.00108274,0.000953703,-0.001148781,-0.000744064
15.05,0.000914974,0.000772153,-0.000992642,-0.000640067
15.06,0.000739425,0.000587567,-0.000830995,-0.00053142
15.07,0.00055808,0.000402851,-0.00066013,-0.000415213
15.08,0.000373931,0.000220758,-0.000476978,-0.00028963
15.09,0.000190636,4.35E-05,-0.000279994,-0.000154439
15.1,1.15E-05,-0.00012731,-6.98E-05,-1.10E-05
15.11,-0.000161476,-0.000291118,0.000150448,0.000138278
15.12,-0.000328333,-0.000448291,0.000376145,0.000290136
15.13,-0.00049063,-0.000600325,0.000601794,0.000441199
15.14,-0.000650728,-0.00074956,0.000822206,0.000588145
15.15,-0.000810819,-0.000898529,0.001033143,0.000728007
15.16,-0.000972268,-0.001049143,0.001231629,0.000858461
15.17,-0.001135354,-0.001202019,0.001415946,0.000978149
15.18,-0.001299267,-0.001356136,0.00158554,0.001086894
15.19,-0.001462177,-0.001509006,0.001741092,0.00118569
15.2,-0.001621341,-0.001657295,0.001884631,0.001276456
15.21,-0.001773366,-0.001797624,0.002019333,0.001361628
15.22,-0.001914721,-0.001927204,0.002148824,0.001443612
15.23,-0.002042386,-0.002044058,0.00227616,0.001524224
15.24,-0.00215454,-0.002146836,0.002402804,0.001604255
15.25,-0.002251096,-0.002234579,0.002527962,0.001683305
15.26,-0.00233375,-0.002306854,0.002648516,0.001759902
15.27,-0.002405447,-0.002364334,0.002759771,0.001831739
15.28,-0.002469483,-0.002409438,0.002856836,0.001895977
15.29,-0.002528571,-0.002446364,0.002936017,0.0019497
15.3,-0.002584184,-0.002480143,0.002995575,0.001990497
15.31,-0.002636326,-0.002515058,0.003035683,0.002017006
15.32,-0.00268373,-0.002553155,0.003057873,0.002029305
15.33,-0.00272425,-0.002593357,0.003064429,0.002028982
15.34,-0.00275507,-0.002631459,0.003057936,0.002018831
15.35,-0.00277273,-0.002661066,0.003040894,0.002002217
15.36,-0.002773479,-0.002675262,0.003015423,0.001982236
15.37,-0.002754028,-0.002668442,0.002982897,0.00196091
15.38,-0.002712334,-0.002637498,0.002943473,0.001938735
15.39,-0.002648281,-0.002582211,0.002895838,0.001914696
15.4,-0.00256417,-0.002505072,0.002837414,0.001886594
15.41,-0.002464483,-0.002410626,0.00276501,0.001851471
15.42,-0.002354652,-0.00230448,0.00267569,0.001806134
15.43,-0.002239391,-0.002192167,0.002567477,0.001747685
15.44,-0.002121435,-0.002077897,0.002439655,0.001673953
15.45,-0.002001137,-0.001963465,0.00229259,0.001583823
15.46,-0.001876909,-0.001847706,0.002127374,0.001477491
15.47,-0.001746151,-0.001726888,0.00194568,0.001356522
15.48,-0.001606262,-0.001596089,0.001749967,0.001223645
15.49,-0.001455379,-0.001451008,0.00154381,0.001082344
15.5,-0.001292556,-0.001289466,0.001331915,0.00093636
15.51,-0.0011176,-0.001112057,0.001119521,0.000789176
15.52,-0.000931098,-0.000921747,0.000911291,0.000643573
15.53,-0.000734689,-0.000722688,0.000710156,0.000501447
15.54,-0.000531206,-0.000518947,0.000516637,0.000363892
15.55,-0.000324403,-0.000313774,0.000329052,0.000231223
15.56,-0.000118241,-0.000109632,0.000144432,0.000102812
15.57,8.40E-05,9.13E-05,-4.04E-05,-2.31E-05
15.58,0.000280586,0.00028683,-0.000228199,-0.000148989
15.59,0.000470798,0.000475245,-0.000420893,-0.000277898
15.6,0.000654807,0.000656057,-0.000619831,-0.00041212
15.61,0.00083286,0.000830471,-0.000825675,-0.00055262
15.62,0.001005128,0.001000961,-0.001038058,-0.000698626
15.63,0.001171882,0.001170092,-0.001254995,-0.00084781
15.64,0.001333693,0.001339229,-0.001472512,-0.000996855
15.65,0.001491393,0.001507855,-0.001684966,-0.001142121
15.66,0.001645713,0.00167377,-0.001886162,-0.001280189
15.67,0.001796749,0.001833993,-0.002070812,-0.00140819
15.68,0.001943595,0.001985804,-0.00223573,-0.001524103
15.69,0.002084457,0.002127341,-0.002380311,-0.001627047
15.7,0.002217258,0.002257613,-0.0025062,-0.001717455
15.71,0.002340415,0.002376088,-0.002616361,-0.001796912
15.72,0.002453256,0.002482219,-0.002713953,-0.001867681
15.73,0.002555831,0.002575292,-0.002801451,-0.001932075
15.74,0.002648312,0.002654618,-0.002880377,-0.001991888
15.75,0.00273035,0.002719872,-0.002951651,-0.002047958
15.76,0.002800745,0.002771329,-0.003016158,-0.002100007
15.77,0.002857741,0.002809905,-0.003075045,-0.002146816
15.78,0.002899788,0.002836948,-0.00312943,-0.002186755
15.79,0.00292624,0.00285381,-0.003179657,-0.002218448
15.8,0.002937487,0.002861217,-0.00322464,-0.002241102
15.81,0.002934433,0.002858769,-0.003261581,-0.002254294
15.82,0.002917739,0.002845034,-0.003286148,-0.002257422
15.83,0.002887333,0.002818236,-0.003293169,-0.00224926
15.84,0.002842447,0.00277701,-0.003277637,-0.002227853
15.85,0.002782256,0.002720782,-0.003235554,-0.002190921
15.86,0.002706816,0.00264971,-0.003164447,-0.002136652
15.87,0.002617521,0.002564487,-0.003063638,-0.002064442
15.88,0.002516633,0.002466179,-0.002934396,-0.001975202
15.89,0.002406229,0.002356069,-0.002780037,-0.001871193
15.9,0.002287246,0.002235438,-0.002605745,-0.001755629
15.91,0.002159205,0.002105309,-0.002417932,-0.00163221
15.92,0.0020206,0.001966141,-0.002223166,-0.001504562
15.93,0.001869541,0.001817528,-0.002026983,-0.001375644
15.94,0.001704368,0.001658153,-0.001832982,-0.00124728
15.95,0.001524217,0.001486203,-0.001642422,-0.001119919
15.96,0.001329431,0.00130022,-0.001454276,-0.000992662
15.97,0.001121699,0.001100082,-0.001265802,-0.000863538
15.98,0.000904021,0.00088767,-0.001073462,-0.00072999
15.99,0.000680509,0.000666888,-0.000873904,-0.000589502
16,0.000455894,0.000442983,-0.000664712,-0.00044022
16.01,0.000234792,0.00022142,-0.000444709,-0.000281417
16.02,2.10E-05,6.67E-06,-0.000213854,-0.00011365
16.03,-0.000183402,-0.000198727,2.70E-05,6.14E-05
16.04,-0.000378076,-0.000394597,0.000275991,0.000241343
16.05,-0.000565061,-0.000582893,0.000530556,0.000423519
16.06,-0.000747966,-0.000766898,0.000787118,0.00060528
16.07,-0.000930731,-0.000950111,0.001041515,0.000784029
16.08,-0.001116238,-0.001135211,0.001289436,0.000957173
16.09,-0.00130542,-0.001323291,0.001526943,0.001122155
16.1,-0.001497018,-0.001513512,0.001750903,0.001276677
16.11,-0.001687913,-0.001703262,0.001959331,0.001419063
16.12,-0.001873972,-0.001888723,0.002151595,0.001548653
16.13,-0.002051064,-0.002065621,0.002328421,0.001666014
16.14,-0.002215859,-0.002229965,0.002491627,0.001772777
16.15,-0.002366208,-0.002378691,0.002643569,0.001871138
16.16,-0.002501178,-0.002510037,0.002786337,0.001963173
16.17,-0.002620891,-0.002623503,0.002920986,0.002050146
16.18,-0.00272624,-0.002719629,0.003047064,0.002132021
16.19,-0.00281851,-0.002799908,0.003162635,0.002207399
16.2,-0.002899013,-0.002866745,0.003264879,0.002273916
16.21,-0.002968827,-0.002923191,0.003350987,0.002328896
16.22,-0.003028563,-0.002972318,0.00341892,0.002370036
16.23,-0.003078176,-0.003016269,0.003467824,0.00239592
16.24,-0.003116875,-0.003055368,0.003498064,0.0024063
16.25,-0.003143091,-0.003087693,0.003510904,0.00240213
16.26,-0.0031546,-0.003109256,0.003507973,0.002385291
16.27,-0.003148981,-0.003114773,0.003490687,0.002358037
16.28,-0.003124202,-0.003098823,0.003459844,0.002322418
16.29,-0.003078967,-0.003057003,0.003415513,0.002279827
16.3,-0.003012845,-0.002986953,0.003357145,0.002230746
16.31,-0.002926404,-0.0028892,0.003283801,0.00217465
16.32,-0.002821231,-0.00276743,0.003194314,0.002110056
16.33,-0.00269962,-0.002627749,0.003087297,0.002034846
16.34,-0.002564114,-0.002477087,0.002961195,0.001946847
16.35,-0.002417164,-0.002321454,0.002814462,0.001844418
16.36,-0.002260897,-0.002164622,0.00264586,0.001726877
16.37,-0.002096862,-0.002007611,0.00245493,0.001594632
16.38,-0.001925812,-0.00184914,0.002242637,0.001448981
16.39,-0.001747663,-0.001686755,0.0020119,0.001291826
16.4,-0.001561733,-0.001517973,0.001767522,0.001125527
16.41,-0.00136715,-0.001340882,0.001515322,0.000952876
16.42,-0.001163304,-0.001154193,0.001260851,0.000776976
16.43,-0.000950166,-0.000957053,0.001008304,0.000600866
16.44,-0.0007283,-0.000749013,0.000759933,0.000426974
16.45,-0.000498602,-0.000530199,0.000515964,0.000256639
16.46,-0.00026218,-0.000301519,0.000274871,8.99E-05
16.47,-2.06E-05,-6.47E-05,3.40E-05,-7.42E-05
16.48,0.000224082,0.00017785,-0.000209409,-0.000237253
16.49,0.00046877,0.000423249,-0.000457553,-0.000400852
16.5,0.000710102,0.000668405,-0.000711296,-0.000565802
16.51,0.000944796,0.000910378,-0.000970092,-0.000731966
16.52,0.001170427,0.001146715,-0.001232074,-0.000898317
16.53,0.00138602,0.001375589,-0.001494313,-0.001063315
16.54,0.001592238,0.001595844,-0.001753152,-0.001225328
16.55,0.001791029,0.001807043,-0.002004583,-0.001382863
16.56,0.001984788,0.002009432,-0.002244692,-0.00153454
16.57,0.002175235,0.002203707,-0.002470124,-0.001678895
16.58,0.002362423,0.002390483,-0.002678422,-0.001814277
16.59,0.002544376,0.002569481,-0.002868104,-0.001938931
16.6,0.002717598,0.002738802,-0.003038442,-0.00205126
16.61,0.002878184,0.002894903,-0.003189126,-0.002150212
16.62,0.003022971,0.003033554,-0.003320064,-0.002235589
