Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
0,-2.70E-06,2.33E-06,1.82E-05,1.49E-05
0.01,-1.09E-05,-4.68E-06,1.35E-05,4.30E-06
0.02,-2.01E-05,-1.32E-05,8.44E-06,-7.11E-06
0.03,-2.98E-05,-2.27E-05,3.75E-06,-1.79E-05
0.04,-3.94E-05,-3.22E-05,-1.53E-07,-2.69E-05
0.05,-4.86E-05,-4.10E-05,-2.96E-06,-3.34E-05
0.06,-5.69E-05,-4.81E-05,-4.62E-06,-3.70E-05
0.07,-6.41E-05,-5.33E-05,-5.28E-06,-3.83E-05
0.08,-7.02E-05,-5.65E-05,-5.30E-06,-3.77E-05
0.09,-7.52E-05,-5.80E-05,-5.08E-06,-3.59E-05
0.1,-7.91E-05,-5.84E-05,-4.96E-06,-3.35E-05
0.11,-8.20E-05,-5.82E-05,-5.08E-06,-3.11E-05
0.12,-8.40E-05,-5.80E-05,-5.52E-06,-2.91E-05
0.13,-8.52E-05,-5.81E-05,-6.27E-06,-2.77E-05
0.14,-8.58E-05,-5.86E-05,-7.23E-06,-2.70E-05
0.15,-8.57E-05,-5.97E-05,-8.17E-06,-2.67E-05
0.16,-8.48E-05,-6.09E-05,-8.77E-06,-2.65E-05
0.17,-8.31E-05,-6.17E-05,-8.75E-06,-2.65E-05
0.18,-8.04E-05,-6.16E-05,-7.95E-06,-2.64E-05
0.19,-7.69E-05,-5.96E-05,-6.47E-06,-2.61E-05
0.2,-7.26E-05,-5.51E-05,-4.64E-06,-2.57E-05
0.21,-6.76E-05,-4.80E-05,-2.87E-06,-2.52E-05
0.22,-6.17E-05,-3.88E-05,-1.41E-06,-2.49E-05
0.23,-5.50E-05,-2.86E-05,-1.66E-07,-2.49E-05
0.24,-4.72E-05,-1.85E-05,1.19E-06,-2.50E-05
0.25,-3.84E-05,-9.31E-06,3.04E-06,-2.50E-05
0.26,-2.86E-05,-1.61E-06,5.61E-06,-2.46E-05
0.27,-1.83E-05,4.68E-06,8.79E-06,-2.36E-05
0.28,-8.00E-06,9.99E-06,1.22E-05,-2.18E-05
0.29,1.70E-06,1.49E-05,1.53E-05,-1.90E-05
0.3,1.06E-05,1.97E-05,1.77E-05,-1.53E-05
0.31,1.88E-05,2.48E-05,1.92E-05,-1.08E-05
0.32,2.68E-05,3.01E-05,1.96E-05,-5.55E-06
0.33,3.49E-05,3.56E-05,1.90E-05,2.43E-07
0.34,4.30E-05,4.14E-05,1.77E-05,6.40E-06
0.35,5.05E-05,4.76E-05,1.61E-05,1.27E-05
0.36,5.70E-05,5.43E-05,1.48E-05,1.91E-05
0.37,6.19E-05,6.14E-05,1.43E-05,2.55E-05
0.38,6.54E-05,6.87E-05,1.52E-05,3.16E-05
0.39,6.78E-05,7.58E-05,1.73E-05,3.72E-05
0.4,6.93E-05,8.23E-05,2.03E-05,4.21E-05
0.41,7.03E-05,8.81E-05,2.32E-05,4.60E-05
0.42,7.06E-05,9.29E-05,2.55E-05,4.87E-05
0.43,7.04E-05,9.66E-05,2.63E-05,4.99E-05
0.44,6.96E-05,9.89E-05,2.56E-05,4.96E-05
0.45,6.82E-05,9.95E-05,2.33E-05,4.80E-05
0.46,6.65E-05,9.81E-05,2.00E-05,4.53E-05
0.47,6.45E-05,9.47E-05,1.62E-05,4.19E-05
0.48,6.25E-05,8.95E-05,1.22E-05,3.80E-05
0.49,6.05E-05,8.31E-05,8.12E-06,3.39E-05
0.5,5.84E-05,7.59E-05,3.84E-06,2.99E-05
0.51,5.57E-05,6.85E-05,-8.27E-07,2.60E-05
0.52,5.17E-05,6.09E-05,-5.91E-06,2.22E-05
0.53,4.59E-05,5.32E-05,-1.12E-05,1.87E-05
0.54,3.77E-05,4.53E-05,-1.61E-05,1.54E-05
0.55,2.72E-05,3.69E-05,-2.03E-05,1.26E-05
0.56,1.45E-05,2.81E-05,-2.31E-05,1.06E-05
0.57,5.26E-07,1.91E-05,-2.43E-05,9.31E-06
0.58,-1.36E-05,9.94E-06,-2.40E-05,8.62E-06
0.59,-2.68E-05,8.83E-07,-2.26E-05,8.28E-06
0.6,-3.78E-05,-8.16E-06,-2.07E-05,8.11E-06
0.61,-4.61E-05,-1.73E-05,-1.88E-05,7.96E-06
0.62,-5.14E-05,-2.65E-05,-1.76E-05,7.59E-06
0.63,-5.39E-05,-3.57E-05,-1.72E-05,6.59E-06
0.64,-5.40E-05,-4.44E-05,-1.75E-05,4.58E-06
0.65,-5.25E-05,-5.23E-05,-1.84E-05,1.47E-06
0.66,-4.98E-05,-5.92E-05,-1.93E-05,-2.36E-06
0.67,-4.59E-05,-6.49E-05,-1.96E-05,-6.15E-06
0.68,-4.09E-05,-6.94E-05,-1.89E-05,-9.08E-06
0.69,-3.45E-05,-7.26E-05,-1.67E-05,-1.06E-05
0.7,-2.70E-05,-7.43E-05,-1.32E-05,-1.07E-05
0.71,-1.88E-05,-7.41E-05,-8.46E-06,-9.66E-06
0.72,-1.04E-05,-7.16E-05,-2.98E-06,-8.07E-06
0.73,-2.33E-06,-6.63E-05,2.86E-06,-6.45E-06
0.74,5.16E-06,-5.86E-05,8.71E-06,-5.10E-06
0.75,1.18E-05,-4.92E-05,1.43E-05,-4.02E-06
0.76,1.74E-05,-3.91E-05,1.95E-05,-3.06E-06
0.77,2.18E-05,-2.89E-05,2.39E-05,-2.14E-06
0.78,2.47E-05,-1.88E-05,2.74E-05,-1.35E-06
0.79,2.60E-05,-8.95E-06,2.98E-05,-9.49E-07
0.8,2.59E-05,1.42E-07,3.11E-05,-1.28E-06
0.81,2.44E-05,7.85E-06,3.11E-05,-2.63E-06
0.82,2.16E-05,1.34E-05,2.97E-05,-5.05E-06
0.83,1.72E-05,1.64E-05,2.70E-05,-8.30E-06
0.84,1.10E-05,1.66E-05,2.30E-05,-1.18E-05
0.85,3.28E-06,1.45E-05,1.81E-05,-1.47E-05
0.86,-5.46E-06,1.07E-05,1.27E-05,-1.63E-05
0.87,-1.45E-05,5.87E-06,7.56E-06,-1.59E-05
0.88,-2.32E-05,7.69E-07,3.03E-06,-1.36E-05
0.89,-3.11E-05,-4.14E-06,-6.03E-07,-9.67E-06
0.9,-3.76E-05,-8.49E-06,-3.34E-06,-4.90E-06
0.91,-4.23E-05,-1.21E-05,-5.44E-06,-1.52E-07
0.92,-4.46E-05,-1.48E-05,-7.26E-06,3.74E-06
0.93,-4.43E-05,-1.69E-05,-9.22E-06,6.20E-06
0.94,-4.14E-05,-1.86E-05,-1.16E-05,7.02E-06
0.95,-3.61E-05,-2.01E-05,-1.48E-05,6.41E-06
0.96,-2.91E-05,-2.18E-05,-1.86E-05,4.86E-06
0.97,-2.08E-05,-2.35E-05,-2.31E-05,2.94E-06
0.98,-1.18E-05,-2.53E-05,-2.79E-05,1.05E-06
0.99,-2.38E-06,-2.67E-05,-3.24E-05,-5.40E-07
1,7.00E-06,-2.75E-05,-3.63E-05,-1.71E-06
1.01,1.59E-05,-2.75E-05,-3.92E-05,-2.43E-06
1.02,2.38E-05,-2.65E-05,-4.08E-05,-2.78E-06
1.03,3.04E-05,-2.46E-05,-4.12E-05,-3.01E-06
1.04,3.55E-05,-2.18E-05,-4.05E-05,-3.42E-06
1.05,3.90E-05,-1.79E-05,-3.90E-05,-4.24E-06
1.06,4.09E-05,-1.30E-05,-3.70E-05,-5.55E-06
1.07,4.15E-05,-7.06E-06,-3.47E-05,-7.26E-06
1.08,4.12E-05,-1.54E-07,-3.25E-05,-9.15E-06
1.09,4.06E-05,7.46E-06,-3.04E-05,-1.10E-05
1.1,3.98E-05,1.55E-05,-2.84E-05,-1.26E-05
1.11,3.83E-05,2.38E-05,-2.63E-05,-1.37E-05
1.12,3.51E-05,3.20E-05,-2.37E-05,-1.43E-05
1.13,2.93E-05,3.97E-05,-2.06E-05,-1.42E-05
1.14,2.06E-05,4.64E-05,-1.70E-05,-1.31E-05
1.15,9.56E-06,5.16E-05,-1.27E-05,-1.13E-05
1.16,-2.71E-06,5.48E-05,-8.02E-06,-8.99E-06
1.17,-1.50E-05,5.58E-05,-2.84E-06,-6.71E-06
1.18,-2.64E-05,5.48E-05,2.75E-06,-4.89E-06
1.19,-3.65E-05,5.21E-05,8.67E-06,-3.83E-06
1.2,-4.52E-05,4.81E-05,1.48E-05,-3.67E-06
1.21,-5.25E-05,4.35E-05,2.09E-05,-4.42E-06
1.22,-5.82E-05,3.86E-05,2.67E-05,-6.02E-06
1.23,-6.22E-05,3.37E-05,3.21E-05,-8.44E-06
1.24,-6.44E-05,2.88E-05,3.70E-05,-1.16E-05
1.25,-6.43E-05,2.40E-05,4.13E-05,-1.55E-05
1.26,-6.20E-05,1.88E-05,4.50E-05,-1.99E-05
1.27,-5.75E-05,1.31E-05,4.78E-05,-2.47E-05
1.28,-5.14E-05,6.42E-06,4.98E-05,-2.98E-05
1.29,-4.46E-05,-1.44E-06,5.08E-05,-3.49E-05
1.3,-3.78E-05,-1.08E-05,5.09E-05,-3.95E-05
1.31,-3.14E-05,-2.16E-05,5.03E-05,-4.29E-05
1.32,-2.53E-05,-3.35E-05,4.91E-05,-4.43E-05
1.33,-1.92E-05,-4.59E-05,4.76E-05,-4.31E-05
1.34,-1.30E-05,-5.78E-05,4.58E-05,-3.89E-05
1.35,-6.59E-06,-6.80E-05,4.40E-05,-3.18E-05
1.36,-2.58E-07,-7.57E-05,4.22E-05,-2.21E-05
1.37,5.67E-06,-8.06E-05,4.06E-05,-1.07E-05
1.38,1.08E-05,-8.27E-05,3.92E-05,1.12E-06
1.39,1.47E-05,-8.23E-05,3.78E-05,1.23E-05
1.4,1.75E-05,-7.97E-05,3.60E-05,2.17E-05
1.41,1.91E-05,-7.54E-05,3.38E-05,2.88E-05
1.42,1.99E-05,-6.95E-05,3.09E-05,3.37E-05
1.43,2.02E-05,-6.22E-05,2.72E-05,3.67E-05
1.44,2.05E-05,-5.35E-05,2.31E-05,3.85E-05
1.45,2.13E-05,-4.35E-05,1.86E-05,3.96E-05
1.46,2.32E-05,-3.25E-05,1.40E-05,4.05E-05
1.47,2.65E-05,-2.07E-05,9.32E-06,4.16E-05
1.48,3.12E-05,-8.28E-06,4.86E-06,4.31E-05
1.49,3.68E-05,4.44E-06,8.25E-07,4.48E-05
1.5,4.28E-05,1.72E-05,-2.61E-06,4.64E-05
1.51,4.85E-05,2.95E-05,-5.47E-06,4.75E-05
1.52,5.33E-05,4.10E-05,-8.03E-06,4.76E-05
1.53,5.67E-05,5.10E-05,-1.06E-05,4.61E-05
1.54,5.84E-05,5.90E-05,-1.34E-05,4.29E-05
1.55,5.84E-05,6.48E-05,-1.64E-05,3.75E-05
1.56,5.67E-05,6.83E-05,-1.94E-05,3.04E-05
1.57,5.36E-05,6.96E-05,-2.21E-05,2.18E-05
1.58,4.95E-05,6.92E-05,-2.44E-05,1.29E-05
1.59,4.46E-05,6.72E-05,-2.65E-05,4.62E-06
1.6,3.92E-05,6.40E-05,-2.87E-05,-2.30E-06
1.61,3.33E-05,5.97E-05,-3.12E-05,-7.43E-06
1.62,2.66E-05,5.44E-05,-3.44E-05,-1.09E-05
1.63,1.92E-05,4.84E-05,-3.81E-05,-1.31E-05
1.64,1.13E-05,4.17E-05,-4.22E-05,-1.48E-05
1.65,3.31E-06,3.45E-05,-4.60E-05,-1.63E-05
1.66,-4.46E-06,2.69E-05,-4.89E-05,-1.78E-05
1.67,-1.17E-05,1.89E-05,-5.01E-05,-1.95E-05
1.68,-1.84E-05,1.06E-05,-4.91E-05,-2.09E-05
1.69,-2.42E-05,2.02E-06,-4.57E-05,-2.19E-05
1.7,-2.89E-05,-6.52E-06,-4.02E-05,-2.22E-05
1.71,-3.25E-05,-1.46E-05,-3.32E-05,-2.22E-05
1.72,-3.49E-05,-2.18E-05,-2.58E-05,-2.22E-05
1.73,-3.60E-05,-2.79E-05,-1.90E-05,-2.26E-05
1.74,-3.61E-05,-3.23E-05,-1.36E-05,-2.35E-05
1.75,-3.52E-05,-3.51E-05,-9.90E-06,-2.45E-05
1.76,-3.40E-05,-3.60E-05,-7.80E-06,-2.52E-05
1.77,-3.29E-05,-3.50E-05,-6.96E-06,-2.51E-05
1.78,-3.25E-05,-3.24E-05,-6.93E-06,-2.36E-05
1.79,-3.31E-05,-2.81E-05,-7.30E-06,-2.07E-05
1.8,-3.49E-05,-2.25E-05,-7.67E-06,-1.64E-05
1.81,-3.79E-05,-1.59E-05,-7.77E-06,-1.10E-05
1.82,-4.21E-05,-9.01E-06,-7.39E-06,-4.93E-06
1.83,-4.69E-05,-2.85E-06,-6.41E-06,1.41E-06
1.84,-5.20E-05,1.88E-06,-4.73E-06,7.47E-06
1.85,-5.66E-05,4.89E-06,-2.29E-06,1.27E-05
1.86,-6.01E-05,6.36E-06,8.56E-07,1.68E-05
1.87,-6.19E-05,6.82E-06,4.53E-06,1.95E-05
1.88,-6.16E-05,6.84E-06,8.41E-06,2.08E-05
1.89,-5.90E-05,6.82E-06,1.21E-05,2.08E-05
1.9,-5.44E-05,6.91E-06,1.53E-05,1.98E-05
1.91,-4.82E-05,7.07E-06,1.78E-05,1.81E-05
1.92,-4.09E-05,7.17E-06,1.97E-05,1.61E-05
1.93,-3.28E-05,7.08E-06,2.12E-05,1.40E-05
1.94,-2.38E-05,6.76E-06,2.24E-05,1.21E-05
1.95,-1.36E-05,6.32E-06,2.35E-05,1.07E-05
1.96,-2.15E-06,6.03E-06,2.45E-05,9.57E-06
1.97,1.01E-05,6.24E-06,2.53E-05,8.75E-06
1.98,2.25E-05,7.34E-06,2.57E-05,8.08E-06
1.99,3.41E-05,9.55E-06,2.57E-05,7.50E-06
2,4.41E-05,1.28E-05,2.56E-05,6.95E-06
2.01,5.22E-05,1.69E-05,2.56E-05,6.41E-06
2.02,5.84E-05,2.12E-05,2.59E-05,5.97E-06
2.03,6.30E-05,2.52E-05,2.65E-05,5.82E-06
2.04,6.64E-05,2.84E-05,2.76E-05,6.12E-06
2.05,6.90E-05,3.02E-05,2.92E-05,6.91E-06
2.06,7.09E-05,3.04E-05,3.10E-05,8.12E-06
2.07,7.24E-05,2.89E-05,3.26E-05,9.48E-06
2.08,7.35E-05,2.61E-05,3.35E-05,1.06E-05
2.09,7.43E-05,2.21E-05,3.30E-05,1.12E-05
2.1,7.46E-05,1.70E-05,3.05E-05,1.08E-05
2.11,7.38E-05,1.12E-05,2.57E-05,9.55E-06
2.12,7.15E-05,4.89E-06,1.88E-05,7.40E-06
2.13,6.72E-05,-1.61E-06,1.04E-05,4.61E-06
2.14,6.08E-05,-8.03E-06,1.18E-06,1.51E-06
2.15,5.27E-05,-1.43E-05,-7.84E-06,-1.48E-06
2.16,4.32E-05,-2.06E-05,-1.60E-05,-3.88E-06
2.17,3.25E-05,-2.71E-05,-2.31E-05,-5.30E-06
2.18,2.11E-05,-3.39E-05,-2.90E-05,-5.61E-06
2.19,9.27E-06,-4.09E-05,-3.38E-05,-5.03E-06
2.2,-2.40E-06,-4.75E-05,-3.77E-05,-4.04E-06
2.21,-1.33E-05,-5.30E-05,-4.09E-05,-3.28E-06
2.22,-2.31E-05,-5.68E-05,-4.34E-05,-3.35E-06
2.23,-3.16E-05,-5.84E-05,-4.52E-05,-4.60E-06
2.24,-3.87E-05,-5.78E-05,-4.63E-05,-7.07E-06
2.25,-4.44E-05,-5.52E-05,-4.67E-05,-1.04E-05
2.26,-4.91E-05,-5.10E-05,-4.63E-05,-1.41E-05
2.27,-5.28E-05,-4.58E-05,-4.48E-05,-1.74E-05
2.28,-5.57E-05,-4.04E-05,-4.23E-05,-1.98E-05
2.29,-5.77E-05,-3.52E-05,-3.85E-05,-2.09E-05
2.3,-5.85E-05,-3.02E-05,-3.37E-05,-2.07E-05
2.31,-5.80E-05,-2.52E-05,-2.78E-05,-1.99E-05
2.32,-5.60E-05,-1.97E-05,-2.09E-05,-1.88E-05
2.33,-5.24E-05,-1.32E-05,-1.33E-05,-1.80E-05
2.34,-4.75E-05,-5.35E-06,-5.43E-06,-1.77E-05
2.35,-4.15E-05,3.88E-06,2.17E-06,-1.79E-05
2.36,-3.47E-05,1.43E-05,8.81E-06,-1.85E-05
2.37,-2.76E-05,2.52E-05,1.41E-05,-1.91E-05
2.38,-2.07E-05,3.56E-05,1.79E-05,-1.98E-05
2.39,-1.43E-05,4.44E-05,2.04E-05,-2.03E-05
2.4,-8.75E-06,5.07E-05,2.19E-05,-2.03E-05
2.41,-3.78E-06,5.43E-05,2.26E-05,-1.94E-05
2.42,1.05E-06,5.52E-05,2.29E-05,-1.72E-05
2.43,6.29E-06,5.39E-05,2.27E-05,-1.35E-05
2.44,1.23E-05,5.11E-05,2.23E-05,-8.17E-06
2.45,1.94E-05,4.74E-05,2.18E-05,-1.57E-06
2.46,2.72E-05,4.32E-05,2.16E-05,6.02E-06
2.47,3.54E-05,3.88E-05,2.16E-05,1.41E-05
2.48,4.36E-05,3.45E-05,2.19E-05,2.23E-05
2.49,5.12E-05,3.03E-05,2.23E-05,2.99E-05
2.5,5.80E-05,2.62E-05,2.23E-05,3.65E-05
2.51,6.36E-05,2.21E-05,2.16E-05,4.17E-05
2.52,6.76E-05,1.77E-05,1.98E-05,4.53E-05
2.53,6.98E-05,1.28E-05,1.69E-05,4.72E-05
2.54,7.00E-05,7.29E-06,1.32E-05,4.74E-05
2.55,6.82E-05,1.34E-06,9.04E-06,4.62E-05
2.56,6.45E-05,-4.62E-06,5.06E-06,4.37E-05
2.57,5.93E-05,-9.95E-06,1.73E-06,4.05E-05
2.58,5.30E-05,-1.39E-05,-6.90E-07,3.66E-05
2.59,4.60E-05,-1.58E-05,-2.21E-06,3.24E-05
2.6,3.86E-05,-1.52E-05,-3.05E-06,2.79E-05
2.61,3.13E-05,-1.25E-05,-3.54E-06,2.33E-05
2.62,2.45E-05,-8.31E-06,-3.91E-06,1.86E-05
2.63,1.85E-05,-3.84E-06,-4.24E-06,1.38E-05
2.64,1.34E-05,-2.74E-07,-4.44E-06,8.99E-06
2.65,9.03E-06,1.49E-06,-4.40E-06,4.16E-06
2.66,5.29E-06,1.04E-06,-4.03E-06,-7.02E-07
2.67,1.96E-06,-1.46E-06,-3.41E-06,-5.67E-06
2.68,-1.16E-06,-5.50E-06,-2.68E-06,-1.08E-05
2.69,-4.29E-06,-1.04E-05,-2.06E-06,-1.62E-05
2.7,-7.63E-06,-1.54E-05,-1.78E-06,-2.17E-05
2.71,-1.13E-05,-1.99E-05,-2.01E-06,-2.69E-05
2.72,-1.53E-05,-2.33E-05,-2.74E-06,-3.14E-05
2.73,-1.95E-05,-2.53E-05,-3.79E-06,-3.50E-05
2.74,-2.40E-05,-2.57E-05,-4.92E-06,-3.76E-05
2.75,-2.87E-05,-2.48E-05,-5.91E-06,-3.92E-05
2.76,-3.34E-05,-2.31E-05,-6.62E-06,-4.00E-05
2.77,-3.83E-05,-2.11E-05,-6.94E-06,-4.00E-05
2.78,-4.32E-05,-1.90E-05,-6.79E-06,-3.92E-05
2.79,-4.80E-05,-1.69E-05,-6.02E-06,-3.73E-05
2.8,-5.27E-05,-1.45E-05,-4.52E-06,-3.45E-05
2.81,-5.73E-05,-1.16E-05,-2.24E-06,-3.07E-05
2.82,-6.17E-05,-8.18E-06,8.25E-07,-2.66E-05
2.83,-6.60E-05,-4.33E-06,4.58E-06,-2.26E-05
2.84,-7.00E-05,-1.84E-07,8.83E-06,-1.92E-05
2.85,-7.38E-05,4.05E-06,1.33E-05,-1.67E-05
2.86,-7.71E-05,8.10E-06,1.75E-05,-1.50E-05
2.87,-8.00E-05,1.16E-05,2.10E-05,-1.39E-05
2.88,-8.26E-05,1.40E-05,2.35E-05,-1.30E-05
2.89,-8.48E-05,1.53E-05,2.45E-05,-1.23E-05
2.9,-8.68E-05,1.56E-05,2.39E-05,-1.14E-05
2.91,-8.85E-05,1.52E-05,2.17E-05,-1.04E-05
2.92,-9.00E-05,1.50E-05,1.81E-05,-9.47E-06
2.93,-9.12E-05,1.55E-05,1.34E-05,-8.69E-06
2.94,-9.24E-05,1.69E-05,7.67E-06,-8.19E-06
2.95,-9.34E-05,1.93E-05,1.18E-06,-7.91E-06
2.96,-9.40E-05,2.22E-05,-5.96E-06,-7.56E-06
2.97,-9.38E-05,2.48E-05,-1.36E-05,-6.77E-06
2.98,-9.25E-05,2.63E-05,-2.14E-05,-5.22E-06
2.99,-9.01E-05,2.59E-05,-2.95E-05,-2.88E-06
3,-8.64E-05,2.35E-05,-3.79E-05,8.76E-08
3.01,-8.15E-05,1.92E-05,-4.67E-05,3.40E-06
3.02,-7.53E-05,1.34E-05,-5.59E-05,6.72E-06
3.03,-6.80E-05,6.51E-06,-6.53E-05,9.69E-06
3.04,-5.96E-05,-8.18E-07,-7.46E-05,1.19E-05
3.05,-5.01E-05,-8.00E-06,-8.34E-05,1.32E-05
3.06,-3.94E-05,-1.43E-05,-9.13E-05,1.32E-05
3.07,-2.74E-05,-1.93E-05,-9.80E-05,1.22E-05
3.08,-1.38E-05,-2.25E-05,-0.000102843,1.03E-05
3.09,1.62E-06,-2.42E-05,-0.000105537,7.90E-06
3.1,1.90E-05,-2.47E-05,-0.000105682,5.40E-06
3.11,3.85E-05,-2.45E-05,-0.000103131,3.14E-06
3.12,5.98E-05,-2.39E-05,-9.80E-05,1.40E-06
3.13,8.29E-05,-2.30E-05,-9.08E-05,3.65E-07
3.14,0.000107508,-2.17E-05,-8.19E-05,1.49E-07
3.15,0.00013358,-2.00E-05,-7.20E-05,7.00E-07
3.16,0.000160911,-1.76E-05,-6.14E-05,1.77E-06
3.17,0.000189165,-1.48E-05,-5.05E-05,2.88E-06
3.18,0.000217902,-1.14E-05,-3.94E-05,3.44E-06
3.19,0.000246751,-7.35E-06,-2.78E-05,2.84E-06
3.2,0.000275553,-2.59E-06,-1.53E-05,7.21E-07
3.21,0.000304376,3.02E-06,-1.43E-06,-2.91E-06
3.22,0.000333396,9.40E-06,1.46E-05,-7.63E-06
3.23,0.000362715,1.63E-05,3.34E-05,-1.27E-05
3.24,0.000392237,2.33E-05,5.52E-05,-1.72E-05
3.25,0.000421631,3.01E-05,8.01E-05,-2.04E-05
3.26,0.000450363,3.62E-05,0.000107832,-2.18E-05
3.27,0.000477794,4.15E-05,0.000137845,-2.16E-05
3.28,0.000503314,4.57E-05,0.000169497,-2.00E-05
3.29,0.000526455,4.90E-05,0.000202186,-1.76E-05
3.3,0.000546905,5.14E-05,0.000235546,-1.45E-05
3.31,0.00056443,5.31E-05,0.000269486,-1.08E-05
3.32,0.000578742,5.40E-05,0.000303997,-6.20E-06
3.33,0.000589367,5.41E-05,0.0003389,-6.85E-07
3.34,0.0005956,5.33E-05,0.000373729,5.82E-06
3.35,0.000596536,5.13E-05,0.000407796,1.32E-05
3.36,0.000591104,4.81E-05,0.000440393,2.13E-05
3.37,0.000578093,4.36E-05,0.000470998,3.01E-05
3.38,0.000556207,3.77E-05,0.000499318,3.93E-05
3.39,0.000524158,3.05E-05,0.00052509,4.92E-05
3.4,0.000480781,2.23E-05,0.000547834,5.94E-05
3.41,0.000425186,1.32E-05,0.000566755,7.01E-05
3.42,0.000356856,3.20E-06,0.000580873,8.11E-05
3.43,0.000275607,-8.01E-06,0.000589309,9.21E-05
3.44,0.000181423,-2.08E-05,0.000591471,0.000102975
3.45,7.43E-05,-3.54E-05,0.000586987,0.000113708
3.46,-4.57E-05,-5.14E-05,0.000575494,0.000124208
3.47,-0.000178966,-6.83E-05,0.000556471,0.000134487
3.48,-0.000325828,-8.51E-05,0.000529228,0.000144634
3.49,-0.000487085,-0.000101214,0.00049298,0.000154788
3.5,-0.000663655,-0.000116561,0.000446944,0.000165098
3.51,-0.000856396,-0.000131321,0.000390415,0.000175674
3.52,-0.001065822,-0.000146074,0.000322819,0.000186516
3.53,-0.001291735,-0.000161624,0.000243709,0.000197415
3.54,-0.001532775,-0.000178794,0.000152737,0.000207875
3.55,-0.001786099,-0.000198197,4.96E-05,0.00021708
3.56,-0.002047455,-0.000220088,-6.59E-05,0.000223941
3.57,-0.002311875,-0.000244353,-0.000194068,0.00022724
3.58,-0.002574934,-0.000270519,-0.000335234,0.000225893
3.59,-0.002834409,-0.000297727,-0.000490031,0.000219301
3.6,-0.003092044,-0.000324769,-0.000659412,0.00020766
3.61,-0.003354898,-0.000350435,-0.000844606,0.000192177
3.62,-0.003635404,-0.000374138,-0.001046905,0.000175098
3.63,-0.00394907,-0.00039658,-0.001267226,0.000159424
3.64,-0.004308739,-0.000420139,-0.001505421,0.000148072
3.65,-0.004714912,-0.000448714,-0.00175939,0.000142343
3.66,-0.005142947,-0.000486671,-0.002024091,0.000139805
3.67,-0.005530075,-0.000536551,-0.002290746,0.000132118
3.68,-0.005767969,-0.000595535,-0.002546838,0.000103662
3.69,-0.005709186,-0.000651347,-0.002777683,3.22E-05
3.7,-0.005193955,-0.000679247,-0.002970329,-0.000106675
3.71,-0.00409233,-0.000642734,-0.003119489,-0.000331546
3.72,-0.002344758,-0.000499593,-0.003232756,-0.000644865
3.73,1.33E-05,-0.000211775,-0.003330213,-0.001027377
3.74,0.002846198,0.00024343,-0.003436199,-0.001440723
3.75,0.005932129,0.000862258,-0.003567774,-0.001836256
3.76,0.008991313,0.001606372,-0.003726944,-0.002164386
3.77,0.01172343,0.002402356,-0.003898634,-0.002381749
3.78,0.013847135,0.003150262,-0.0040508,-0.002456717
3.79,0.015136545,0.003738581,-0.004133117,-0.002373649
3.8,0.015449869,0.004061821,-0.004074443,-0.002135175
3.81,0.014746838,0.004037347,-0.003783674,-0.001761114
3.82,0.01309283,0.003619586,-0.003160327,-0.001282465
3.83,0.010649236,0.002811143,-0.002116015,-0.000731297
3.84,0.00765293,0.001669717,-0.000600824,-0.000132238
3.85,0.004389911,0.000307348,0.001371929,0.000497657
3.86,0.001166519,-0.001122627,0.003709437,0.001140607
3.87,-0.001721788,-0.002451474,0.006241837,0.001768746
3.88,-0.004025145,-0.00352611,0.008746661,0.002341208
3.89,-0.005575499,-0.004233439,0.010985672,0.002809993
3.9,-0.006315257,-0.004511521,0.012740988,0.00313163
3.91,-0.006304289,-0.004350395,0.013841405,0.003278997
3.92,-0.005699319,-0.003789188,0.014175232,0.003247576
3.93,-0.004715438,-0.002912011,0.013693529,0.003052791
3.94,-0.003583994,-0.001839778,0.012412561,0.002720529
3.95,-0.002514741,-0.000714892,0.01041958,0.002278033
3.96,-0.001666648,0.000320684,0.007875287,0.001751141
3.97,-0.001131837,0.001148794,0.005002687,0.001167373
3.98,-0.000934609,0.001692031,0.002059796,0.000559914
3.99,-0.001042903,0.001919725,-0.000697917,-3.16E-05
4,-0.001386339,0.001845213,-0.003056515,-0.000565045
4.01,-0.001875178,0.001519668,-0.004874605,-0.00100264
4.02,-0.002416456,0.001025185,-0.006098316,-0.001317922
4.03,-0.00292534,0.000464928,-0.006757158,-0.001499771
4.04,-0.00333082,-5.42E-05,-0.006943123,-0.001554141
4.05,-0.003576609,-0.000445889,-0.006778323,-0.001503467
4.06,-0.003620919,-0.000665777,-0.006380277,-0.001382373
4.07,-0.003439575,-0.000717545,-0.005837814,-0.00122921
4.08,-0.003033237,-0.000640449,-0.005206297,-0.001075774
4.09,-0.002434488,-0.000486877,-0.004519197,-0.000939447
4.1,-0.001708237,-0.000302991,-0.003804402,-0.000821343
4.11,-0.000941222,-0.000120376,-0.003094356,-0.000711014
4.12,-0.000222623,4.26E-05,-0.002426097,-0.000595001
4.13,0.000375996,0.000176467,-0.001834463,-0.000465029
4.14,0.000812393,0.000277174,-0.001344663,-0.000322313
4.15,0.001074181,0.000345289,-0.00096894,-0.000176767
4.16,0.001172201,0.00038432,-0.00070821,-4.25E-05
4.17,0.001132305,0.000398751,-0.000555904,6.77E-05
4.18,0.000988928,0.000392914,-0.000500223,0.000145512
