Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
9.62,-0.000354764,-0.003747588,0.000254609,-0.0007283
9.63,-0.000355155,-0.004083257,0.000245514,-0.000886861
9.64,-0.000363857,-0.004467968,0.000241874,-0.001056942
9.65,-0.000386133,-0.004896075,0.000243983,-0.001235851
9.66,-0.000426023,-0.005332939,0.000246004,-0.001419075
9.67,-0.000483806,-0.005702558,0.000232781,-0.001599959
9.68,-0.000552625,-0.005882847,0.000178344,-0.001769769
9.69,-0.000615111,-0.00571726,4.82E-05,-0.001918764
9.7,-0.000641752,-0.005047366,-0.000192523,-0.002038912
9.71,-0.000593106,-0.003757769,-0.000565131,-0.002128023
9.72,-0.000426446,-0.001814894,-0.001063005,-0.002192889
9.73,-0.000105519,0.000713428,-0.001646144,-0.002248026
9.74,0.00038776,0.003660201,-0.002249244,-0.002309442
9.75,0.001041428,0.006780412,-0.002797583,-0.002387151
9.76,0.001806155,0.009784662,-0.003221705,-0.002480557
9.77,0.002597297,0.012377948,-0.003467154,-0.00257738
9.78,0.003306596,0.014297591,-0.003500091,-0.002653978
9.79,0.003820196,0.015345007,-0.003310354,-0.002674989
9.8,0.004038782,0.015407793,-0.002912106,-0.002592509
9.81,0.003895275,0.014470914,-0.002340122,-0.002347935
9.82,0.003366475,0.012616573,-0.001639615,-0.001879991
9.83,0.002478159,0.010013858,-0.000852034,-0.001138444
9.84,0.001304755,0.006901485,-5.82E-06,-9.94E-05
9.85,-3.74E-05,0.00356681,0.000879493,0.001220768
9.86,-0.001405595,0.000321016,0.001778435,0.002757619
9.87,-0.002652985,-0.002532732,0.002646722,0.004401472
9.88,-0.003650564,-0.00473993,0.003421013,0.006012517
9.89,-0.004301358,-0.006138853,0.004032145,0.007441127
9.9,-0.004546527,-0.006692366,0.004424388,0.008547561
9.91,-0.004368418,-0.006489528,0.004570817,0.009217819
9.92,-0.003795283,-0.005714705,0.004476964,0.009374633
9.93,-0.002905559,-0.004600529,0.004171037,0.008984923
9.94,-0.00182353,-0.003382576,0.003688181,0.008065711
9.95,-0.000700633,-0.002264374,0.003060666,0.00668712
9.96,0.000314383,-0.001395081,0.002319602,0.004967858
9.97,0.001105333,-0.000859536,0.001503294,0.003060984
9.98,0.001606391,-0.00067925,0.000663147,0.001133283
9.99,0.00180338,-0.000821767,-0.00013865,-0.000657021
10,0.001724032,-0.001214848,-0.000839535,-0.00218089
10.01,0.001426244,-0.001762739,-0.001389966,-0.003354346
10.02,0.000989127,-0.00236245,-0.001762978,-0.004146217
10.03,0.000504706,-0.002917585,-0.001956737,-0.004575822
10.04,6.44E-05,-0.003347659,-0.001992175,-0.004700876
10.05,-0.000260445,-0.003592589,-0.001908156,-0.004597804
10.06,-0.000435497,-0.003614375,-0.001753685,-0.004340126
10.07,-0.000467339,-0.00339908,-0.00157661,-0.003983569
10.08,-0.00039246,-0.002960186,-0.001411425,-0.003563414
10.09,-0.000258321,-0.002340466,-0.001271455,-0.003101633
10.1,-0.000107038,-0.001608113,-0.001149748,-0.00261653
10.11,3.21E-05,-0.000845595,-0.001028084,-0.002128752
10.12,0.000142885,-0.000133765,-0.000888705,-0.001661883
10.13,0.000219492,0.000463161,-0.000722789,-0.001239485
10.14,0.000264633,0.000905777,-0.000533032,-0.000881465
10.15,0.000287383,0.001179131,-0.000331592,-0.000601682
10.16,0.000299386,0.001287995,-0.000135986,-0.000407114
10.17,0.000309355,0.001252637,3.51E-05,-0.0002977
10.18,0.00031946,0.001105879,0.000165553,-0.000266033
10.19,0.000326185,0.000889268,0.000244094,-0.000297125
10.2,0.000324108,0.000646791,0.000267126,-0.000369312
10.21,0.000309488,0.000417086,0.000239766,-0.000456831
10.22,0.000281507,0.000227838,0.000175048,-0.000533498
10.23,0.000240852,9.53E-05,9.08E-05,-0.000576352
10.24,0.000187893,2.74E-05,5.03E-06,-0.000568463
10.25,0.000123017,2.58E-05,-6.84E-05,-0.000500855
10.26,4.87E-05,8.63E-05,-0.000121503,-0.000373894
10.27,-2.91E-05,0.000198231,-0.000151189,-0.000197802
10.28,-0.000100581,0.000343519,-0.000157108,8.68E-06
10.29,-0.000155067,0.000498847,-0.000140682,0.000221808
10.3,-0.00018418,0.000640272,-0.000105087,0.0004175
10.31,-0.000185257,0.000748551,-5.55E-05,0.000575875
10.32,-0.000161784,0.000811663,1.71E-06,0.000684144
10.33,-0.000121031,0.000823849,6.01E-05,0.000737172
10.34,-7.09E-05,0.000783513,0.000115259,0.00073632
10.35,-1.81E-05,0.000692843,0.000164912,0.000687907
10.36,3.17E-05,0.000559519,0.00020766,0.000602215
10.37,7.33E-05,0.000398186,0.000241104,0.000492959
10.38,0.000102084,0.000229225,0.000261056,0.00037628
10.39,0.000114082,7.47E-05,0.000262812,0.000268516
10.4,0.000107079,-4.65E-05,0.000243754,0.000183181
10.41,8.17E-05,-0.000122449,0.000205524,0.000128501
10.42,4.19E-05,-0.000149346,0.000154243,0.00010666
10.43,-5.63E-06,-0.000131295,9.85E-05,0.000114851
10.44,-5.37E-05,-7.81E-05,4.65E-05,0.000147202
10.45,-9.69E-05,-2.58E-06,3.75E-06,0.00019639
10.46,-0.000131527,8.10E-05,-2.69E-05,0.00025429
10.47,-0.000155141,0.000158516,-4.46E-05,0.000312014
10.48,-0.000165219,0.00021734,-4.87E-05,0.000360195
10.49,-0.00015931,0.000247603,-3.92E-05,0.000390116
10.5,-0.000136181,0.000244121,-1.67E-05,0.000395433
10.51,-9.72E-05,0.000207361,1.61E-05,0.00037374
10.52,-4.70E-05,0.000143218,5.44E-05,0.000327224
10.53,7.60E-06,6.17E-05,9.23E-05,0.000262157
10.54,5.89E-05,-2.55E-05,0.000123964,0.000187443
10.55,0.000100354,-0.000106755,0.000145145,0.000112684
10.56,0.000127329,-0.00017285,0.000153707,4.64E-05
10.57,0.000137633,-0.000216784,0.000149525,-5.12E-06
10.58,0.000131321,-0.00023431,0.000133869,-3.82E-05
10.59,0.000110339,-0.00022434,0.000108781,-5.19E-05
10.6,7.80E-05,-0.00018935,7.67E-05,-4.75E-05
10.61,3.86E-05,-0.000135352,4.04E-05,-2.87E-05
10.62,-3.18E-06,-7.12E-05,2.94E-06,-7.73E-07
10.63,-4.24E-05,-7.04E-06,-3.22E-05,2.99E-05
10.64,-7.45E-05,4.71E-05,-6.14E-05,5.68E-05
10.65,-9.54E-05,8.32E-05,-8.08E-05,7.41E-05
10.66,-0.000102783,9.63E-05,-8.76E-05,7.76E-05
10.67,-9.58E-05,8.53E-05,-8.05E-05,6.58E-05
10.68,-7.60E-05,5.31E-05,-6.02E-05,3.96E-05
10.69,-4.67E-05,6.13E-06,-2.96E-05,2.81E-06
10.7,-1.29E-05,-4.72E-05,6.79E-06,-3.92E-05
10.71,2.05E-05,-9.81E-05,4.35E-05,-8.04E-05
10.72,4.90E-05,-0.000139518,7.54E-05,-0.000115043
10.73,6.89E-05,-0.000166147,9.82E-05,-0.000139016
10.74,7.77E-05,-0.000175178,0.000108645,-0.000149841
10.75,7.39E-05,-0.000166071,0.00010527,-0.000146952
10.76,5.74E-05,-0.000140563,8.79E-05,-0.000131608
10.77,2.99E-05,-0.000102565,5.83E-05,-0.00010672
10.78,-5.34E-06,-5.78E-05,1.96E-05,-7.65E-05
10.79,-4.35E-05,-1.31E-05,-2.30E-05,-4.56E-05
10.8,-7.92E-05,2.50E-05,-6.41E-05,-1.89E-05
10.81,-0.000107901,5.15E-05,-9.82E-05,2.36E-08
10.82,-0.000125986,6.34E-05,-0.000121287,8.96E-06
10.83,-0.000131593,6.03E-05,-0.000131205,7.53E-06
10.84,-0.000124419,4.38E-05,-0.000127554,-3.02E-06
10.85,-0.000105651,1.72E-05,-0.000111447,-2.02E-05
10.86,-7.78E-05,-1.51E-05,-8.53E-05,-4.10E-05
10.87,-4.45E-05,-4.80E-05,-5.25E-05,-6.23E-05
10.88,-9.71E-06,-7.70E-05,-1.80E-05,-8.14E-05
10.89,2.22E-05,-9.82E-05,1.33E-05,-9.60E-05
10.9,4.75E-05,-0.000109217,3.67E-05,-0.000104976
10.91,6.30E-05,-0.00010929,4.90E-05,-0.000107797
10.92,6.69E-05,-9.93E-05,4.94E-05,-0.000104858
10.93,5.94E-05,-8.13E-05,3.88E-05,-9.71E-05
10.94,4.22E-05,-5.85E-05,1.97E-05,-8.57E-05
10.95,1.87E-05,-3.41E-05,-4.65E-06,-7.23E-05
10.96,-6.83E-06,-1.12E-05,-3.11E-05,-5.84E-05
10.97,-2.96E-05,7.44E-06,-5.62E-05,-4.59E-05
10.98,-4.53E-05,1.97E-05,-7.68E-05,-3.61E-05
10.99,-5.06E-05,2.42E-05,-8.98E-05,-3.02E-05
11,-4.40E-05,2.03E-05,-9.29E-05,-2.87E-05
11.01,-2.61E-05,8.83E-06,-8.50E-05,-3.11E-05
11.02,7.91E-07,-8.37E-06,-6.69E-05,-3.66E-05
11.03,3.28E-05,-2.82E-05,-4.11E-05,-4.35E-05
11.04,6.56E-05,-4.68E-05,-1.20E-05,-5.02E-05
11.05,9.50E-05,-6.06E-05,1.54E-05,-5.52E-05
11.06,0.000117214,-6.68E-05,3.62E-05,-5.73E-05
11.07,0.000129358,-6.35E-05,4.68E-05,-5.56E-05
11.08,0.000129998,-5.07E-05,4.59E-05,-4.99E-05
11.09,0.000119287,-2.94E-05,3.40E-05,-4.03E-05
11.1,9.90E-05,-1.40E-06,1.37E-05,-2.75E-05
11.11,7.19E-05,3.08E-05,-1.14E-05,-1.30E-05
11.12,4.18E-05,6.46E-05,-3.74E-05,1.97E-06
11.13,1.23E-05,9.78E-05,-6.07E-05,1.57E-05
11.14,-1.28E-05,0.000128161,-7.85E-05,2.71E-05
11.15,-3.05E-05,0.000154353,-8.89E-05,3.50E-05
11.16,-3.90E-05,0.000175509,-9.14E-05,3.93E-05
11.17,-3.80E-05,0.000191497,-8.61E-05,4.02E-05
11.18,-2.86E-05,0.000203019,-7.43E-05,3.85E-05
11.19,-1.36E-05,0.000211597,-5.78E-05,3.55E-05
11.2,4.13E-06,0.000219338,-3.89E-05,3.24E-05
11.21,2.15E-05,0.000228559,-1.98E-05,3.02E-05
11.22,3.61E-05,0.000241461,-2.80E-06,3.00E-05
11.23,4.62E-05,0.000259911,1.04E-05,3.24E-05
11.24,5.06E-05,0.000285319,1.84E-05,3.82E-05
11.25,4.85E-05,0.000318494,2.06E-05,4.84E-05
11.26,4.03E-05,0.000359313,1.69E-05,6.35E-05
11.27,2.69E-05,0.000406291,8.48E-06,8.39E-05
11.28,1.02E-05,0.000456419,-2.65E-06,0.000108856
11.29,-7.01E-06,0.000505595,-1.38E-05,0.000137016
11.3,-2.18E-05,0.000549553,-2.24E-05,0.000166424
11.31,-3.17E-05,0.000584831,-2.61E-05,0.000195075
11.32,-3.51E-05,0.000609326,-2.40E-05,0.000221325
11.33,-3.17E-05,0.00062228,-1.57E-05,0.000244158
11.34,-2.26E-05,0.0006239,-1.83E-06,0.000263273
11.35,-9.29E-06,0.000614996,1.65E-05,0.000279037
11.36,6.21E-06,0.000596824,3.79E-05,0.000292351
11.37,2.18E-05,0.000570996,6.02E-05,0.000304474
11.38,3.57E-05,0.000539267,8.16E-05,0.000316781
11.39,4.59E-05,0.00050319,0.000100014,0.000330453
11.4,5.12E-05,0.000463636,0.000114253,0.000346123
11.41,5.06E-05,0.000420285,0.000123961,0.000363651
11.42,4.35E-05,0.000371333,0.000129773,0.000382158
11.43,3.04E-05,0.00031369,0.000133079,0.000400252
11.44,1.23E-05,0.000243587,0.000135653,0.000416194
11.45,-9.12E-06,0.000157296,0.000139289,0.000427989
11.46,-3.20E-05,5.17E-05,0.000145545,0.000433518
11.47,-5.47E-05,-7.51E-05,0.000155627,0.000430819
11.48,-7.57E-05,-0.000224254,0.000170369,0.000418427
11.49,-9.36E-05,-0.000395472,0.000190186,0.000395567
11.5,-0.000107591,-0.000587805,0.000214904,0.000362097
11.51,-0.000117532,-0.000799679,0.000243593,0.000318309
11.52,-0.000124303,-0.001029068,0.000274554,0.000264751
11.53,-0.000129848,-0.001273445,0.000305463,0.000202124
11.54,-0.000136786,-0.001529667,0.000333581,0.000131222
11.55,-0.000147735,-0.001793939,0.000356062,5.29E-05
11.56,-0.000164586,-0.002061965,0.000370355,-3.22E-05
11.57,-0.000187999,-0.002329509,0.000374624,-0.000123652
11.58,-0.000217262,-0.002593471,0.000368133,-0.000221628
11.59,-0.000250504,-0.002853305,0.000351564,-0.000326918
11.6,-0.000285134,-0.003112418,0.000327211,-0.000440887
11.61,-0.000318407,-0.003379196,0.000298967,-0.000565378
11.62,-0.000348196,-0.003667051,0.000271987,-0.000702471
11.63,-0.000373946,-0.003992304,0.0002519,-0.00085403
11.64,-0.000397345,-0.004368549,0.000243378,-0.001020961
11.65,-0.000422175,-0.004796691,0.000247859,-0.001202276
11.66,-0.000453049,-0.005251471,0.000260489,-0.001394155
11.67,-0.000493018,-0.005667797,0.000266998,-0.001589331
11.68,-0.000540207,-0.005933113,0.000241873,-0.001777267
11.69,-0.000584062,-0.005894275,0.00014983,-0.001945641
11.7,-0.000602562,-0.005385352,-4.73E-05,-0.002083499
11.71,-0.000562481,-0.004271695,-0.000377812,-0.002185662
11.72,-0.000424023,-0.002493141,-0.000844862,-0.002256482
11.73,-0.000149432,-9.01E-05,-0.001418033,-0.002309703
11.74,0.000285596,0.002793329,-0.002037505,-0.002363019
11.75,0.000879455,0.005926604,-0.002628363,-0.002430136
11.76,0.001595306,0.009025096,-0.003116172,-0.002514929
11.77,0.002359848,0.011788532,-0.003438477,-0.00260935
11.78,0.003072116,0.013939967,-0.003552037,-0.002693336
11.79,0.00362007,0.015259928,-0.003437209,-0.002734362
11.8,0.003900349,0.015611463,-0.003100042,-0.002686375
11.81,0.00383631,0.014954148,-0.002570491,-0.002490676
11.82,0.00339146,0.01334634,-0.001893978,-0.002082603
11.83,0.002577831,0.010936372,-0.001116811,-0.001405014
11.84,0.001458766,0.007946277,-0.000273312,-0.000424974
11.85,0.000143999,0.004651924,0.000614759,0.000850924
11.86,-0.001225029,0.001359817,0.001524993,0.002366974
11.87,-0.002498119,-0.001622491,0.002418598,0.004019954
11.88,-0.003540423,-0.004024559,0.003235425,0.005673068
11.89,-0.004249341,-0.005656603,0.003904181,0.007176299
11.9,-0.004561495,-0.006445875,0.004362124,0.008386444
11.91,-0.004454161,-0.006447741,0.004573566,0.009183369
11.92,-0.003947502,-0.005823693,0.004537336,0.009481244
11.93,-0.003108544,-0.004797814,0.00427937,0.009235752
11.94,-0.002049979,-0.003609793,0.003836326,0.008449954
11.95,-0.000916219,-0.002475714,0.003242685,0.007179078
11.96,0.000143071,-0.001561135,0.002529431,0.0055295
11.97,0.001002924,-0.000967411,0.001731534,0.003647511
11.98,0.001584183,-0.000730081,0.000895299,0.001699698
11.99,0.001858914,-0.000826979,7.88E-05,-0.000149856
12,0.001843469,-0.001192548,-0.000656068,-0.001761585
12.01,0.001587913,-0.001734835,-0.001255705,-0.003038295
12.02,0.001167319,-0.002352224,-0.001685867,-0.003935275
12.03,0.000673636,-0.002947201,-0.001936152,-0.004460288
12.04,0.000202802,-0.00343558,-0.002019447,-0.004663456
12.05,-0.000164822,-0.003751273,-0.001968665,-0.004618841
12.06,-0.000383771,-0.003848359,-0.001830458,-0.004402385
12.07,-0.000451452,-0.003703583,-0.001654693,-0.004074675
12.08,-0.000400063,-0.00332092,-0.001481503,-0.003675482
12.09,-0.000277827,-0.002735582,-0.00133113,-0.003229347
12.1,-0.000130366,-0.002012278,-0.00120194,-0.002755219
12.11,9.49E-06,-0.001234903,-0.001077652,-0.002273269
12.12,0.000122941,-0.000489678,-0.00093934,-0.001806359
12.13,0.000202373,0.000152266,-0.000775661,-0.001377625
12.14,0.000248777,0.000645707,-0.000587175,-0.001007074
12.15,0.000269968,0.00097222,-0.000384908,-0.000709218
12.16,0.000277613,0.001134568,-0.000185932,-0.000492234
12.17,0.00028206,0.001150806,-8.62E-06,-0.000357875
12.18,0.000287828,0.001050651,0.000130938,-0.000301242
12.19,0.000293139,0.000872517,0.000221276,-0.000310308
12.2,0.000292962,0.000658675,0.000257421,-0.000366127
12.21,0.000282638,0.000448148,0.000242191,-0.00044461
12.22,0.000259864,0.000270494,0.000186079,-0.000519843
12.23,0.000224284,0.000144168,0.000105186,-0.000568018
12.24,0.000176018,7.88E-05,1.74E-05,-0.00057079
12.25,0.000115515,7.77E-05,-6.23E-05,-0.000517473
12.26,4.50E-05,0.000138287,-0.000124275,-0.000406329
12.27,-3.02E-05,0.000251515,-0.000164136,-0.000245017
12.28,-0.000101255,0.000401358,-0.000180772,-4.96E-05
12.29,-0.000157966,0.000565778,-0.000174715,0.000158454
12.3,-0.000191748,0.000720737,-0.000147881,0.000356089
12.31,-0.000198989,0.00084556,-0.000104022,0.000523163
12.32,-0.000181987,0.000926308,-4.88E-05,0.000645459
12.33,-0.000147027,0.000955583,1.15E-05,0.000715817
12.34,-0.000101211,0.000930431,7.13E-05,0.000733455
12.35,-5.04E-05,0.000851481,0.000127393,0.000702703
12.36,6.92E-07,0.000724523,0.00017771,0.000632079
12.37,4.76E-05,0.000562544,0.00021997,0.000533804
12.38,8.53E-05,0.000385399,0.000250233,0.000423068
12.39,0.000108416,0.000216277,0.000263499,0.000316159
12.4,0.000112459,7.65E-05,0.000256021,0.000227454
12.41,9.60E-05,-1.89E-05,0.000227892,0.000166511
12.42,6.19E-05,-6.35E-05,0.000184038,0.000136686
12.43,1.68E-05,-5.99E-05,0.00013277,0.000135818
12.44,-3.11E-05,-1.76E-05,8.28E-05,0.000158218
12.45,-7.43E-05,4.88E-05,4.07E-05,0.000196544
12.46,-0.000107062,0.000122255,9.99E-06,0.000242655
12.47,-0.000125136,0.000185858,-8.11E-06,0.000287676
12.48,-0.000125557,0.000225513,-1.31E-05,0.000322258
12.49,-0.000107463,0.000232337,-4.71E-06,0.000337788
12.5,-7.31E-05,0.000204095,1.60E-05,0.000328433
12.51,-2.82E-05,0.000145151,4.60E-05,0.000292974
12.52,1.97E-05,6.51E-05,8.03E-05,0.000235299
12.53,6.27E-05,-2.39E-05,0.000112876,0.000163303
12.54,9.48E-05,-0.000109384,0.000138341,8.69E-05
12.55,0.000112259,-0.00018119,0.00015296,1.59E-05
12.56,0.000114131,-0.000231829,0.000154837,-4.14E-05
12.57,0.000101315,-0.000256911,0.000143663,-7.93E-05
12.58,7.63E-05,-0.000255296,0.000120395,-9.50E-05
12.59,4.25E-05,-0.000229166,8.71E-05,-8.94E-05
12.6,3.98E-06,-0.000183776,4.68E-05,-6.62E-05
12.61,-3.48E-05,-0.000126715,3.20E-06,-3.19E-05
12.62,-6.97E-05,-6.67E-05,-3.92E-05,5.83E-06
12.63,-9.67E-05,-1.22E-05,-7.59E-05,3.92E-05
12.64,-0.000112856,2.94E-05,-0.000102591,6.18E-05
12.65,-0.00011628,5.32E-05,-0.00011583,6.93E-05
12.66,-0.000106534,5.68E-05,-0.000114021,6.03E-05
12.67,-8.47E-05,4.11E-05,-9.78E-05,3.62E-05
12.68,-5.33E-05,1.01E-05,-6.99E-05,8.16E-07
12.69,-1.63E-05,-2.97E-05,-3.50E-05,-4.03E-05
12.7,2.17E-05,-7.10E-05,1.89E-06,-8.12E-05
12.71,5.64E-05,-0.000106698,3.54E-05,-0.000116075
12.72,8.37E-05,-0.000131302,6.12E-05,-0.000140944
12.73,0.000100789,-0.00014128,7.60E-05,-0.00015363
12.74,0.000105442,-0.000135503,7.79E-05,-0.000153973
12.75,9.70E-05,-0.000115399,6.67E-05,-0.000143299
12.76,7.62E-05,-8.47E-05,4.37E-05,-0.000123912
12.77,4.60E-05,-4.88E-05,1.17E-05,-9.88E-05
12.78,1.08E-05,-1.40E-05,-2.47E-05,-7.14E-05
12.79,-2.42E-05,1.39E-05,-6.03E-05,-4.52E-05
12.8,-5.36E-05,3.06E-05,-8.98E-05,-2.34E-05
12.81,-7.33E-05,3.39E-05,-0.000109354,-8.30E-06
12.82,-8.06E-05,2.41E-05,-0.000116464,-8.88E-07
12.83,-7.48E-05,3.61E-06,-0.000110742,-1.10E-06
12.84,-5.70E-05,-2.41E-05,-9.34E-05,-7.81E-06
12.85,-2.98E-05,-5.50E-05,-6.70E-05,-1.92E-05
12.86,2.69E-06,-8.52E-05,-3.53E-05,-3.29E-05
12.87,3.55E-05,-0.000111259,-2.56E-06,-4.65E-05
12.88,6.37E-05,-0.000130209,2.64E-05,-5.77E-05
12.89,8.28E-05,-0.000139793,4.71E-05,-6.46E-05
12.9,8.95E-05,-0.000138971,5.65E-05,-6.64E-05
12.91,8.27E-05,-0.00012827,5.30E-05,-6.28E-05
12.92,6.29E-05,-0.000109667,3.75E-05,-5.46E-05
12.93,3.31E-05,-8.61E-05,1.23E-05,-4.27E-05
12.94,-2.76E-06,-6.08E-05,-1.87E-05,-2.87E-05
12.95,-3.97E-05,-3.69E-05,-5.15E-05,-1.44E-05
12.96,-7.29E-05,-1.73E-05,-8.19E-05,-1.33E-06
12.97,-9.77E-05,-4.03E-06,-0.000105887,8.80E-06
12.98,-0.000110502,1.37E-06,-0.000120203,1.49E-05
12.99,-0.000109533,-1.59E-06,-0.00012247,1.64E-05
13,-9.52E-05,-1.24E-05,-0.000112012,1.33E-05
13.01,-7.03E-05,-2.96E-05,-9.02E-05,6.23E-06
13.02,-3.90E-05,-5.06E-05,-6.04E-05,-3.58E-06
13.03,-6.50E-06,-7.22E-05,-2.73E-05,-1.46E-05
13.04,2.24E-05,-9.09E-05,3.98E-06,-2.50E-05
13.05,4.37E-05,-0.000103732,2.89E-05,-3.31E-05
13.06,5.48E-05,-0.0001082,4.44E-05,-3.78E-05
13.07,5.47E-05,-0.000102771,4.93E-05,-3.81E-05
13.08,4.41E-05,-8.69E-05,4.41E-05,-3.37E-05
13.09,2.51E-05,-6.10E-05,3.08E-05,-2.49E-05
13.1,7.78E-07,-2.66E-05,1.23E-05,-1.24E-05
13.11,-2.49E-05,1.37E-05,-8.08E-06,2.39E-06
13.12,-4.80E-05,5.70E-05,-2.68E-05,1.80E-05
13.13,-6.51E-05,1.00E-04,-4.08E-05,3.26E-05
13.14,-7.36E-05,0.000139741,-4.76E-05,4.43E-05
13.15,-7.20E-05,0.000174215,-4.58E-05,5.19E-05
13.16,-6.03E-05,0.000202617,-3.57E-05,5.46E-05
13.17,-4.00E-05,0.000225503,-1.88E-05,5.25E-05
13.18,-1.37E-05,0.000244609,2.10E-06,4.71E-05
13.19,1.54E-05,0.000262393,2.37E-05,4.05E-05
13.2,4.42E-05,0.000281454,4.30E-05,3.49E-05
13.21,7.00E-05,0.000303988,5.76E-05,3.28E-05
13.22,9.07E-05,0.000331397,6.64E-05,3.58E-05
13.23,0.000104629,0.000364077,6.89E-05,4.50E-05
13.24,0.000110418,0.000401462,6.53E-05,6.03E-05
13.25,0.000107682,0.000442228,5.62E-05,8.09E-05
13.26,9.72E-05,0.000484524,4.29E-05,0.000105195
13.27,8.12E-05,0.000526188,2.71E-05,0.000131407
13.28,6.27E-05,0.000564921,1.14E-05,0.000157786
13.29,4.53E-05,0.000598444,-2.01E-06,0.000182908
13.3,3.17E-05,0.000624694,-1.10E-05,0.000205815
13.31,2.37E-05,0.000642063,-1.44E-05,0.00022606
13.32,2.16E-05,0.000649545,-1.15E-05,0.000243642
13.33,2.46E-05,0.000646781,-2.86E-06,0.000258869
13.34,3.09E-05,0.000634006,1.07E-05,0.000272204
13.35,3.87E-05,0.000611961,2.78E-05,0.000284157
13.36,4.57E-05,0.000581719,4.66E-05,0.000295302
13.37,5.01E-05,0.000544444,6.54E-05,0.000306321
13.38,5.06E-05,0.000501178,8.30E-05,0.000317968
13.39,4.58E-05,0.000452714,9.82E-05,0.000330886
13.4,3.53E-05,0.000399396,0.000110659,0.000345343
13.41,1.87E-05,0.000340792,0.000120276,0.000360965
13.42,-3.54E-06,0.000275425,0.000127637,0.000376645
13.43,-3.04E-05,0.00020082,0.000133843,0.000390707
13.44,-6.02E-05,0.00011397,0.000140349,0.0004012
13.45,-9.07E-05,1.20E-05,0.000148622,0.000406161
13.46,-0.000119611,-0.000107437,0.000159783,0.000403744
13.47,-0.000144855,-0.000245687,0.000174413,0.00039229
13.48,-0.000165174,-0.000403388,0.000192594,0.000370442
13.49,-0.000180263,-0.000580481,0.000214032,0.000337342
13.5,-0.000190891,-0.000776327,0.000238101,0.000292818
13.51,-0.000198768,-0.000989725,0.00026379,0.000237501
13.52,-0.000206132,-0.001218843,0.000289612,0.000172774
13.53,-0.000215185,-0.001461133,0.00031356,0.000100487
13.54,-0.000227573,-0.001713377,0.000333167,2.25E-05
13.55,-0.00024407,-0.001971849,0.000345805,-6.00E-05
13.56,-0.000264469,-0.002232648,0.000349205,-0.000146334
13.57,-0.000287657,-0.002492398,0.000342061,-0.000237062
13.58,-0.000311843,-0.002749494,0.000324542,-0.00033341
13.59,-0.000334923,-0.003005805,0.000298585,-0.000437291
13.6,-0.000354955,-0.003268268,0.000267976,-0.000550994
13.61,-0.000370771,-0.003549479,0.000238135,-0.000676876
13.62,-0.00038264,-0.003866029,0.000215396,-0.000816962
13.63,-0.000392711,-0.004233376,0.000205522,-0.000972404
13.64,-0.00040481,-0.004656522,0.000211381,-0.00114277
13.65,-0.000423361,-0.005117134,0.000229944,-0.001325266
13.66,-0.000451415,-0.005559806,0.000249094,-0.001514088
13.67,-0.000487839,-0.005882622,0.000245368,-0.001700283
13.68,-0.000523865,-0.00593982,0.00018442,-0.001872597
13.69,-0.000540095,-0.005564267,2.64E-05,-0.002019787
13.7,-0.000505936,-0.004608658,-0.000262078,-0.002134481
13.71,-0.000383028,-0.002990773,-0.000692742,-0.00221732
13.72,-0.000132675,-0.000724939,-0.001243663,-0.00227839
13.73,0.000273589,0.002068814,-0.001860381,-0.002333522
13.74,0.000841584,0.005177529,-0.002468957,-0.002397016
13.75,0.001543718,0.008324848,-0.002992586,-0.002475236
13.76,0.002315197,0.011209186,-0.003364587,-0.002563745
13.77,0.003060393,0.013543384,-0.003536577,-0.00264683
13.78,0.00366787,0.015090575,-0.00348325,-0.002696981
13.79,0.004029683,0.015691703,-0.003204659,-0.002673402
13.8,0.004060186,0.015282086,-0.002725132,-0.002521567
13.81,0.003710938,0.013896296,-0.00208642,-0.002177821
13.82,0.002980508,0.011661911,-0.001334565,-0.00158129
13.83,0.001918805,0.008784717,-0.000506344,-0.00069033
13.84,0.00062452,0.005529049,0.000374421,0.000501402
13.85,-0.000766652,0.002195335,0.001286419,0.001953366
13.86,-0.002103235,-0.000906821,0.002194796,0.003576
13.87,-0.003243062,-0.003493774,0.003043111,0.005241032
13.88,-0.004072967,-0.005350849,0.003760303,0.006800259
13.89,-0.004518027,-0.006372649,0.004279081,0.008105869
13.9,-0.004543423,-0.006582074,0.00455563,0.009028042
13.91,-0.004156138,-0.006116271,0.004580188,0.009468201
13.92,-0.003409623,-0.005186974,0.004373083,0.009368194
13.93,-0.002405643,-0.004033325,0.003969708,0.008717383
13.94,-0.001284162,-0.00288026,0.003405756,0.007558246
13.95,-0.000198921,-0.001908039,0.002712776,0.005986665
13.96,0.000713772,-0.001234714,0.001924136,0.004142286
13.97,0.001360463,-0.000911344,0.001083317,0.002189878
13.98,0.001700839,-0.000928167,0.000246579,0.000296827
13.99,0.001743138,-0.001228115,-0.000522863,-0.001389081
14,0.001532849,-0.001723687,-0.001166802,-0.002758587
14.01,0.001142136,-0.002314153,-0.001644246,-0.003753167
14.02,0.000661113,-0.002900385,-0.00193814,-0.004367708
14.03,0.000186488,-0.003395416,-0.00205594,-0.004643028
14.04,-0.000196341,-0.003730199,-0.002026753,-0.00464941
14.05,-0.000433508,-0.003855809,-0.001895664,-0.004464774
14.06,-0.000514055,-0.003745218,-0.001714022,-0.004155246
