Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
9.31,0.001151308,0.001138641,0.001175714,0.000861153
9.32,0.000989654,0.000968904,0.001006189,0.000733107
9.33,0.000826606,0.000798106,0.000838804,0.000605438
9.34,0.000661998,0.000626031,0.00067252,0.00047799
9.35,0.000495548,0.000452863,0.000505852,0.000350128
9.36,0.000327062,0.000279285,0.000337426,0.00022116
9.37,0.000156547,0.000106302,0.000166384,9.08E-05
9.38,-1.59E-05,-6.51E-05,-7.52E-06,-4.07E-05
9.39,-0.000190101,-0.000234304,-0.000184068,-0.00017205
9.4,-0.000365766,-0.000401204,-0.00036269,-0.000301814
9.41,-0.000542157,-0.000566204,-0.00054242,-0.000428518
9.42,-0.000718045,-0.000730055,-0.000721857,-0.000551225
9.43,-0.000891829,-0.000893448,-0.000899278,-0.000669585
9.44,-0.001061831,-0.001056481,-0.001072952,-0.000783615
9.45,-0.001226673,-0.001218398,-0.001241519,-0.000893482
9.46,-0.001385536,-0.001377839,-0.00140417,-0.00099947
9.47,-0.001538122,-0.001533299,-0.001560566,-0.001102035
9.48,-0.001684347,-0.001683415,-0.001710644,-0.001201741
9.49,-0.001824033,-0.001827,-0.001854427,-0.001299036
9.5,-0.001956766,-0.001962956,-0.001991878,-0.001393997
9.51,-0.002081878,-0.002090244,-0.002122831,-0.001486119
9.52,-0.002198533,-0.002207963,-0.002246941,-0.001574277
9.53,-0.002305979,-0.002315517,-0.002363617,-0.001656955
9.54,-0.002403859,-0.002412739,-0.002471912,-0.001732586
9.55,-0.002492413,-0.002499913,-0.002570467,-0.001799805
9.56,-0.002572484,-0.002577784,-0.00265761,-0.001857532
9.57,-0.00264532,-0.002647533,-0.002731696,-0.001905019
9.58,-0.002712258,-0.002710557,-0.002791622,-0.001942025
9.59,-0.002774187,-0.002767991,-0.002837355,-0.001969131
9.6,-0.002830817,-0.002820102,-0.002870289,-0.001987885
9.61,-0.002880224,-0.002865814,-0.00289323,-0.002000578
9.62,-0.002919123,-0.002902675,-0.002909835,-0.002009642
9.63,-0.002943706,-0.002927444,-0.002923559,-0.002016907
9.64,-0.002950656,-0.002937159,-0.002936357,-0.002023015
9.65,-0.002938176,-0.002930275,-0.002947602,-0.002027141
9.66,-0.002906736,-0.00290724,-0.0029538,-0.002027046
9.67,-0.002858998,-0.002870041,-0.00294936,-0.002019439
9.68,-0.002798758,-0.002821008,-0.002928058,-0.002000636
9.69,-0.002729462,-0.002761713,-0.002884668,-0.001967472
9.7,-0.00265302,-0.002692517,-0.002816227,-0.001918195
9.71,-0.00256926,-0.002612681,-0.002722564,-0.001852952
9.72,-0.002476222,-0.002520814,-0.002606191,-0.001773677
9.73,-0.002371281,-0.002415467,-0.002471755,-0.001683464
9.74,-0.002252608,-0.002295747,-0.002325096,-0.001585733
9.75,-0.002120125,-0.002161878,-0.002172073,-0.001483586
9.76,-0.001975525,-0.002015581,-0.002017487,-0.001379543
9.77,-0.001821546,-0.001859981,-0.00186442,-0.001275482
9.78,-0.0016611,-0.001698817,-0.001714185,-0.001172565
9.79,-0.001496746,-0.001535274,-0.001566762,-0.001071137
9.8,-0.001330429,-0.001371106,-0.001421387,-0.000970752
9.81,-0.001163268,-0.001206454,-0.001276939,-0.000870379
9.82,-0.000995473,-0.001040269,-0.001132014,-0.000768738
9.83,-0.000826534,-0.000871075,-0.000984767,-0.000664612
9.84,-0.000655615,-0.000697721,-0.00083285,-0.000556972
9.85,-0.000481954,-0.000519865,-0.000673734,-0.000444934
9.86,-0.000305238,-0.000338092,-0.00050531,-0.000327761
9.87,-0.000125824,-0.000153643,-0.000326547,-0.000205026
9.88,5.53E-05,3.21E-05,-0.000137981,-7.68E-05
9.89,0.000236614,0.000217774,5.82E-05,5.61E-05
9.9,0.000416516,0.000402538,0.000258437,0.000192325
9.91,0.000593445,0.000585667,0.000458836,0.000330077
9.92,0.000766203,0.000766539,0.000655666,0.000467236
9.93,0.00093404,0.000944306,0.000846143,0.000601661
9.94,0.001096659,0.001117757,0.001028787,0.000731446
9.95,0.001254102,0.001285458,0.001203424,0.000855195
9.96,0.00140649,0.001446098,0.001370801,0.000972209
9.97,0.001553697,0.001598777,0.001531952,0.001082548
9.98,0.001695185,0.001743096,0.001687663,0.001186901
9.99,0.001830219,0.001879067,0.001838306,0.001286217
10,0.001958335,0.002006877,0.001983954,0.00138128
10.01,0.002079595,0.002126668,0.002124509,0.001472412
10.02,0.00219443,0.002238491,0.002259671,0.001559465
10.03,0.002303216,0.002342447,0.002388738,0.001642021
10.04,0.002405951,0.002438844,0.002510381,0.001719576
10.05,0.00250226,0.002528204,0.002622544,0.001791507
10.06,0.002591604,0.002610985,0.002722604,0.00185689
10.07,0.00267342,0.002687201,0.002807868,0.00191441
10.08,0.002747028,0.00275627,0.002876268,0.001962517
10.09,0.002811302,0.00281718,0.002926901,0.001999849
10.1,0.002864357,0.002868676,0.002960304,0.002025744
10.11,0.002903612,0.002909292,0.002978498,0.002040648
10.12,0.002926441,0.002937305,0.002984801,0.002046145
10.13,0.002931104,0.002950899,0.002983246,0.002044514
10.14,0.002917419,0.002948618,0.002977476,0.002037949
10.15,0.002886944,0.002929984,0.002969403,0.002027795
10.16,0.002842711,0.002896136,0.002958303,0.002014154
10.17,0.002788507,0.002849981,0.002940853,0.001995997
10.18,0.002727854,0.002795305,0.002912065,0.001971573
10.19,0.002663012,0.002735149,0.002866919,0.001938883
10.2,0.002594319,0.002670434,0.002802135,0.001896181
10.21,0.002520106,0.00259944,0.002717169,0.00184246
10.22,0.002437277,0.002518444,0.002614014,0.001777712
10.23,0.00234247,0.002423308,0.002496182,0.001702818
10.24,0.00223336,0.002311116,0.00236745,0.001619155
10.25,0.002109535,0.00218106,0.002230858,0.001528159
10.26,0.001972575,0.002034559,0.002088224,0.001431084
10.27,0.001825427,0.00187484,0.001940209,0.001329045
10.28,0.001671357,0.001706133,0.00178678,0.001223149
10.29,0.001513007,0.001532722,0.001627865,0.001114538
10.3,0.001352032,0.001358047,0.001463869,0.001004285
10.31,0.001189269,0.001184038,0.001295787,0.000893162
10.32,0.00102506,0.001010989,0.001124945,0.000781388
10.33,0.000859401,0.000838032,0.000952542,0.00066858
10.34,0.000691912,0.00066388,0.000779148,0.000553993
10.35,0.000521868,0.000487456,0.000604462,0.000436883
10.36,0.000348505,0.00030828,0.000427537,0.000316756
10.37,0.000171493,0.000126546,0.000247363,0.000193456
10.38,-8.69E-06,-5.71E-05,6.35E-05,6.72E-05
10.39,-0.000190725,-0.000241486,-0.000123838,-6.14E-05
10.4,-0.000372851,-0.000425428,-0.00031345,-0.000191417
10.41,-0.000553393,-0.000607309,-0.000503769,-0.000321498
10.42,-0.000731025,-0.00078558,-0.000692788,-0.000450282
10.43,-0.000904632,-0.000959013,-0.000878206,-0.000576418
10.44,-0.001073093,-0.001126734,-0.001057709,-0.000698755
10.45,-0.001235367,-0.001287981,-0.001229412,-0.000816473
10.46,-0.001390758,-0.001441972,-0.001392237,-0.000929162
10.47,-0.001539022,-0.00158803,-0.001545957,-0.001036824
10.48,-0.001680242,-0.001725796,-0.001690924,-0.001139737
10.49,-0.001814644,-0.001855339,-0.001827775,-0.001238208
10.5,-0.001942435,-0.001977075,-0.001957229,-0.001332326
10.51,-0.002063654,-0.002091477,-0.002079979,-0.001421833
10.52,-0.002178053,-0.002198747,-0.002196608,-0.001506149
10.53,-0.002285067,-0.002298672,-0.002307418,-0.001584584
10.54,-0.002383905,-0.002390668,-0.002412187,-0.001656626
10.55,-0.00247373,-0.002473923,-0.002510061,-0.00172209
10.56,-0.002553933,-0.002547679,-0.002599696,-0.001781015
10.57,-0.002624367,-0.002611506,-0.00267957,-0.001833419
10.58,-0.002685345,-0.002665423,-0.002748372,-0.001879212
10.59,-0.002737387,-0.002709898,-0.002805396,-0.001918406
10.6,-0.002780775,-0.00274578,-0.002850834,-0.001951498
10.61,-0.002815064,-0.002773994,-0.002885878,-0.001979662
10.62,-0.002838995,-0.002795004,-0.002912518,-0.002004466
10.63,-0.002851011,-0.00280845,-0.002932976,-0.00202717
10.64,-0.002849868,-0.002813229,-0.002948861,-0.002047989
10.65,-0.002834909,-0.002807901,-0.002960352,-0.002065759
10.66,-0.002806303,-0.002791353,-0.002965725,-0.002078144
10.67,-0.002765292,-0.002763364,-0.002961362,-0.002082121
10.68,-0.00271393,-0.002724494,-0.002942278,-0.00207444
10.69,-0.002654255,-0.002675348,-0.002903295,-0.002052124
10.7,-0.00258745,-0.002615959,-0.00284062,-0.002013071
10.71,-0.002513358,-0.002545614,-0.00275306,-0.001956617
10.72,-0.002430488,-0.002463093,-0.002642329,-0.001883746
10.73,-0.002336675,-0.00236715,-0.002512498,-0.001796836
10.74,-0.002230184,-0.002257046,-0.002369001,-0.00169908
10.75,-0.002110666,-0.002133079,-0.002217571,-0.001593894
10.76,-0.001979382,-0.001997053,-0.002063272,-0.001484548
10.77,-0.001838717,-0.001852343,-0.001909724,-0.001373923
10.78,-0.001691389,-0.001703241,-0.001758739,-0.001264218
10.79,-0.001539835,-0.001553788,-0.001610457,-0.001156645
10.8,-0.0013859,-0.001406672,-0.001463864,-0.001051288
10.81,-0.001230677,-0.001262536,-0.001317447,-0.000947234
10.82,-0.001074439,-0.001119834,-0.001169666,-0.000842919
10.83,-0.000916768,-0.000975424,-0.001019118,-0.00073656
10.84,-0.000756829,-0.000825776,-0.000864522,-0.000626523
10.85,-0.000593808,-0.000668288,-0.000704678,-0.000511645
10.86,-0.00042736,-0.000502068,-0.000538595,-0.00039143
10.87,-0.000257785,-0.000327914,-0.000365801,-0.000266047
10.88,-8.59E-05,-0.000147721,-0.000186626,-0.000136194
10.89,8.71E-05,3.62E-05,-2.26E-06,-2.98E-06
10.9,0.000260038,0.000221576,0.000185308,0.000132203
10.91,0.000431741,0.000406598,0.000373527,0.000267736
10.92,0.00060146,0.000589945,0.000559558,0.000401928
10.93,0.000768761,0.000770586,0.000740766,0.000533111
10.94,0.000933513,0.000947454,0.00091521,0.000659839
10.95,0.001095719,0.001119369,0.001081996,0.00078117
10.96,0.001255209,0.001285148,0.001241293,0.000896925
10.97,0.001411425,0.001443773,0.001394038,0.001007749
10.98,0.001563453,0.001594557,0.001541466,0.001114847
10.99,0.001710184,0.001737269,0.001684699,0.001219436
11,0.001850488,0.001872138,0.001824547,0.001322196
11.01,0.00198345,0.001999744,0.001961535,0.001422974
11.02,0.002108636,0.002120816,0.002095928,0.001520833
11.03,0.002226132,0.002235948,0.002227542,0.001614355
11.04,0.002336298,0.002345356,0.002355486,0.001701998
11.05,0.002439489,0.002448782,0.002478029,0.001782336
11.06,0.002535864,0.002545516,0.0025926,0.001854166
11.07,0.002625127,0.002634433,0.002696053,0.001916498
11.08,0.002706339,0.002713968,0.002785299,0.001968589
11.09,0.002777989,0.002782234,0.002858113,0.002010024
11.1,0.002838105,0.002837469,0.002913755,0.002040838
11.11,0.002884377,0.002878539,0.002953173,0.002061651
11.12,0.002914691,0.002905087,0.002978785,0.00207377
11.13,0.002927985,0.002917421,0.002994061,0.00207905
11.14,0.002924721,0.00291638,0.003002871,0.002079444
11.15,0.002906666,0.002903149,0.00300835,0.002076465
11.16,0.002876424,0.002879278,0.003011645,0.00207082
11.17,0.002837034,0.002846916,0.003011294,0.002062287
11.18,0.002791333,0.002808582,0.003003551,0.002049742
11.19,0.002741082,0.002766147,0.002983505,0.002031277
11.2,0.002686347,0.002719713,0.002946665,0.002004492
11.21,0.002625474,0.002667058,0.002890291,0.001967047
11.22,0.002555586,0.002604055,0.002813832,0.001917304
11.23,0.002473391,0.002526071,0.002718439,0.001854763
11.24,0.00237614,0.00242958,0.00260603,0.001780042
11.25,0.002262457,0.002313039,0.002478501,0.00169437
11.26,0.002132785,0.002177002,0.002337472,0.001598914
11.27,0.001989303,0.002023867,0.002184472,0.001494415
11.28,0.001835313,0.001857469,0.002021205,0.001381393
11.29,0.001674278,0.00168245,0.00184961,0.001260695
11.3,0.001508964,0.001503458,0.001671667,0.001133952
11.31,0.001341107,0.001324306,0.001489101,0.001003545
11.32,0.001171492,0.001147288,0.001303206,0.00087201
11.33,0.001000249,0.000972929,0.00111488,0.000741263
11.34,0.000827217,0.000800348,0.000924721,0.000612129
11.35,0.000652202,0.000628038,0.00073301,0.000484378
11.36,0.000475017,0.000454593,0.000539727,0.000357079
11.37,0.000295412,0.000279137,0.000344739,0.000229063
11.38,0.00011314,0.000101398,0.000148042,9.94E-05
11.39,-7.19E-05,-7.85E-05,-5.01E-05,-3.25E-05
11.4,-0.000259835,-0.000260142,-0.000248882,-0.000166212
11.41,-0.000450278,-0.000442837,-0.000447432,-0.000300985
11.42,-0.000642347,-0.000625366,-0.00064441,-0.000435387
11.43,-0.000834155,-0.00080611,-0.000838258,-0.000567842
11.44,-0.001022968,-0.00098333,-0.001027298,-0.000696953
11.45,-0.001205783,-0.001155464,-0.001209958,-0.0008217
11.46,-0.001380072,-0.001321264,-0.001385037,-0.000941361
11.47,-0.00154431,-0.001479829,-0.001551927,-0.001055371
11.48,-0.00169804,-0.001630656,-0.001710609,-0.001163263
11.49,-0.001841535,-0.001773746,-0.001861446,-0.001264742
11.5,-0.001975335,-0.001909588,-0.002004878,-0.001359794
11.51,-0.002099904,-0.002038891,-0.002141192,-0.00144869
11.52,-0.002215536,-0.002162158,-0.002270438,-0.001531824
11.53,-0.002322435,-0.00227936,-0.00239247,-0.001609494
11.54,-0.002420784,-0.002389867,-0.002506903,-0.00168176
11.55,-0.002510735,-0.002492668,-0.002612951,-0.001748474
11.56,-0.002592392,-0.002586777,-0.002709317,-0.001809421
11.57,-0.002665815,-0.002671615,-0.002794381,-0.001864441
11.58,-0.002731066,-0.002747148,-0.002866671,-0.001913509
11.59,-0.00278826,-0.002813723,-0.002925415,-0.001956755
11.6,-0.002837366,-0.002871729,-0.002971014,-0.001994504
11.61,-0.002877852,-0.002921186,-0.003005216,-0.002027359
11.62,-0.00290859,-0.002961351,-0.003030797,-0.002056218
11.63,-0.002928137,-0.002990694,-0.003050785,-0.002082006
11.64,-0.002935071,-0.003007358,-0.003067365,-0.00210518
11.65,-0.002928303,-0.003009761,-0.003080823,-0.002125239
11.66,-0.0029076,-0.002997167,-0.003088987,-0.002140453
11.67,-0.002874079,-0.002970002,-0.003087442,-0.002147884
11.68,-0.002829927,-0.002929506,-0.003070426,-0.002143729
11.69,-0.002777283,-0.002876871,-0.003032253,-0.002124111
11.7,-0.002717069,-0.002812643,-0.0029689,-0.002086179
11.71,-0.002648461,-0.002736608,-0.002879082,-0.002029102
11.72,-0.002569165,-0.002647963,-0.002764444,-0.001954378
11.73,-0.002476374,-0.002545672,-0.002629061,-0.001865222
11.74,-0.002368052,-0.002428917,-0.002478512,-0.001765485
11.75,-0.002243992,-0.00229757,-0.00231867,-0.001658756
11.76,-0.002106021,-0.002152705,-0.002154547,-0.001547937
11.77,-0.001957267,-0.001996847,-0.001989488,-0.001435155
11.78,-0.001801046,-0.001833571,-0.001824947,-0.001321803
11.79,-0.001640103,-0.001666505,-0.00166093,-0.001208589
11.8,-0.001476358,-0.001498282,-0.001496862,-0.001095628
11.81,-0.001310909,-0.001329917,-0.001332345,-0.000982621
11.82,-0.001144081,-0.001160816,-0.001167399,-0.000869032
11.83,-0.000975561,-0.000989324,-0.001002156,-0.000754165
11.84,-0.000804681,-0.00081352,-0.000836305,-0.000637139
11.85,-0.0006308,-0.00063195,-0.000668746,-0.000516869
11.86,-0.000453657,-0.000444119,-0.00049777,-0.000392209
11.87,-0.000273503,-0.000250671,-0.000321667,-0.000262298
11.88,-9.10E-05,-5.32E-05,-0.000139392,-0.000126862
11.89,9.30E-05,0.000146412,4.90E-05,1.36E-05
11.9,0.000277387,0.000346118,0.000242081,0.000157904
11.91,0.000461017,0.000544312,0.000437342,0.000303912
11.92,0.000642607,0.000739658,0.000631448,0.000449116
11.93,0.000821074,0.000930978,0.000821036,0.000590956
11.94,0.000995812,0.001117118,0.001003531,0.000727271
11.95,0.001166694,0.001296822,0.001177752,0.000856548
11.96,0.001333737,0.001468721,0.001343979,0.000978067
11.97,0.001496587,0.001631551,0.001503487,0.001091987
11.98,0.001654205,0.001784474,0.001657844,0.001199273
11.99,0.001805126,0.001927205,0.001808347,0.001301321
12,0.001948149,0.002059871,0.001955834,0.001399427
12.01,0.002082818,0.002182758,0.00210074,0.001494342
12.02,0.002209353,0.002296123,0.002243016,0.001586146
12.03,0.002328236,0.002400253,0.002381805,0.001674411
12.04,0.002439885,0.002495725,0.002515192,0.001758389
12.05,0.00254458,0.002583487,0.00264039,0.001837075
12.06,0.002642445,0.002664497,0.002754331,0.001909199
12.07,0.0027334,0.00273917,0.002854326,0.001973312
12.08,0.002817053,0.002807073,0.002938568,0.002027995
12.09,0.002892485,0.002867052,0.003006376,0.002072116
12.1,0.002957898,0.00291752,0.003058168,0.002105119
12.11,0.003010543,0.002956676,0.003095281,0.002127283
12.12,0.003047391,0.002982645,0.003119718,0.00213977
12.13,0.003066231,0.002993804,0.003133843,0.002144344
12.14,0.003066432,0.002989325,0.003139875,0.002142777
12.15,0.00304906,0.002969682,0.003139117,0.002136204
12.16,0.003016607,0.002936977,0.003131195,0.002124773
12.17,0.002972397,0.002894722,0.003113781,0.002107698
12.18,0.002919616,0.002846714,0.003083068,0.002083547
12.19,0.002860243,0.002795434,0.003034983,0.002050556
12.2,0.002794357,0.002740836,0.002966647,0.002006967
12.21,0.002720102,0.002680126,0.002877316,0.001951485
12.22,0.002634255,0.002608783,0.002768371,0.001883737
12.23,0.002533338,0.002522357,0.002642589,0.001804445
12.24,0.002414997,0.002418012,0.002503213,0.001715192
12.25,0.002279075,0.00229516,0.002353298,0.001617942
12.26,0.002127817,0.002155342,0.002195524,0.001514594
12.27,0.001965132,0.002001746,0.002032244,0.001406763
12.28,0.001795227,0.001838426,0.00186545,0.001295752
12.29,0.00162139,0.001669279,0.001696639,0.001182527
12.3,0.001445571,0.001497088,0.001526695,0.001067655
12.31,0.001268637,0.001323008,0.001355873,0.000951244
12.32,0.001090729,0.001146692,0.001183847,0.00083296
12.33,0.000911511,0.00096701,0.001009745,0.000712173
12.34,0.000730392,0.000782955,0.000832273,0.000588177
12.35,0.000546752,0.000594222,0.000650113,0.000460342
12.36,0.000360233,0.000401226,0.00046253,0.000328243
12.37,0.000170997,0.000204781,0.000269773,0.000191812
12.38,-2.03E-05,5.80E-06,7.30E-05,5.15E-05
12.39,-0.00021297,-0.000194811,-0.000126102,-9.15E-05
12.4,-0.000406207,-0.000396045,-0.000325951,-0.000235534
12.41,-0.000599291,-0.000596781,-0.000525153,-0.000378233
12.42,-0.000791185,-0.000795871,-0.000722456,-0.000517524
12.43,-0.000980347,-0.000992303,-0.000916505,-0.000651942
12.44,-0.001164808,-0.00118515,-0.0011058,-0.000780906
12.45,-0.001342599,-0.001373344,-0.001288971,-0.000904537
12.46,-0.001512218,-0.001555503,-0.001465243,-0.001023217
12.47,-0.00167287,-0.001730018,-0.001634646,-0.001137264
12.48,-0.00182446,-0.001895394,-0.001797805,-0.001246884
12.49,-0.001967422,-0.002050614,-0.001955445,-0.001352297
12.5,-0.002102385,-0.002195308,-0.002107886,-0.001453775
12.51,-0.002229752,-0.002329661,-0.002254747,-0.001551458
12.52,-0.002349399,-0.002454093,-0.002394981,-0.001645082
12.53,-0.002460692,-0.002568812,-0.002527153,-0.001733808
12.54,-0.002562849,-0.002673502,-0.00264982,-0.001816267
12.55,-0.002655398,-0.002767387,-0.002761766,-0.00189079
12.56,-0.002738458,-0.00284971,-0.002861919,-0.001955833
12.57,-0.002812716,-0.002920291,-0.002949217,-0.002010482
12.58,-0.00287909,-0.002979796,-0.003022809,-0.002054851
12.59,-0.002938154,-0.003029508,-0.003082554,-0.002090173
12.6,-0.002989661,-0.003070685,-0.003129457,-0.002118516
12.61,-0.003032552,-0.003103821,-0.003165752,-0.002142198
12.62,-0.003065404,-0.003128254,-0.003194378,-0.00216305
12.63,-0.003086766,-0.003142303,-0.003217876,-0.002181797
12.64,-0.003095147,-0.003143788,-0.00323713,-0.002197773
12.65,-0.00308919,-0.003130855,-0.003250549,-0.002209058
12.66,-0.003068301,-0.003102781,-0.003254071,-0.002212849
12.67,-0.003032995,-0.003060012,-0.003241969,-0.002205862
12.68,-0.0029844,-0.003003315,-0.003208303,-0.002184799
12.69,-0.002923346,-0.002932905,-0.003148642,-0.002146993
12.7,-0.002849691,-0.002848221,-0.003061319,-0.002091151
12.71,-0.002762223,-0.002748281,-0.00294776,-0.002017828
12.72,-0.002659181,-0.002632215,-0.002812044,-0.001929281
12.73,-0.002539192,-0.00249974,-0.002660002,-0.001828798
12.74,-0.002402199,-0.002351496,-0.002498001,-0.001719939
12.75,-0.002249883,-0.002189291,-0.00233162,-0.001606003
12.76,-0.002085351,-0.002016106,-0.002164674,-0.00148968
12.77,-0.001912277,-0.001835662,-0.001998876,-0.001372757
12.78,-0.001734015,-0.001651671,-0.001834108,-0.001255902
12.79,-0.001552993,-0.001467122,-0.001669005,-0.001138717
12.8,-0.001370429,-0.001283824,-0.001501527,-0.001020075
12.81,-0.001186373,-0.001102205,-0.001329374,-0.000898608
12.82,-0.001000056,-0.000921341,-0.001150382,-0.000773089
12.83,-0.000810428,-0.000739263,-0.000962984,-0.000642613
12.84,-0.000616678,-0.000553501,-0.000766581,-0.000506628
12.85,-0.00041855,-0.000361797,-0.000561552,-0.000364984
12.86,-0.000216428,-0.000162825,-0.000348951,-0.000218051
12.87,-1.12E-05,4.33E-05,-0.000130207,-6.68E-05
12.88,0.000195828,0.000254939,9.30E-05,8.72E-05
12.89,0.000403205,0.000469169,0.00031851,0.000242052
12.9,0.000609059,0.000682669,0.000544075,0.000395785
12.91,0.000811527,0.000892559,0.000767147,0.000546587
12.92,0.001009351,0.00109686,0.000985406,0.000692878
12.93,0.00120224,0.001294308,0.001197213,0.000833354
12.94,0.001390651,0.001483986,0.00140197,0.000967149
12.95,0.001575154,0.001665239,0.001600082,0.001094022
12.96,0.001755788,0.001837806,0.001792474,0.001214419
12.97,0.001931907,0.002001821,0.001979975,0.001329336
12.98,0.002102509,0.002157611,0.002162949,0.00144003
12.99,0.002266551,0.002305434,0.00234126,0.001547621
13,0.002423043,0.002445327,0.002514312,0.001652738
13.01,0.002571074,0.002577042,0.002680888,0.001755356
13.02,0.002709818,0.002700093,0.002838722,0.001854776
13.03,0.002838519,0.002813867,0.002984169,0.001949694
13.04,0.002956467,0.002917717,0.003112526,0.002038377
13.05,0.003062978,0.003010913,0.003219316,0.002118875
13.06,0.003157204,0.003092508,0.003301954,0.00218923
13.07,0.003237694,0.003161214,0.003360681,0.002247708
13.08,0.003302036,0.003215433,0.003398347,0.002293191
13.09,0.003347257,0.00325353,0.003419428,0.002325678
13.1,0.003370929,0.00327427,0.003428776,0.002346511
13.11,0.003372189,0.003277183,0.003430441,0.002357886
13.12,0.003352098,0.003262733,0.003426705,0.002361805
13.13,0.003313488,0.003232549,0.003417459,0.002359148
13.14,0.003260371,0.003189599,0.003400067,0.002349383
13.15,0.003196801,0.003137622,0.003369939,0.002330847
13.16,0.003125618,0.003079727,0.003321918,0.002301302
13.17,0.003047581,0.003016852,0.003252007,0.002258588
13.18,0.00296113,0.002947037,0.00315858,0.00220127
13.19,0.002862912,0.002866081,0.003042563,0.00212908
13.2,0.002749066,0.002769231,0.002906752,0.00204291
13.21,0.002616848,0.002652847,0.0027548,0.00194438
13.22,0.002465815,0.002515317,0.002590369,0.001835257
13.23,0.002298044,0.002357246,0.002416648,0.001717051
13.24,0.002117315,0.002181317,0.002236247,0.001591072
13.25,0.001927751,0.001991823,0.002051281,0.001458786
13.26,0.001732713,0.001793778,0.001863434,0.00132202
13.27,0.00153452,0.001591803,0.001673974,0.001182692
13.28,0.001334787,0.001389095,0.001483669,0.001042307
13.29,0.001134755,0.001186856,0.00129265,0.000901586
13.3,0.000935246,0.000984423,0.001100305,0.000760462
13.31,0.000736345,0.000780071,0.000905249,0.000618353
13.32,0.00053724,0.000571989,0.000705492,0.0004745
13.33,0.000336507,0.000358909,0.000498887,0.000328103
13.34,0.000132731,0.000140381,0.000283808,0.000178343
13.35,-7.49E-05,-8.31E-05,5.98E-05,2.46E-05
13.36,-0.000286202,-0.000310362,-0.000172432,-0.00013327
13.37,-0.000500471,-0.000539226,-0.000410691,-0.000294191
13.38,-0.000716391,-0.000767127,-0.000652123,-0.000456149
13.39,-0.000932256,-0.000991296,-0.000893205,-0.000616493
13.4,-0.001145944,-0.001209363,-0.001129975,-0.000772723
13.41,-0.001355033,-0.001419734,-0.001358495,-0.000923084
13.42,-0.001557122,-0.001621577,-0.001575628,-0.001066788
13.43,-0.001750199,-0.001814534,-0.001779714,-0.001203888
13.44,-0.001932844,-0.00199841,-0.001970743,-0.001334971
13.45,-0.002104175,-0.002172906,-0.002149904,-0.001460802
13.46,-0.002263635,-0.002337434,-0.002318735,-0.00158198
13.47,-0.002410828,-0.002491089,-0.002478325,-0.001698692
13.48,-0.002545559,-0.002632704,-0.002628948,-0.001810578
13.49,-0.002667966,-0.002761007,-0.002770108,-0.001916653
13.5,-0.00277852,-0.002874896,-0.002900819,-0.002015306
13.51,-0.002877882,-0.002973871,-0.003019843,-0.00210453
13.52,-0.002966808,-0.003058471,-0.003125754,-0.002182397
13.53,-0.003046138,-0.003130422,-0.003217054,-0.002247591
13.54,-0.003116731,-0.003192209,-0.003292614,-0.002299745
13.55,-0.00317912,-0.003246141,-0.003352391,-0.002339498
13.56,-0.003232977,-0.003293366,-0.003397932,-0.002368335
13.57,-0.003276858,-0.003333282,-0.003432249,-0.002388315
13.58,-0.003308553,-0.003363648,-0.003458922,-0.002401675
13.59,-0.003325755,-0.0033813,-0.003480715,-0.002410264
13.6,-0.003326652,-0.003383108,-0.003498163,-0.002414883
13.61,-0.003310479,-0.003366856,-0.003508799,-0.002414749
13.62,-0.003277927,-0.003331808,-0.003507423,-0.002407297
13.63,-0.003230809,-0.003278506,-0.003487324,-0.002388478
13.64,-0.003170982,-0.003207935,-0.003442072,-0.002353716
13.65,-0.0030993,-0.003120895,-0.003367305,-0.002299359
13.66,-0.003015139,-0.003017874,-0.003261871,-0.002223947
13.67,-0.002916666,-0.002899077,-0.003127943,-0.002128652
13.68,-0.002801775,-0.002764504,-0.002970288,-0.002016747
13.69,-0.002669226,-0.002614168,-0.002795056,-0.001892486
13.7,-0.002519329,-0.002448512,-0.00260845,-0.001760071
13.71,-0.002353902,-0.002268871,-0.002415696,-0.001623071
13.72,-0.002175669,-0.002077719,-0.002220528,-0.001484232
13.73,-0.001987608,-0.001878407,-0.002025186,-0.001345437
13.74,-0.001792694,-0.001674375,-0.001830683,-0.001207705
13.75,-0.001593729,-0.001468295,-0.001637074,-0.001071174
13.76,-0.001392892,-0.001261641,-0.001443623,-0.00093516
13.77,-0.001191231,-0.00105477,-0.00124883,-0.000798504
13.78,-0.000988592,-0.000847376,-0.001050547,-0.000660119
13.79,-0.000783925,-0.00063894,-0.000846421,-0.000519359
13.8,-0.000575748,-0.000428863,-0.000634589,-0.000376021
13.81,-0.000362686,-0.000216315,-0.000414264,-0.000230112
13.82,-0.000143939,-2.85E-07,-0.000185919,-8.16E-05
13.83,8.05E-05,0.000219917,4.90E-05,6.94E-05
13.84,0.000309996,0.000444023,0.000288501,0.000222615
13.85,0.000543143,0.00067059,0.00053057,0.000377243
13.86,0.000778068,0.000897386,0.00077314,0.00053209
13.87,0.001012403,0.001122043,0.001014,0.000685748
13.88,0.001243498,0.001342521,0.001250697,0.000836747
13.89,0.001468717,0.001557126,0.001480769,0.000983773
13.9,0.001685761,0.001764226,0.001702172,0.001125878
13.91,0.001892862,0.00196211,0.00191358,0.001262582
