Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
19.33,0.006546439,0.006506254,0.007419358,0.00516585
19.34,0.005548997,0.005502907,0.006383572,0.004456241
19.35,0.004473409,0.00442067,0.00524964,0.003675819
19.36,0.003332868,0.003273936,0.004036195,0.002838937
19.37,0.002141432,0.002078023,0.002764117,0.001962153
19.38,0.000914748,0.000848821,0.001455799,0.001062368
19.39,-0.00032978,-0.000397284,0.000133651,0.000155098
19.4,-0.001573531,-0.001643226,-0.001181693,-0.000746441
19.41,-0.002797643,-0.002871133,-0.002472492,-0.001631274
19.42,-0.003983864,-0.004062555,-0.00372384,-0.002489996
19.43,-0.00511494,-0.005199178,-0.004922641,-0.00331389
19.44,-0.006174734,-0.006263741,-0.006056247,-0.004094179
19.45,-0.007148377,-0.007240693,-0.007111425,-0.004821585
19.46,-0.008022498,-0.008116337,-0.00807409,-0.005486336
19.47,-0.008785263,-0.008878648,-0.008929792,-0.006078606
19.48,-0.009426212,-0.009517093,-0.009664722,-0.006589179
19.49,-0.009936227,-0.01002271,-0.010266787,-0.007010066
19.5,-0.010307766,-0.010388426,-0.01072647,-0.007334786
19.51,-0.010535023,-0.010609098,-0.011037217,-0.007558273
19.52,-0.010613844,-0.010680961,-0.011195128,-0.007676571
19.53,-0.010541781,-0.010601165,-0.011197944,-0.007686549
19.54,-0.010318473,-0.010368273,-0.011043827,-0.007585818
19.55,-0.009945934,-0.009983499,-0.010730931,-0.007373012
19.56,-0.009428356,-0.009451567,-0.010258158,-0.007048406
19.57,-0.008771837,-0.00878055,-0.009626631,-0.006614592
19.58,-0.007984486,-0.007980855,-0.00884127,-0.006076868
19.59,-0.007076692,-0.0070639,-0.007912055,-0.00544314
19.6,-0.006061138,-0.006041359,-0.006854335,-0.004723498
19.61,-0.004952406,-0.004925575,-0.005687719,-0.003929825
19.62,-0.003766344,-0.003730745,-0.004433992,-0.003075559
19.63,-0.002519693,-0.002473775,-0.003115231,-0.002175478
19.64,-0.001230215,-0.001174029,-0.001752954,-0.001245232
19.65,8.29E-05,0.000147804,-0.000368079,-0.000300451
19.66,0.001399265,0.001470859,0.001019052,0.000644279
19.67,0.002697453,0.002774653,0.002388849,0.001575954
19.68,0.00395646,0.004039158,0.003722719,0.002482953
19.69,0.005156306,0.00524484,0.005003155,0.003354374
19.7,0.006278629,0.006372911,0.006213507,0.004179411
19.71,0.007306868,0.007405711,0.007337545,0.004947128
19.72,0.008226169,0.00832714,0.008359219,0.005646553
19.73,0.009023294,0.009123044,0.009262649,0.006266892
19.74,0.009686599,0.009781459,0.010032282,0.006797786
19.75,0.010206,0.010292733,0.010653456,0.007229671
19.76,0.010572886,0.010649502,0.011113519,0.007554317
19.77,0.010779971,0.010846455,0.011403079,0.007765412
19.78,0.010821319,0.010879785,0.01151664,0.007858836
19.79,0.010692983,0.010746672,0.011452206,0.007832442
19.8,0.010393979,0.0104455,0.011210166,0.007685505
19.81,0.009926769,0.009976946,0.010792211,0.007418171
19.82,0.009297132,0.009345166,0.010200884,0.007031266
19.83,0.008514111,0.008558491,0.009440101,0.00652672
19.84,0.007590205,0.007629421,0.008516511,0.005908477
19.85,0.006541129,0.006573724,0.007441035,0.005183419
19.86,0.005384873,0.00540901,0.006229786,0.004361953
19.87,0.004140675,0.004153824,0.004904087,0.00345824
19.88,0.002828258,0.00282758,0.003489742,0.002490047
19.89,0.001467474,0.001450841,0.002015824,0.001477956
19.9,7.87E-05,4.55E-05,0.000513007,0.000443853
19.91,-0.001316376,-0.001365484,-0.00098834,-0.000590829
19.92,-0.002694225,-0.00275811,-0.002459811,-0.001606521
19.93,-0.004030189,-0.004108166,-0.003875994,-0.002586207
19.94,-0.005299693,-0.005391683,-0.005214939,-0.003515397
19.95,-0.006479706,-0.006585626,-0.006458218,-0.004381697
19.96,-0.007549784,-0.007668563,-0.007590574,-0.005174349
19.97,-0.008492312,-0.00862135,-0.008599144,-0.005883878
19.98,-0.009292087,-0.009427725,-0.009472462,-0.006501801
19.99,-0.009935926,-0.010074609,-0.010199705,-0.007020385
20,-0.010412942,-0.010552142,-0.010770536,-0.007432401
20.01,-0.010715342,-0.010853644,-0.011175499,-0.007730884
20.02,-0.010838906,-0.010975321,-0.011406492,-0.007908984
20.03,-0.010782742,-0.01091558,-0.011456741,-0.007960039
20.04,-0.010548688,-0.010674503,-0.011320481,-0.007878074
20.05,-0.010140727,-0.01025421,-0.01099317,-0.007658858
20.06,-0.009564501,-0.009659797,-0.010472699,-0.007301215
20.07,-0.008827178,-0.008899954,-0.009761122,-0.006808065
20.08,-0.007937876,-0.007986801,-0.008866142,-0.006186792
20.09,-0.006908421,-0.006935053,-0.007801968,-0.005448897
20.1,-0.005753998,-0.005761202,-0.006589268,-0.0046092
20.11,-0.004493444,-0.004483394,-0.005253975,-0.003685005
20.12,-0.003148896,-0.003121962,-0.003825195,-0.002695467
20.13,-0.001744863,-0.001699888,-0.002333062,-0.001661109
20.14,-0.000307184,-0.000242684,-0.000807239,-0.00060319
20.15,0.001137742,0.001222346,0.000723918,0.000457365
20.16,0.00256346,0.002667185,0.002233739,0.001501211
20.17,0.003943844,0.004064237,0.003697333,0.002511405
20.18,0.005253574,0.005387308,0.005091584,0.003473486
20.19,0.006468805,0.006612267,0.006395178,0.004374883
20.2,0.007567852,0.007717361,0.007588576,0.005203974
20.21,0.008531668,0.008683311,0.008653788,0.005949166
20.22,0.009344046,0.009493386,0.009573949,0.006598374
20.23,0.009991577,0.010133548,0.010333046,0.007139171
20.24,0.010463463,0.010592687,0.010916247,0.007559585
20.25,0.010751182,0.010862881,0.01131088,0.007849222
20.26,0.010848128,0.01093936,0.011507488,0.008000239
20.27,0.01074968,0.010820006,0.011500179,0.008007829
20.28,0.010453863,0.010504858,0.01128612,0.007870095
20.29,0.009962212,0.009996258,0.010864916,0.007587389
20.3,0.009280447,0.009299688,0.01023852,0.007161558
20.31,0.008419049,0.00842483,0.009411834,0.006595751
20.32,0.007393566,0.007386278,0.008393763,0.005895225
20.33,0.006224047,0.006203308,0.007198291,0.005068837
20.34,0.004933523,0.004898846,0.005845286,0.004130405
20.35,0.003546512,0.003498414,0.004361029,0.00309926
20.36,0.002088415,0.002029264,0.002778341,0.001999803
20.37,0.000585699,0.000519596,0.001135785,0.000860076
20.38,-0.000933578,-0.001001799,-0.000524519,-0.000290451
20.39,-0.002439448,-0.002505425,-0.002160188,-0.001423223
20.4,-0.003900356,-0.00396107,-0.003731989,-0.002512467
20.41,-0.005284363,-0.00533837,-0.005206559,-0.00353645
20.42,-0.006560892,-0.006607965,-0.006558058,-0.004478123
20.43,-0.007702381,-0.007742991,-0.007768314,-0.005325007
20.44,-0.008685277,-0.008720333,-0.008825108,-0.006068169
20.45,-0.009490314,-0.009521165,-0.009719203,-0.00670063
20.46,-0.010102526,-0.010130937,-0.01044158,-0.00721579
20.47,-0.010511425,-0.010539352,-0.010982046,-0.007606293
20.48,-0.010711177,-0.010740396,-0.011329343,-0.007863562
20.49,-0.010700507,-0.010731963,-0.01147197,-0.007978145
20.5,-0.010482389,-0.01051527,-0.011399208,-0.007940854
20.51,-0.010063592,-0.010094788,-0.01110251,-0.007744421
20.52,-0.009453838,-0.009478629,-0.010577373,-0.007385279
20.53,-0.008664686,-0.008678648,-0.009825278,-0.006865078
20.54,-0.007708876,-0.007710019,-0.00885529,-0.006191665
20.55,-0.006600698,-0.006590474,-0.00768509,-0.005379242
20.56,-0.005357157,-0.005339575,-0.006341115,-0.004447645
20.57,-0.003999183,-0.003978604,-0.004857425,-0.003421018
20.58,-0.002552149,-0.002531107,-0.003273349,-0.002326278
20.59,-0.001045447,-0.001023586,-0.001630504,-0.001191693
20.6,0.000488684,0.000514084,3.01E-05,-4.55E-05
20.61,0.002016686,0.002048868,0.001670551,0.001085802
20.62,0.003505086,0.003545746,0.003257437,0.00217873
20.63,0.004921523,0.004969829,0.004762348,0.003213853
20.64,0.006235484,0.006288605,0.006161178,0.004175556
20.65,0.007418898,0.007473389,0.007432972,0.005050952
20.66,0.008446761,0.008499779,0.008558516,0.005828254
20.67,0.009297795,0.009347534,0.009519064,0.006495467
20.68,0.009954864,0.010000291,0.010295965,0.007040018
20.69,0.01040488,0.010445311,0.010871606,0.007449396
20.7,0.010638376,0.010673376,0.011231111,0.00771243
20.71,0.010649268,0.010678806,0.011363603,0.00782053
20.72,0.010435049,0.010459485,0.011262259,0.007768257
20.73,0.009997156,0.010017002,0.010923749,0.007553153
20.74,0.009341428,0.009357172,0.010348261,0.00717534
20.75,0.008478874,0.008490832,0.00954031,0.006637387
20.76,0.00742659,0.00743445,0.00850977,0.005944691
20.77,0.006207757,0.006209946,0.007272827,0.005106523
20.78,0.004850039,0.00484368,0.005852816,0.004137488
20.79,0.003383321,0.003365284,0.004280941,0.003058752
20.8,0.001838299,0.001806805,0.002596596,0.001898333
20.81,0.000246572,0.000202186,0.000846587,0.000689988
20.82,-0.00135833,-0.001412968,-0.000917329,-0.000529318
20.83,-0.002940195,-0.003001543,-0.002642528,-0.001722733
20.84,-0.004460568,-0.004525462,-0.004280389,-0.002856843
20.85,-0.005880518,-0.005946898,-0.005790797,-0.003904473
20.86,-0.007163142,-0.007230043,-0.007144757,-0.004846146
20.87,-0.008275782,-0.008342954,-0.008323798,-0.005669329
20.88,-0.009191284,-0.009258854,-0.009316319,-0.006365925
20.89,-0.009888359,-0.009956646,-0.010113043,-0.006929485
20.9,-0.010351604,-0.010420988,-0.010703944,-0.007353116
20.91,-0.010571579,-0.010642282,-0.011077393,-0.007628412
20.92,-0.010544999,-0.010616636,-0.011220754,-0.007745438
20.93,-0.010274972,-0.010345961,-0.01112153,-0.007693721
20.94,-0.009770946,-0.009838345,-0.010769189,-0.007464148
20.95,-0.009047777,-0.009108072,-0.010157938,-0.007051512
20.96,-0.008124076,-0.008174567,-0.009289841,-0.006457056
20.97,-0.007020921,-0.007060571,-0.008177329,-0.005690255
20.98,-0.005761454,-0.005790462,-0.006844688,-0.004769416
20.99,-0.004370981,-0.004389508,-0.00532811,-0.003721078
21,-0.00287739,-0.002884413,-0.003673837,-0.002578379
21.01,-0.001311845,-0.001304726,-0.001934521,-0.001378623
21.02,0.000290776,0.000315824,-0.000164774,-0.000160287
21.03,0.001892277,0.001938947,0.001583216,0.001040291
21.04,0.003452452,0.003522875,0.00326336,0.002191896
21.05,0.004931083,0.005024693,0.004838075,0.003270132
21.06,0.006290053,0.006403136,0.006278766,0.004257172
21.07,0.007494973,0.007621032,0.007564022,0.005139711
21.08,0.008516166,0.008647015,0.008676094,0.005906185
21.09,0.009329253,0.009456439,0.009597453,0.006544683
21.1,0.009915438,0.010031585,0.01030934,0.007042303
21.11,0.010261346,0.010361154,0.010792846,0.0073859
21.12,0.010358608,0.010439197,0.011031375,0.007563635
21.13,0.010203669,0.010264043,0.011012722,0.007566546
21.14,0.009798052,0.009838119,0.010729956,0.007389427
21.15,0.0091488,0.009168922,0.010181566,0.00703088
21.16,0.008269091,0.008270321,0.009371659,0.006493015
21.17,0.007179003,0.007163121,0.008310564,0.005781452
21.18,0.005905475,0.005874279,0.007015906,0.004906225
21.19,0.004480663,0.004435092,0.005514052,0.003883593
21.2,0.00293968,0.002879665,0.003841619,0.002737999
21.21,0.001319237,0.001244355,0.00204634,0.001503062
21.22,-0.000342392,-0.000432012,0.000186246,0.000220578
21.23,-0.002004703,-0.002107715,-0.001673686,-0.001062871
21.24,-0.003624512,-0.003738197,-0.003467399,-0.002301094
21.25,-0.005156534,-0.005277324,-0.00513513,-0.003453825
21.26,-0.006555406,-0.006679814,-0.006630194,-0.004490834
21.27,-0.007778766,-0.007904034,-0.007922153,-0.005392935
21.28,-0.008790126,-0.008914163,-0.00899468,-0.006149482
21.29,-0.009560567,-0.009681315,-0.009839754,-0.006754007
21.3,-0.010069111,-0.010183994,-0.010451664,-0.007200312
21.31,-0.010302336,-0.010408357,-0.010823052,-0.007480315
21.32,-0.01025435,-0.010348501,-0.010943312,-0.007583761
21.33,-0.009927597,-0.010007029,-0.01079913,-0.007499442
21.34,-0.009333562,-0.009395779,-0.010377373,-0.00721762
21.35,-0.008492146,-0.008535635,-0.009669863,-0.006733153
21.36,-0.007429842,-0.007454647,-0.008678469,-0.006048534
21.37,-0.006177643,-0.006185004,-0.007419076,-0.005176131
21.38,-0.00476934,-0.004760258,-0.005923745,-0.004139241
21.39,-0.003240433,-0.003214135,-0.004240479,-0.002971757
21.4,-0.001627904,-0.001581405,-0.002430198,-0.001716266
21.41,2.93E-05,0.00010009,-0.00056121,-0.000420591
21.42,0.001689615,0.00178795,0.001297721,0.000866969
21.43,0.003309406,0.003435506,0.003084347,0.002102861
21.44,0.004843907,0.004993987,0.004748288,0.00325237
21.45,0.00624906,0.006415779,0.006252907,0.004290826
21.46,0.007483347,0.007657619,0.007572856,0.005201556
21.47,0.00850976,0.008682856,0.00868886,0.005972156
21.48,0.00929765,0.009462647,0.009583045,0.006591284
21.49,0.009823929,0.009976348,0.010237163,0.007047246
21.5,0.010073386,0.010211187,0.010633673,0.007328304
21.51,0.010038509,0.010161437,0.010757882,0.007423917
21.52,0.009719248,0.00982771,0.010599466,0.007326059
21.53,0.00912281,0.009216942,0.010153208,0.007030115
21.54,0.008263809,0.00834322,0.009419637,0.006535417
21.55,0.007165012,0.007228941,0.008406049,0.005845927
21.56,0.005857652,0.005904962,0.007128002,0.004971472
21.57,0.004379956,0.004408915,0.005611275,0.003929384
21.58,0.002774463,0.002782721,0.003894138,0.002746183
21.59,0.001085955,0.001071121,0.00202932,0.001458815
21.6,-0.000639166,-0.000678399,8.39E-05,0.000114391
21.61,-0.002352634,-0.002415403,-0.001864617,-0.00123291
21.62,-0.004004203,-0.004087172,-0.00373655,-0.002527928
21.63,-0.005542551,-0.005640604,-0.005460024,-0.003721946
21.64,-0.006917514,-0.007024982,-0.006979753,-0.004778459
21.65,-0.008083131,-0.008194783,-0.008260296,-0.005674581
21.66,-0.009000449,-0.009111774,-0.00928286,-0.006397873
21.67,-0.009639264,-0.009746272,-0.010038611,-0.006941097
21.68,-0.009978745,-0.010077856,-0.010522134,-0.007297713
21.69,-0.010007694,-0.010095742,-0.010726728,-0.007459462
21.7,-0.009725122,-0.009799338,-0.010642233,-0.007416256
21.71,-0.009140882,-0.009199287,-0.010256274,-0.007158146
21.72,-0.008275591,-0.008318004,-0.009558984,-0.00667879
21.73,-0.007159597,-0.007188207,-0.008549434,-0.005979304
21.74,-0.005831079,-0.005849393,-0.007241606,-0.005071513
21.75,-0.004333475,-0.004343976,-0.005668553,-0.003980114
21.76,-0.002712891,-0.002715135,-0.003883831,-0.002743389
21.77,-0.00101656,-0.001007161,-0.001959216,-0.001411719
21.78,0.000707363,0.000732849,2.18E-05,-4.32E-05
21.79,0.002409501,0.002454028,0.001973549,0.001302958
21.8,0.004039568,0.004102639,0.003819069,0.002574534
21.81,0.005547548,0.005624635,0.005497616,0.003731325
21.82,0.006885335,0.006968913,0.006966867,0.004746256
21.83,0.008008649,0.008090236,0.008198891,0.005601932
21.84,0.008879253,0.008951426,0.009173816,0.00628586
21.85,0.009467075,0.00952483,0.009875342,0.006787023
21.86,0.009751603,0.00979288,0.010289498,0.007094744
21.87,0.009722341,0.009747585,0.010405341,0.007199325
21.88,0.009378574,0.009389491,0.010215885,0.007093321
21.89,0.008728844,0.008727103,0.009718811,0.006772624
21.9,0.007791008,0.007777497,0.008917419,0.006237257
21.91,0.006593215,0.006567814,0.007822131,0.005492455
21.92,0.005174322,0.005135997,0.006452445,0.004550458
21.93,0.00358192,0.003529271,0.004839325,0.003432884
21.94,0.001868884,0.00180109,0.003028133,0.002173077
21.95,9.10E-05,8.48E-06,0.001081242,0.000817407
21.96,-0.001693711,-0.001789448,-0.000922271,-0.000576149
21.97,-0.00342551,-0.003532462,-0.002892432,-0.001943373
21.98,-0.00504445,-0.005160408,-0.004739606,-0.003222342
21.99,-0.006492969,-0.006615218,-0.00638747,-0.004362153
22,-0.007718941,-0.007843679,-0.007781776,-0.00532791
22.01,-0.00867836,-0.008800286,-0.00889088,-0.006099928
22.02,-0.009336893,-0.009449454,-0.009699537,-0.006668598
22.03,-0.009670353,-0.009766845,-0.010200662,-0.007028319
22.04,-0.009665124,-0.00974005,-0.010388575,-0.007173141
22.05,-0.009319373,-0.009369134,-0.010255458,-0.007095278
22.06,-0.008644381,-0.008667376,-0.009792017,-0.006786564
22.07,-0.007664869,-0.007661653,-0.008991981,-0.006242021
22.08,-0.006418123,-0.006391364,-0.00785858,-0.005464228
22.09,-0.004951891,-0.004905196,-0.006411126,-0.004467421
22.1,-0.003321076,-0.003256789,-0.004690372,-0.003280627
22.11,-0.00158428,-0.0015017,-0.002761138,-0.001949091
22.12,0.000198568,0.000303075,-0.000710166,-0.000532769
22.13,0.001967413,0.002098295,0.001362187,0.000899286
22.14,0.003663045,0.003822567,0.003355258,0.002278072
22.15,0.005228436,0.0054143,0.005182043,0.003544166
22.16,0.006610241,0.006814996,0.006777751,0.004653318
22.17,0.007760191,0.00797268,0.00809966,0.005576256
22.18,0.008636666,0.008844673,0.009121026,0.006294763
22.19,0.009206648,0.009399463,0.009824762,0.006797304
22.2,0.00944761,0.009617514,0.010200007,0.007076054
22.21,0.009348599,0.009490902,0.010240971,0.007125636
22.22,0.008910245,0.009022399,0.009946413,0.006943045
22.23,0.00814422,0.008224956,0.009319474,0.006528167
22.24,0.007073294,0.007122162,0.008368461,0.005884761
22.25,0.005732485,0.005749479,0.00710886,0.005022077
22.26,0.004169631,0.004154755,0.00556636,0.003957218
22.27,0.002443438,0.002396578,0.003780813,0.002718195
22.28,0.000619844,0.000541155,0.001810639,0.001347056
22.29,-0.001231128,-0.001340615,-0.000264594,-9.88E-05
22.3,-0.003037682,-0.003175586,-0.002347074,-0.001550063
22.31,-0.004728705,-0.004891134,-0.004331273,-0.00293346
22.32,-0.006236933,-0.006418713,-0.006119699,-0.004183231
22.33,-0.007502488,-0.0076977,-0.007636872,-0.005249469
22.34,-0.008475984,-0.008678413,-0.008834723,-0.006100384
22.35,-0.009120307,-0.009323521,-0.009688597,-0.006718468
22.36,-0.009410842,-0.009608208,-0.010188453,-0.007094199
22.37,-0.009335225,-0.009520275,-0.010330151,-0.007220899
22.38,-0.008893991,-0.009061037,-0.010109934,-0.007092689
22.39,-0.008101888,-0.008246752,-0.009523791,-0.006705517
22.4,-0.006988787,-0.007109424,-0.008571696,-0.006060137
22.41,-0.005599653,-0.005695725,-0.007264855,-0.005166021
22.42,-0.003992712,-0.004063636,-0.005633269,-0.004045491
22.43,-0.002235328,-0.002278058,-0.003731589,-0.002737248
22.44,-0.000399083,-0.000407679,-0.00164147,-0.001297914
22.45,0.001443884,0.001476155,0.000532017,0.000200541
22.46,0.003222977,0.003300218,0.002671689,0.001678689
22.47,0.004870713,0.004991654,0.004665099,0.003060913
22.48,0.006324472,0.00648175,0.006419977,0.004285168
22.49,0.007528242,0.007709953,0.007871047,0.005306956
22.5,0.008434205,0.008626932,0.008977461,0.006097584
22.51,0.009004591,0.009196516,0.009716303,0.006640074
22.52,0.009213809,0.009396659,0.010077118,0.00692555
22.53,0.009050159,0.009219374,0.01005835,0.006950884
22.54,0.008516477,0.008669847,0.009665094,0.006717495
22.55,0.007629852,0.007765577,0.008908343,0.006231051
22.56,0.006421406,0.006536631,0.007805738,0.005501871
22.57,0.004936752,0.005027139,0.006383364,0.004546161
22.58,0.003235894,0.003296353,0.004678683,0.003388416
22.59,0.001390999,0.001417226,0.002745033,0.002065026
22.6,-0.000517483,-0.000527544,0.0006567,0.00062799
22.61,-0.002404845,-0.00245036,-0.001489208,-0.000854243
22.62,-0.004186268,-0.004263698,-0.003579003,-0.002302142
22.63,-0.005781719,-0.005885484,-0.005497876,-0.003636588
22.64,-0.007120993,-0.007244458,-0.007148393,-0.004791431
22.65,-0.008147449,-0.008283951,-0.008462329,-0.005720628
22.66,-0.008819411,-0.008962741,-0.009401185,-0.006397535
22.67,-0.009109526,-0.009253767,-0.009948472,-0.006808958
22.68,-0.009003979,-0.00914333,-0.010099639,-0.006948296
22.69,-0.00850346,-0.008632537,-0.009854226,-0.006811194
22.7,-0.007625392,-0.007739814,-0.00921309,-0.006395305
22.71,-0.006405467,-0.006502214,-0.008181494,-0.005703443
22.72,-0.004897617,-0.004974458,-0.006776328,-0.004748239
22.73,-0.003171772,-0.003225607,-0.005034593,-0.003556852
22.74,-0.001308954,-0.001334198,-0.003020557,-0.002174966
22.75,0.000604839,0.000615972,-0.000828936,-0.00066854
22.76,0.002483722,0.002538404,0.001419559,0.00087947
22.77,0.004245552,0.00434646,0.003592438,0.002378858
22.78,0.005814838,0.005957485,0.005565514,0.003745389
22.79,0.007125051,0.007297858,0.007239503,0.004911223
22.8,0.00812017,0.008307297,0.008546068,0.005828635
22.81,0.008756137,0.008941588,0.009444644,0.006468313
22.82,0.009002878,0.009173923,0.009916104,0.006815685
22.83,0.008846405,0.008995103,0.009957163,0.006867301
22.84,0.008289823,0.008412661,0.009576378,0.006627956
22.85,0.007352956,0.007449455,0.008791789,0.00610885
22.86,0.006071626,0.006142709,0.007630086,0.005326859
22.87,0.004497641,0.004544125,0.006127237,0.004305147
22.88,0.002699141,0.002720673,0.004330866,0.00307541
22.89,0.000759521,0.00075439,0.002304805,0.00168165
22.9,-0.00122638,-0.001260435,0.000134621,0.000184134
22.91,-0.003158337,-0.003222651,-0.002070386,-0.001339885
22.92,-0.004938018,-0.005031531,-0.004184639,-0.002802509
22.93,-0.006476592,-0.006595229,-0.006084022,-0.004118232
22.94,-0.007700843,-0.007838186,-0.007665837,-0.005217494
22.95,-0.008555835,-0.008704542,-0.008860139,-0.006053677
22.96,-0.009004099,-0.009156959,-0.009628804,-0.006601612
22.97,-0.009023878,-0.009174126,-0.009956899,-0.00685087
22.98,-0.008609614,-0.00875115,-0.009842869,-0.00679862
22.99,-0.007775029,-0.007902984,-0.00929193,-0.006445719
23,-0.006555979,-0.006667257,-0.008314821,-0.005797179
23.01,-0.005010942,-0.005104108,-0.006931972,-0.004865881
23.02,-0.003218708,-0.00329286,-0.005181332,-0.003677787
23.03,-0.0012731,-0.001326017,-0.003127068,-0.002277255
23.04,0.000724513,0.000697525,-0.000865813,-0.000730738
23.05,0.002672671,0.002677605,0.001474287,0.000874332
23.06,0.004475671,0.004516602,0.003746009,0.002438289
23.07,0.006047992,0.006123942,0.005804996,0.003863722
23.08,0.007317509,0.007421419,0.007530992,0.005068726
23.09,0.008227286,0.008347515,0.008838477,0.005993401
23.1,0.008736288,0.008859619,0.009676234,0.006600126
23.11,0.008820037,0.008934676,0.010021994,0.006870985
23.12,0.008471689,0.008569163,0.009876856,0.00680446
23.13,0.007703056,0.007778653,0.009260589,0.006412073
23.14,0.00654492,0.006596916,0.008207804,0.005715517
23.15,0.005046872,0.00507505,0.006765271,0.004744897
23.16,0.00327731,0.003281528,0.004991147,0.003538594
23.17,0.001323215,0.001302677,0.002957049,0.00214516
23.18,-0.000712274,-0.000758839,0.000752824,0.000626955
23.19,-0.002715996,-0.002789389,-0.001509332,-0.00093706
23.2,-0.004574157,-0.004673293,-0.0036983,-0.002454337
23.21,-0.006182927,-0.006303591,-0.005679503,-0.003830346
23.22,-0.007457009,-0.007591654,-0.007336701,-0.004984106
23.23,-0.008333216,-0.008472021,-0.008587403,-0.005858715
23.24,-0.00876909,-0.008901556,-0.009384839,-0.006422366
23.25,-0.008740312,-0.008856857,-0.00970978,-0.006662183
23.26,-0.008241334,-0.008335162,-0.009559854,-0.006576192
23.27,-0.007289911,-0.007358647,-0.008942264,-0.006168089
23.28,-0.005931616,-0.005977161,-0.007872368,-0.005446862
23.29,-0.004240434,-0.004266698,-0.006377939,-0.004430518
23.3,-0.002314678,-0.002324464,-0.004507363,-0.00315197
23.31,-0.000269099,-0.000261586,-0.002338964,-0.0016652
23.32,0.00177518,0.001804992,1.26E-05,-4.92E-05
23.33,0.003700546,0.003759482,0.002398801,0.00159468
23.34,0.005401055,0.005493373,0.004654147,0.003154079
23.35,0.00678839,0.006912012,0.006622117,0.004523148
23.36,0.007795058,0.007940813,0.0081777,0.005616217
23.37,0.00837466,0.008528761,0.00923692,0.006373631
23.38,0.008500871,0.008648714,0.009755728,0.006761644
23.39,0.008167138,0.008296399,0.009724602,0.006769933
23.4,0.007387446,0.007489816,0.009162417,0.006408257
23.41,0.006197122,0.00626874,0.008110605,0.005702793
23.42,0.004652794,0.004693448,0.006628149,0.004692716
23.43,0.002831567,0.002843184,0.004788364,0.003427941
23.44,0.000830024,0.00081528,0.002678718,0.001969029
23.45,-0.001237998,-0.001276396,0.000404161,0.000389524
23.46,-0.003247623,-0.00330677,-0.001909026,-0.001221635
23.47,-0.00507407,-0.005149931,-0.004116705,-0.002763039
23.48,-0.006605791,-0.006692186,-0.006073581,-0.004132802
23.49,-0.007754308,-0.007842748,-0.007656847,-0.005245075
23.5,-0.008456903,-0.008537553,-0.008782203,-0.006041268
23.51,-0.008673767,-0.008736828,-0.009404955,-0.006491089
23.52,-0.008385668,-0.008422834,-0.009511118,-0.006586097
23.53,-0.007596855,-0.00760315,-0.009107115,-0.006331255
23.54,-0.006341673,-0.006316896,-0.008213011,-0.005739203
23.55,-0.004688996,-0.004637038,-0.006860609,-0.00482958
23.56,-0.002740591,-0.002666596,-0.005096969,-0.003632869
23.57,-0.00062365,-0.000530873,-0.002992879,-0.00219673
23.58,0.001520901,0.001632688,-0.000652826,-0.000592448
23.59,0.00355199,0.003685527,0.001780264,0.001082467
23.6,0.005341073,0.005498358,0.004133672,0.002710692
23.61,0.006782102,0.006960758,0.006229168,0.004171242
23.62,0.007797592,0.00798923,0.007912235,0.005357863
23.63,0.008339703,0.008531223,0.00907128,0.006191065
23.64,0.008387544,0.008564054,0.009642538,0.006622165
23.65,0.007944022,0.008091647,0.009606725,0.006632634
23.66,0.007034538,0.00714255,0.008983365,0.006231457
23.67,0.005707243,0.005769278,0.007824202,0.005451342
23.68,0.004033036,0.004047007,0.006205665,0.004343972
23.69,0.00210433,0.002071273,0.004222325,0.002975412
23.7,3.32E-05,-4.42E-05,0.001984256,0.00142376
23.71,-0.002051771,-0.002170622,-0.000380995,-0.000220133
23.72,-0.004013634,-0.00417138,-0.002726326,-0.001851888
23.73,-0.005720649,-0.005914667,-0.004892185,-0.003359138
23.74,-0.007061197,-0.007287352,-0.006727322,-0.004636153
23.75,-0.007952673,-0.008204,-0.008113084,-0.005600604
23.76,-0.008341619,-0.008607894,-0.008975916,-0.006202377
23.77,-0.008199652,-0.008468065,-0.009284626,-0.006421768
23.78,-0.007523038,-0.007780264,-0.009040197,-0.006261518
23.79,-0.006339018,-0.006574096,-0.008265774,-0.005738265
23.8,-0.00471358,-0.004919478,-0.007000342,-0.004877436
23.81,-0.002753103,-0.002925611,-0.005297766,-0.003713472
23.82,-0.000597453,-0.000732582,-0.003231993,-0.002294979
23.83,0.001593454,0.001501415,-0.000906867,-0.000692324
23.84,0.003656744,0.003614985,0.001535269,0.000996835
23.85,0.005443996,0.005458559,0.003916514,0.002650544
23.86,0.0068357,0.006908135,0.006044985,0.004137588
23.87,0.00774999,0.007875651,0.007747166,0.005338615
23.88,0.008143627,0.008312531,0.008893434,0.006162558
23.89,0.008006776,0.008205713,0.009408222,0.006553747
23.9,0.007356855,0.007571288,0.009269424,0.006492391
23.91,0.006235668,0.006451184,0.008503258,0.005991885
23.92,0.004709416,0.004912963,0.007176286,0.005094363
23.93,0.002868493,0.003049391,0.005385333,0.003864922
23.94,0.000825548,0.000976301,0.003248422,0.002385831
23.95,-0.001287908,-0.001171198,0.000900497,0.000752861
23.96,-0.003327744,-0.003245751,-0.001505851,-0.000925624
23.97,-0.005148973,-0.005100056,-0.003801406,-0.002530652
