Times,Distance,pBrake,rPedal,Zp_FL,Zp_FR,Zp_RL,Zp_RR,Ax,Ay,Car_Speed,DRS_Position
0,0,0.5,102.7,0,0,0,0,0.12,0.15,70.61111111,0
0.01,1.6,0.5,102.7,0,0,0,0,0.13,0.12,70.66666667,0
0.02,2.6,0.2,102.8,0.013941041,0.02221192,0,0,0.15,0.13,70.75,0
0.03,3.3,0.2,102.9,-0.032591465,-0.007231157,0,0,0.14,0.15,70.80555556,0
0.04,3.8,0.1,102.8,-0.219464825,-0.248172747,0,0,0.16,0.17,70.86111111,0
0.05,4.6,0.1,102.7,-0.371244054,-0.614410633,0,0,0.15,0.12,70.80555556,0
0.06,5.6,0.5,102.7,-0.325001991,-0.932905936,0.007909463,0.012601953,0.18,0.13,70.83333333,0
0.07,6.3,0.5,102.7,-0.63247657,-1.109519385,-0.012656859,0.005382308,0.17,0.18,70.91666667,0
0.08,6.8,0.2,102.9,-0.625517916,-1.10724418,-0.14005924,-0.145792676,0.14,0.07,70.97222222,0
0.09,7.3,0.2,102.6,-0.450348239,-0.936219222,-0.306671715,-0.458599873,0.13,0.17,71,0
0.1,7.8,0.3,102.5,-0.293228515,-0.634506361,-0.34469722,-0.797253729,0.12,0.19,71,0
0.11,8.6,0.3,102.7,-0.12240666,-0.491776661,-0.502669479,-1.034958171,0.1,0.19,71.02777778,0
0.12,9.3,0.1,102.7,0.011656974,-0.225967805,-0.628426374,-1.108195131,0.11,0.15,71.11111111,0
0.13,9.8,0.1,102.7,0.135585684,0.016056756,-0.523132411,-1.007281236,0.12,0.15,71.05555556,0
0.14,10.6,-0.2,102.7,0.094251638,0.021333027,-0.358400006,-0.759653456,0.05,0.09,71.05555556,0
0.15,11.6,-0.2,102.9,-0.105059803,-0.2494732,-0.193088744,-0.55083487,0.07,0.14,71.13888889,0
0.16,12.3,0.2,102.9,-0.272710561,-0.64477286,-0.043310593,-0.334952365,0.18,0.11,71.19444444,0
0.17,12.8,0.2,102.9,-0.504455038,-1.058413587,0.084784302,-0.083154977,0.08,0.1,71.22222222,0
0.18,13.6,0.3,102.9,-0.709458069,-1.40220234,0.11125386,0.019162702,0.12,0.15,71.27777778,0
0.19,14.3,0.3,102.7,-0.914053233,-1.638761566,-0.023685076,-0.138908635,0.32,0.09,71.30555556,0
0.2,14.8,0.4,102.7,-0.888878679,-1.664644823,-0.204959426,-0.485024101,0.1,0.12,71.36111111,0
0.21,15.6,0.4,102.8,-0.68834476,-0.888006771,-0.411362396,-0.892252527,0.13,0.21,71.36111111,0
0.22,16.6,-0.2,102.8,-0.317464015,-0.468577896,-0.627671639,-1.265047028,0.08,0.19,71.36111111,0
0.23,17.3,-0.2,102.7,-0.213771041,-0.106164542,-0.83292102,-1.544954004,0.08,0.25,71.33333333,0
0.24,17.8,0.1,102.8,0.008209737,0.022180749,-0.89879232,-1.654452098,0.13,0.15,71.41666667,0
0.25,18.6,0.1,102.6,0.169056608,0.355247263,-0.767043981,-1.19279715,0.1,0.18,71.44444444,0
0.26,19.3,-0.2,102.7,0.173298301,0.260540524,-0.463015579,-0.633182097,0.12,0.15,71.55555556,0
0.27,19.8,-0.2,102.6,0.159273936,0.16585851,-0.254572758,-0.248769064,0.07,0.15,71.47222222,0
0.28,20.6,0.3,102.9,-0.012096696,-0.122635525,-0.078592849,-0.028006943,0.04,0.18,71.55555556,0
0.29,21.6,0.3,102.9,-0.210448716,-0.434772454,0.106650093,0.226021744,0.06,0.17,71.55555556,0
0.3,22.3,0.4,102.7,-0.395340315,-0.718890838,0.171673213,0.296824806,0.1,0.2,71.61111111,0
0.31,22.8,0.4,102.8,-0.507492491,-0.878597414,0.164654529,0.202184246,0.08,0.17,71.61111111,0
0.32,23.6,0.2,102.7,-0.505117382,-0.84290025,0.05344672,-0.012296406,0.33,-0.03,71.58333333,0
0.33,24.3,0.2,102.4,-0.409973078,-0.819919377,-0.134973308,-0.316000475,0.1,0.17,71.66666667,0
0.34,24.8,0.3,102.5,-0.200284369,-0.41179456,-0.325377336,-0.611380445,0.06,0.25,71.75,0
0.35,25.6,0.3,102.8,-0.089653092,-0.168819013,-0.465198331,-0.818369822,0.13,0.19,71.69444444,0
0.36,26.6,0,102.5,-0.073216958,0.225691302,-0.506015578,-0.856399855,0.12,0.1,71.75,0
0.37,27.3,0,102.8,0.296723832,0.703772541,-0.445712468,-0.828551763,0.09,0.15,71.75,0
0.38,27.8,0.2,102.6,0.641111046,1.225502306,-0.277978922,-0.563014316,0.12,0.18,71.75,0
0.39,28.6,0.2,102.7,1.028291212,1.818000415,-0.130671984,-0.258907348,0.15,0.14,71.75,0
0.4,29.3,0,102.7,1.131055037,1.558647781,-0.079296574,0.079764584,0.07,0.22,71.80555556,0
0.41,29.8,0,102.6,1.068263228,1.180069991,0.160348447,0.52753214,0.05,0.32,71.80555556,0
0.42,30.6,-0.2,102.7,0.613048105,0.654612667,0.51415576,1.033171264,0.11,0.15,71.88888889,0
0.43,31.6,-0.2,102.5,0.167623554,-0.07139269,0.885560684,1.599581252,0.1,0.1,71.94444444,0
0.44,32.3,0,102.4,-0.243043232,-0.726947518,1.093392106,1.653700493,0.16,0.22,72.05555556,0
0.45,32.8,0,102.7,-0.509380118,-1.222824343,1.091198635,1.318349739,0.14,0.1,71.97222222,0
0.46,33.6,0,102.7,-0.728166574,-1.57318018,0.777850949,0.844845497,0.1,0.07,72.05555556,0
0.47,34.3,0,102.4,-0.857720129,-1.832894774,0.327103128,0.188545889,0.07,0.19,72.05555556,0
0.48,34.8,0.5,102.5,-0.994524177,-1.995350375,-0.098289863,-0.495875093,0.07,0.11,72.11111111,0
0.49,35.6,0.5,102.6,-1.053323888,-1.407432631,-0.415263965,-1.047595068,0.07,0.11,72.13888889,0
0.5,36.6,0.3,102.6,-1.084695094,-1.197705754,-0.651178237,-1.449894151,0.04,0.14,72.19444444,0
0.51,37.3,0.3,102.5,-0.700509721,-0.864659189,-0.812361402,-1.74196463,0.04,0.15,72.22222222,0
0.52,37.8,-0.1,102.5,-0.350750235,-0.41199253,-0.946925903,-1.938827148,0.02,0.13,72.22222222,0
0.53,38.6,-0.1,102.6,0.019793232,0.080022805,-1.032998648,-1.610657604,0.03,0.2,72.25,0
0.54,39.6,-0.1,102.5,0.272196021,0.456829445,-1.073938116,-1.269619705,0.06,0.15,72.27777778,0
0.55,40.3,-0.1,102.5,0.446185888,0.696659151,-0.831380842,-0.978110092,0.02,0.21,72.30555556,0
0.56,40.8,0.1,102.6,0.537101488,0.77938699,-0.469695365,-0.565934015,0.07,0.15,72.30555556,0
0.57,41.6,0.1,102.5,0.491278872,0.45682804,-0.10581134,-0.086757563,0.11,0.12,72.33333333,0
0.58,42.3,0.3,102.7,0.244867859,0.219924313,0.187059711,0.329731297,0.07,0.12,72.30555556,0
0.59,42.8,0.3,102.7,0.070672351,-0.102312479,0.387788956,0.616164124,0.08,0.2,72.36111111,0
0.6,43.6,-0.3,102.6,-0.119977098,-0.429498329,0.506637951,0.751666966,0.1,0.15,72.44444444,0
0.61,44.6,-0.3,102.4,-0.288478495,-0.744455469,0.506582074,0.5645518,0.11,0.14,72.44444444,0
0.62,45.3,0.4,102.4,-0.400618548,-1.021374121,0.327296782,0.299172877,0.09,0.13,72.47222222,0
0.63,45.8,0.4,102.5,-0.514389088,-1.140392474,0.128654105,0.004945478,0.18,0.05,72.5,0
0.64,46.6,0.5,102.4,-0.538148834,-1.127457926,-0.057367787,-0.322050441,0.09,0.13,72.58333333,0
0.65,47.3,0.5,102.4,-0.458847767,-1.07531929,-0.233418338,-0.641538876,0.12,0.25,72.52777778,0
0.66,47.8,0.3,102.6,-0.287247612,-0.563457783,-0.364100649,-0.931196821,0.12,0.18,72.5,0
0.67,48.6,0.3,102.5,-0.199938955,-0.368839923,-0.477529121,-1.101832294,0.2,0.05,72.55555556,0
0.68,49.6,0.6,102.6,-0.161209809,-0.276911459,-0.530543974,-1.131597929,0.09,0.2,72.58333333,0
0.69,50.3,0.6,102.5,-0.145060432,-0.210400584,-0.484282114,-1.092041791,0.12,0.19,72.63888889,0
0.7,50.8,0,102.5,-0.154959649,-0.175004827,-0.342659632,-0.728744813,0.12,0.17,72.66666667,0
0.71,51.6,0,102.4,-0.15687668,-0.161697919,-0.227982596,-0.431351403,0.13,0.19,72.72222222,0
0.72,52.6,0,102.6,-0.126840215,-0.027973816,-0.173564868,-0.306237736,0.08,0.18,72.72222222,0
0.73,53.3,0,102.7,0.052181273,0.280441987,-0.150167286,-0.231433058,0.08,0.12,72.72222222,0
0.74,53.8,0.3,102.8,0.311252355,0.600627686,-0.151850798,-0.18612087,0.06,0.18,72.77777778,0
0.75,54.6,0.3,102.6,0.581328625,0.897290636,-0.15627998,-0.165839861,0.06,0.21,72.83333333,0
0.76,55.3,0,102.4,0.783483114,1.270003405,-0.136158633,-0.069459957,0.06,0.17,72.86111111,0
0.77,55.8,0,102.5,0.893599318,0.852833702,-0.003357785,0.184760048,0.08,0.22,72.80555556,0
0.78,56.6,0,102.4,0.87073891,0.815702472,0.231468868,0.502023352,0.04,0.19,72.80555556,0
0.79,57.6,0,102.5,0.734969305,0.418538301,0.49904659,0.806908644,0.07,0.17,72.86111111,0
0.8,58.3,-0.4,102.5,0.366530502,-0.134602636,0.722327957,1.157251479,0.3,-0.05,72.94444444,0
0.81,58.8,-0.4,102.7,-0.076443599,-0.72768892,0.860090476,0.979780265,0.12,0.22,72.97222222,0
0.82,59.6,0,102.6,-0.368759657,-1.153242321,0.877718269,0.82703876,0.1,0.25,73.05555556,0
0.83,60.6,0,102.5,-0.563682763,-1.435379858,0.776109574,0.538885124,0.11,0.22,73,0
0.84,61.3,0.3,102.4,-0.601302394,-1.422244699,0.47653648,0.030550462,0.09,0.24,73.05555556,0
0.85,61.8,0.3,102.7,-0.473999912,-1.055401696,0.054656457,-0.552162529,0.1,0.22,73.11111111,0
0.86,62.6,-0.1,102.6,-0.360746269,-0.827573414,-0.283403052,-1.028980267,0.05,0.16,73.11111111,0
0.87,63.3,-0.1,102.6,-0.313770146,-0.672228153,-0.506593823,-1.352747618,0.08,0.27,73.08333333,0
0.88,63.8,0.2,102.6,-0.322428983,-0.676454972,-0.590335435,-1.42607389,0.07,0.17,73.11111111,0
0.89,64.6,0.2,102.7,-0.368613197,-0.762227188,-0.510694829,-1.161144124,0.03,0.19,73.16666667,0
0.9,65.6,0.5,102.4,-0.446269253,-0.936087925,-0.393285176,-0.893030765,0.08,0.2,73.19444444,0
0.91,66.3,0.5,102.5,-0.580172115,-1.149461862,-0.327321324,-0.717040522,0.05,0.23,73.16666667,0
0.92,66.8,0.3,102.3,-0.658747429,-1.232210405,-0.319937152,-0.675238583,0.08,0.23,73.22222222,0
0.93,67.6,0.3,102.6,-0.680695415,-1.325191469,-0.355451509,-0.737783617,0.14,0.15,73.22222222,0
0.94,68.6,0.5,102.8,-0.594314364,-0.87070963,-0.424301227,-0.886904675,0.06,0.1,73.30555556,0
0.95,69.3,0.5,102.7,-0.423762072,-0.648204773,-0.542198121,-1.08895038,0.01,0.14,73.33333333,0
0.96,69.8,0.1,102.5,-0.246333613,-0.374328954,-0.636611195,-1.208898489,0.06,0.12,73.36111111,0
0.97,70.6,0.1,102.4,-0.193238272,-0.18227263,-0.674532328,-1.299081991,0.1,0.14,73.36111111,0
0.98,71.6,0.4,102.4,-0.035699613,-0.060627332,-0.618266728,-0.996731646,0.08,0.14,73.36111111,0
0.99,72.3,0.4,102.7,0.013801992,0.095603123,-0.470623567,-0.709340921,0.06,0.23,73.44444444,0
1,72.8,0.2,102.5,0.136291068,0.231969302,-0.294796741,-0.449135888,0.04,0.22,73.44444444,0
1.01,73.6,0.2,102.6,0.295813416,0.343166798,-0.207717357,-0.234646339,0.1,0.21,73.47222222,0
1.02,74.3,0,102.5,0.414444838,0.500065803,-0.078660364,-0.093799973,0.11,0.23,73.44444444,0
1.03,74.8,0,102.6,0.409486902,0.546221522,0.000478307,0.053552663,0.09,0.2,73.47222222,0
1.04,75.6,0.4,102.5,0.363442899,0.527895149,0.103482156,0.195443384,0.08,0.18,73.52777778,0
1.05,76.6,0.4,102.5,0.399173164,0.604041138,0.253273836,0.313513932,0.1,0.12,73.61111111,0
1.06,77.3,-0.1,102.7,0.446423326,0.728428834,0.382720394,0.458107833,0.09,0.09,73.61111111,0
1.07,77.8,-0.1,103,0.609135714,0.89960815,0.410809027,0.533913247,0.04,0.22,73.58333333,0
1.08,78.6,-0.2,102.7,0.738308475,1.064054506,0.375592313,0.532730843,0.04,0.27,73.66666667,0
1.09,79.6,-0.2,102.4,0.84155902,1.131914331,0.389903277,0.584285765,0.04,0.09,73.63888889,0
1.1,80.6,0.3,102.4,1.00973936,1.212689257,0.434223869,0.696313339,0,0.1,73.66666667,0
1.11,81.3,0.3,102.6,1.166338478,1.325593872,0.566931504,0.855207795,0.07,0.17,73.69444444,0
1.12,81.8,0,102.5,1.088938811,1.295594358,0.705212863,1.021921376,0.05,0.29,73.75,0
1.13,82.6,0,102.8,0.786927554,0.951319472,0.815109198,1.114530595,0.01,0.2,73.77777778,0
1.14,83.3,-0.1,102.5,0.367393431,0.427993848,0.96678824,1.192060368,0.04,0.12,73.80555556,0
1.15,83.8,-0.1,102.5,0.103665335,0.011628749,1.126596666,1.296940875,0.16,-0.03,73.83333333,0
1.16,84.6,-0.1,102.7,-0.025727557,-0.124706294,1.108364086,1.303123445,0.06,0.15,73.83333333,0
1.17,85.6,-0.1,102.6,-0.004991251,-0.088624917,0.862118596,1.037032791,0.07,0.26,73.86111111,0
1.18,86.3,0,102.2,0.108435377,0.061480877,0.471171829,0.557446714,0.04,0.2,73.88888889,0
1.19,86.8,0,102.3,0.232127238,0.168697741,0.168480509,0.113956778,0.01,0.15,73.91666667,0
1.2,87.6,-0.2,102.5,0.331923594,0.332318065,0.006021895,-0.091253429,0.11,0.22,73.91666667,0
1.21,88.3,-0.2,102.6,0.346004837,0.391187953,-0.010054346,-0.097434751,0.05,0.2,73.88888889,0
1.22,88.8,0.1,102.4,0.24706365,0.250851572,0.08092177,0.025070098,0.02,0.18,73.88888889,0
1.23,89.6,0.1,102.5,0.091725602,0.027556434,0.20232116,0.14286165,0.06,0.16,73.94444444,0
1.24,90.6,0.1,102.6,-0.072556551,-0.331719238,0.307913964,0.292953265,0.04,0.12,73.97222222,0
1.25,91.3,0.1,102.4,-0.300665495,-0.723525523,0.342600063,0.376953509,0.06,0.15,74.02777778,0
1.26,91.8,-0.3,102.5,-0.499806435,-0.981440602,0.271025271,0.2848383,0.11,0.22,74.02777778,0
1.27,92.6,-0.3,102.4,-0.653897171,-1.095114487,0.128969048,0.081093095,0.07,0.1,74.13888889,0
1.28,93.6,0,102.6,-0.59133676,-1.016065767,-0.033493553,-0.246290694,0.25,-0.03,74.11111111,0
1.29,94.3,0,102.7,-0.421491929,-0.725463363,-0.247067056,-0.63146335,0.1,0.17,74.13888889,0
1.3,94.8,0.1,102.7,-0.262428557,-0.523156831,-0.453163368,-0.921031374,0.04,0.09,74.08333333,0
1.31,95.6,0.1,102.4,-0.252999276,-0.50773323,-0.618559405,-1.069045554,0.02,0.13,74.13888889,0
1.32,96.6,0.1,102.8,-0.313322321,-0.584967021,-0.605669177,-1.034175609,0.04,0.2,74.22222222,0
1.33,97.3,0.1,102.7,-0.392151364,-0.72574059,-0.460256853,-0.791789667,-0.02,0.08,74.22222222,0
1.34,97.8,0,102.6,-0.48592706,-0.858217626,-0.299063381,-0.569751242,-0.01,0.2,74.25,0
1.35,98.6,0,102.7,-0.536588973,-0.878814427,-0.255154813,-0.511259071,0.08,0.19,74.25,0
1.36,99.6,-0.2,102.7,-0.527376825,-0.827688845,-0.299798319,-0.567651749,0.01,0.14,74.30555556,0
1.37,100.3,-0.2,102.6,-0.433938756,-0.673705147,-0.374562339,-0.694329961,0.03,0.11,74.36111111,0
1.38,100.8,-0.1,102.5,-0.250340168,-0.415530182,-0.465118289,-0.828821051,0.08,0.18,74.30555556,0
1.39,101.6,-0.1,102.7,-0.142054258,-0.272794564,-0.525364886,-0.87425123,0,0.12,74.33333333,0
1.4,102.6,0,102.4,-0.148481112,-0.261017068,-0.529395059,-0.838889643,0.03,0.17,74.33333333,0
1.41,103.3,0,102.6,-0.193567138,-0.354181738,-0.454114038,-0.706953528,0.16,0.18,74.38888889,0
1.42,103.8,0.1,102.5,-0.298211144,-0.596208758,-0.290310757,-0.471736525,0.08,0.15,74.47222222,0
1.43,104.6,0.1,102.4,-0.456761883,-0.900968562,-0.16556946,-0.303790812,0.03,0.19,74.41666667,0
1.44,105.3,0,102.6,-0.615946981,-1.153933315,-0.147087666,-0.263570619,0.13,0.21,74.44444444,0
1.45,105.8,0,102.7,-0.741764569,-1.348733967,-0.183903312,-0.334212643,0.11,0.13,74.5,0
1.46,106.6,0,102.6,-0.704552255,-1.385273169,-0.276241996,-0.545397178,0.08,0.16,74.5,0
1.47,107.6,0,102.4,-0.544035547,-0.807686272,-0.423239545,-0.836533284,0.09,0.23,74.55555556,0
1.48,108.3,0.2,102.4,-0.285905471,-0.477464386,-0.582382201,-1.10059474,0.03,0.14,74.55555556,0
1.49,108.8,0.2,102.4,-0.043667361,-0.158853235,-0.715590013,-1.308208468,0.01,0.15,74.58333333,0
1.5,109.6,-0.2,102.4,0.082304793,0.00371549,-0.71226944,-1.377695576,0.08,0.23,74.61111111,0
1.51,110.6,-0.2,102.7,0.037355189,-0.048109688,-0.576923776,-0.926027909,0,0.14,74.58333333,0
1.52,111.3,-0.3,102.7,-0.148164935,-0.261002715,-0.338627866,-0.544911345,0,0.19,74.63888889,0
1.53,111.8,-0.3,102.5,-0.239478473,-0.591895793,-0.092841558,-0.223531116,0.06,0.2,74.63888889,0
1.54,112.6,0,102.5,-0.321935052,-0.844723188,0.05692996,-0.029031066,0.06,0.15,74.69444444,0
1.55,113.6,0,102.4,-0.457513368,-0.946630875,0.046451412,-0.037622089,0.07,0.21,74.72222222,0
1.56,114.3,0.1,102.6,-0.362539312,-0.972421073,-0.111027591,-0.218385874,0.08,0.3,74.72222222,0
1.57,114.8,0.1,102.6,-0.494712668,-0.960103489,-0.221256545,-0.525864952,0.07,0.11,74.77777778,0
1.58,115.6,0,102.6,-0.463871622,-0.78709244,-0.305687365,-0.79490472,0.03,0.14,74.77777778,0
1.59,116.6,0,102.5,-0.25256829,-0.502932995,-0.431051957,-0.926741107,0.07,0.12,74.80555556,0
1.6,117.3,0,102.4,-0.089521353,-0.327600767,-0.381046896,-0.96739534,0.02,0.07,74.83333333,0
1.61,117.8,0,102.4,0.0037598,-0.167126605,-0.469288751,-0.962472811,0.04,0.16,74.83333333,0
1.62,118.6,-0.1,102.4,0.024877348,-0.087656322,-0.469785496,-0.820267887,0.06,0.2,74.86111111,0
1.63,119.6,-0.1,102.7,-0.028753444,-0.205778532,-0.292820162,-0.55706347,0.12,-0.03,74.86111111,0
1.64,120.3,0.1,102.4,-0.139481895,-0.263145954,-0.120326674,-0.360727213,0.01,0.13,74.86111111,0
1.65,120.8,0.1,102.4,-0.193111315,-0.332879567,-0.01383689,-0.19739868,0.09,0.16,74.88888889,0
1.66,121.6,0.5,102.5,-0.222102919,-0.369733118,0.020920375,-0.102547339,0.06,0.1,74.91666667,0
1.67,122.6,0.5,102.7,-0.163864898,-0.277919974,-0.018719809,-0.183679378,0.05,0.1,74.97222222,0
1.68,123.3,0.3,102.5,-0.028525477,-0.077470963,-0.118766019,-0.252413243,0.1,0.14,74.97222222,0
1.69,123.8,0.3,102.4,0.13525645,0.150813494,-0.183145751,-0.319921477,0.1,0.12,75,0
1.7,124.6,0,102.4,0.228098334,0.313972991,-0.21676069,-0.362942181,0.1,0.11,75.05555556,0
1.71,125.6,0,102.4,0.23647531,0.366136288,-0.174431858,-0.294578951,0.06,0.12,75.05555556,0
1.72,126.3,-0.2,102.4,0.224835281,0.23100673,-0.053005916,-0.113728543,0.06,0.08,75.08333333,0
1.73,126.8,-0.2,102.5,0.182408946,0.25522514,0.10583934,0.10981099,0.06,0.14,75.08333333,0
1.74,127.6,0.1,102.6,0.163713596,0.206957279,0.211685123,0.28512856,0.04,0.11,75.16666667,0
1.75,128.6,0.1,102.7,0.109888505,0.179441912,0.234998954,0.356943038,0.04,0.04,75.16666667,0
1.76,129.3,0,102.7,0.091032424,0.19637078,0.22687188,0.254649688,0.27,-0.14,75.19444444,0
1.77,129.8,0,102.7,0.107803852,0.14707199,0.189820606,0.25099431,0.03,0.09,75.13888889,0
1.78,130.6,0.2,102.7,0.123555263,0.17165757,0.166907833,0.215204195,-0.02,0.1,75.22222222,0
1.79,131.6,0.2,102.6,0.205071131,0.299093909,0.119042351,0.184121354,0.04,0.05,75.22222222,0
1.8,132.3,0.3,102.7,0.422144481,0.48124569,0.094215068,0.193513423,-0.01,0.1,75.25,0
1.81,132.8,0.3,102.6,0.554611063,0.618693439,0.104934582,0.155506069,0.01,0.11,75.27777778,0
1.82,133.6,0.2,102.6,0.678314074,0.764443795,0.120912775,0.167533044,0.02,0.17,75.30555556,0
1.83,134.6,0.2,102.6,0.649903162,0.847276948,0.191459065,0.277813735,0,0.06,75.30555556,0
1.84,135.3,0.3,102.5,0.594506703,0.87426069,0.386174691,0.451062522,0,0.09,75.30555556,0
1.85,135.8,0.3,102.5,0.644684499,0.759196185,0.532864849,0.596129498,0.06,0.26,75.33333333,0
1.86,136.6,0.1,102.4,0.764173283,0.78495038,0.658196836,0.740741101,0.08,0.1,75.36111111,0
1.87,137.6,0.1,102.5,0.851912556,0.885557579,0.654516398,0.833826873,0.05,0.07,75.30555556,0
1.88,138.3,0.1,102.6,0.669850745,0.828951193,0.603501731,0.869879192,0.1,0.16,75.38888889,0
1.89,138.8,0.1,102.6,0.842658585,0.87664533,0.636601461,0.77773169,0.06,0.19,75.33333333,0
1.9,139.6,0.1,102.4,0.722099032,0.890040328,0.74510864,0.780841254,0.07,0.14,75.44444444,0
1.91,140.6,0.1,102.5,0.685549205,0.871893314,0.837709429,0.869271407,0.1,0.13,75.44444444,0
1.92,141.3,0.3,102.5,0.612346329,0.869772673,0.69870823,0.837923519,0.1,0.11,75.44444444,0
1.93,141.8,0.3,102.9,0.470304682,0.697949912,0.814949013,0.86899762,0.01,0.2,75.47222222,0
1.94,142.6,0.1,102.7,0.273202769,0.310007024,0.740866142,0.887955172,0.12,0.32,75.5,0
1.95,143.6,0.1,102.5,0.076761385,-0.164711049,0.691203931,0.874700889,0.09,0.16,75.55555556,0
1.96,144.3,0.3,102.5,-0.181162439,-0.74560309,0.623671752,0.870100763,0.07,0.07,75.55555556,0
1.97,144.8,0.3,102.7,-0.47125339,-1.322498917,0.492096464,0.724310661,0.06,0.24,75.58333333,0
1.98,145.6,-0.1,102.7,-0.753475232,-1.840181921,0.303140128,0.368930784,0.03,0.2,75.61111111,0
1.99,146.6,-0.1,102.4,-0.951664466,-2.143758244,0.106042539,-0.093950537,0.03,0.18,75.63888889,0
2,147.3,-0.2,102.5,-1.060162052,-2.27342141,-0.1428342,-0.659280824,0.02,0.2,75.72222222,0
2.01,147.8,-0.2,102.7,-1.052499186,-2.207680792,-0.428522161,-1.237520507,0.02,0.17,75.69444444,0
2.02,148.6,0,102.4,-1.003416486,-2.0465367,-0.712333825,-1.764715731,0.03,0.15,75.72222222,0
2.03,149.6,0,102.7,-1.017541706,-1.936829023,-0.923075287,-2.099966773,0.04,0.27,75.69444444,0
2.04,150.6,0.2,102.5,-1.069479168,-1.892682469,-1.044960375,-2.255254208,-0.03,0.27,75.72222222,0
2.05,151.3,0.2,102.7,-0.756349593,-1.753578507,-1.053577941,-2.216935557,-0.03,0.25,75.75,0
2.06,151.8,-0.2,102.5,-0.730341129,-1.62447358,-1.010272551,-2.069045942,0,0.2,75.80555556,0
2.07,152.6,-0.2,102.7,-0.718901753,-1.465634899,-1.015553201,-1.952273338,-0.04,0.21,75.77777778,0
2.08,153.6,-0.1,102.7,-0.632773289,-1.187671283,-1.062224339,-1.898849034,0,0.27,75.77777778,0
2.09,154.3,-0.1,102.6,-0.364214084,-0.741266118,-0.799612678,-1.7727976,0,0.24,75.77777778,0
2.1,154.8,-0.2,102.4,-0.038341411,-0.53320528,-0.733860896,-1.641945559,0.01,0.14,75.83333333,0
2.11,155.6,-0.2,102.7,0.312665043,-0.007965852,-0.720460145,-1.487273565,0.02,0.17,75.86111111,0
2.12,156.6,0.3,102.7,0.658030154,0.399135399,-0.644524394,-1.225595791,0.03,0.25,75.88888889,0
2.13,157.3,0.3,102.6,0.86078015,0.852108492,-0.400855483,-0.802172277,0.02,0.23,75.86111111,0
2.14,157.8,0.1,102.5,0.962546468,0.930428792,-0.081947115,-0.561046336,0.08,0.22,75.94444444,0
2.15,158.6,0.1,102.4,1.017249244,1.080366087,0.266299546,-0.077346306,0.04,0.19,75.88888889,0
2.16,159.6,0.4,102.4,1.043581207,0.985401137,0.612933013,0.345976867,0.01,0.19,76,0
2.17,160.3,0.4,102.4,0.659503342,0.853932899,0.834079212,0.792454697,0.06,0.25,75.94444444,0
2.18,160.8,0.4,102.6,0.565948644,0.637595046,0.949526562,0.920408552,0.06,0.29,76.02777778,0
2.19,161.6,0.4,102.7,0.410478105,0.634153122,1.010138544,1.06087605,0.08,0.22,75.94444444,0
2.2,162.6,-0.1,102.6,0.228214455,0.137318513,1.040287144,0.997281016,0.1,0.29,75.97222222,0
2.21,163.3,-0.1,102.5,0.001846983,-0.21440105,0.708272045,0.870626221,0.04,0.19,76.05555556,0
2.22,163.8,0,102.7,-0.208216967,-0.638882993,0.57749268,0.664289719,-0.03,0.22,76.11111111,0
2.23,164.6,0,102.7,-0.361574562,-0.969706918,0.430189532,0.634589508,0.04,0.27,76.11111111,0
2.24,165.6,0,102.5,-0.474245418,-0.982255636,0.251187019,0.199939695,0.22,0.1,76.16666667,0
2.25,166.3,0,102.6,-0.58451255,-1.268398596,0.029436745,-0.171533323,0.03,0.14,76.19444444,0
2.26,166.8,-0.1,102.7,-0.68535336,-1.457559876,-0.183286959,-0.588506247,0.08,0.18,76.16666667,0
2.27,167.6,-0.1,102.7,-0.750749259,-1.613111137,-0.343429112,-0.930563445,0.03,0.24,76.25,0
2.28,168.6,0.1,102.6,-0.846965278,-1.681881854,-0.461213374,-0.980804192,-0.02,0.29,76.22222222,0
2.29,169.3,0.1,102.7,-0.941474528,-1.669903019,-0.57194342,-1.235781731,0,0.25,76.25,0
2.3,169.8,0.4,102.5,-0.837692292,-1.463773122,-0.673742092,-1.435778988,0,0.21,76.22222222,0
2.31,170.6,0.4,102.7,-0.794015864,-1.201582277,-0.743469364,-1.595795117,-0.04,0.21,76.25,0
2.32,171.6,0.1,102.7,-0.504017199,-1.025566921,-0.836174673,-1.674169234,-0.05,0.25,76.27777778,0
2.33,172.6,0.1,102.6,-0.205875269,-0.513115285,-0.93098533,-1.671232501,0.1,0.12,76.33333333,0
2.34,173.3,-0.1,102.4,-0.008529243,-0.226493313,-0.849331446,-1.486890543,-0.03,0.17,76.30555556,0
2.35,173.8,-0.1,102.7,0.157870814,0.091562738,-0.798863333,-1.230681775,-0.02,0.17,76.33333333,0
2.36,174.6,0.4,102.4,0.257397969,0.277043904,-0.535768154,-1.044838236,-0.03,0.18,76.36111111,0
2.37,175.6,0.4,102.6,0.338424515,0.425179915,-0.237672358,-0.567768685,0.03,0.19,76.36111111,0
2.38,176.3,0.1,102.7,0.202965964,0.47704958,-0.029776656,-0.25735269,0.04,0.15,76.41666667,0
2.39,176.8,0.1,102.6,0.175501273,0.4320328,0.140150695,0.057692611,0.03,0.15,76.38888889,0
2.4,177.6,0,102.6,0.093580333,0.258552297,0.24694812,0.257569316,0.04,0.05,76.41666667,0
