Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
1;Hudson SCHWARTZ;KCL MP Motorsport;1;Turn 1;2;15:15:53.177;3;no;no
1;Hudson SCHWARTZ;KCL MP Motorsport;2;Turn 5;5;15:21:46.989;3;no;no
1;Hudson SCHWARTZ;KCL MP Motorsport;3;Turn 1;5;15:21:18.515;3;no;no
2;Vivek KANTHAN;Campos Racing;1;Turn 1;3;15:17:38.311;4;no;no
2;Vivek KANTHAN;Campos Racing;2;Turn 1;13;15:35:33.653;4;no;no
2;Vivek KANTHAN;Campos Racing;3;Turn 1;15;15:39:07.184;4;no;no
2;Vivek KANTHAN;Campos Racing;4;Turn 1;18;15:44:27.249;4;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 1;3;15:17:34.042;4;no;no
4;Ean EYCKMANS;MP Motorsport;2;Turn 1;8;15:26:27.127;4;no;no
4;Ean EYCKMANS;MP Motorsport;3;Turn 1;13;15:35:22.743;4;no;no
4;Ean EYCKMANS;MP Motorsport;4;Turn 1;14;15:37:10.450;4;no;no
5;Miguel COSTA;Campos Racing;1;Turn 5;3;15:18:05.103;4;no;no
5;Miguel COSTA;Campos Racing;2;Turn 1;4;15:19:26.990;4;no;no
5;Miguel COSTA;Campos Racing;3;Turn 1;6;15:23:00.780;4;no;no
5;Miguel COSTA;Campos Racing;4;Turn 1;9;15:28:22.315;4;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;1;Turn 1;3;15:17:44.976;4;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;2;Turn 1;6;15:23:08.905;4;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;3;Turn 1;12;15:33:57.921;4;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;4;Turn 1;16;15:41:07.852;4;no;no
9;René LAMMERS;MP Motorsport;1;Turn 5;3;15:18:05.103;3;no;no
9;René LAMMERS;MP Motorsport;2;Turn 1;3;15:17:38.311;3;no;no
9;René LAMMERS;MP Motorsport;3;Turn 1;16;15:40:45.718;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 1;2;15:15:50.159;2;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 5;2;15:16:17.218;2;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 1;3;15:17:38.311;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;2;Turn 1;4;15:19:52.714;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;3;Turn 1;5;15:21:40.109;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;4;Turn 1;15;15:39:32.380;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 1;3;15:17:42.133;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 1;6;15:23:07.071;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;3;Turn 1;8;15:26:42.782;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;4;Turn 1;11;15:32:07.050;4;no;no
19;Matus RYBA;Griffin Core;1;Turn 1;3;15:17:38.311;8;no;no
19;Matus RYBA;Griffin Core;2;Turn 1;5;15:21:14.180;8;no;no
19;Matus RYBA;Griffin Core;3;Turn 1;7;15:24:49.137;8;no;no
19;Matus RYBA;Griffin Core;4;Turn 1;9;15:28:22.315;8;no;no
19;Matus RYBA;Griffin Core;5;Turn 1;12;15:33:47.520;8;no;no
19;Matus RYBA;Griffin Core;6;Turn 1;14;15:37:23.118;8;no;no
19;Matus RYBA;Griffin Core;7;Turn 1;15;15:39:09.506;8;no;no
19;Matus RYBA;Griffin Core;8;Turn 1;16;15:40:58.138;8;no;no
22;Juan COTA;MP Motorsport;1;Turn 1;4;15:19:21.977;3;no;no
22;Juan COTA;MP Motorsport;2;Turn 1;5;15:21:08.917;3;no;no
22;Juan COTA;MP Motorsport;3;Turn 1;7;15:24:43.180;3;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 1;3;15:17:34.042;2;no;no
23;Jan PRZYROWSKI;Griffin Core;2;Turn 1;4;15:19:20.978;2;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 1;5;15:21:27.111;2;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 5;11;15:32:39.899;2;no;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 1;3;15:17:42.133;1;no;no
