TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1750502688;21/06/2025 10:44:48;27,95;47;61;1018;14,436;191;0;
1750502808;21/06/2025 10:46:48;27,95;47;61;1018;14,436;191;0;
1750502928;21/06/2025 10:48:48;27,95;47;61;1018;14,436;191;0;
1750503048;21/06/2025 10:50:48;27,95;47,2;61;1018;14,436;191;0;
1750503168;21/06/2025 10:52:48;27,95;47,2;63;1018;14,436;191;0;
1750503288;21/06/2025 10:54:48;27,95;47,2;63;1018;14,436;191;0;
1750503408;21/06/2025 10:56:48;27,95;47,2;63;1018;14,436;191;0;
1750503528;21/06/2025 10:58:48;27,95;47,5;63;1018;14,436;191;0;
1750503648;21/06/2025 11:00:48;27,95;47,7;63;1018;14,436;191;0;
1750503768;21/06/2025 11:02:48;27,95;47,7;63;1018;14,436;191;0;
1750503888;21/06/2025 11:04:48;27,95;47,7;61;1018;14,436;191;0;
1750504008;21/06/2025 11:06:48;27,95;47,7;61;1018;14,436;191;0;
1750504128;21/06/2025 11:08:48;27,95;48;61;1018;14,436;191;0;
1750504252;21/06/2025 11:10:52;27,95;48;61;1018;14,436;191;0;
1750504368;21/06/2025 11:12:48;27,95;48;61;1018;14,436;191;0;
1750504488;21/06/2025 11:14:48;27,95;48;61;1018;14,436;191;0;
1750504608;21/06/2025 11:16:48;27,95;48,2;61;1018;14,436;191;0;
