Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
5;Miguel COSTA;Campos Racing;1;Turn 2;2;12:46:27.745;4;no;no
5;Miguel COSTA;Campos Racing;2;Turn 6;6;12:58:48.707;4;no;no
5;Miguel COSTA;Campos Racing;3;Turn 2;9;13:04:52.956;4;no;no
5;Miguel COSTA;Campos Racing;4;Turn 2;12;13:11:18.414;4;no;no
9;René LAMMERS;MP Motorsport;1;Turn 11;5;12:57:29.553;1;no;no
15;Ricardo BAPTISTA;DXR;1;Turn 7;2;12:47:05.857;3;no;no
15;Ricardo BAPTISTA;DXR;2;Turn 6;2;12:46:59.967;3;no;no
15;Ricardo BAPTISTA;DXR;3;Turn 11;9;13:06:22.629;3;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 11;12;13:13:11.086;1;no;no
19;Matus RYBA;Griffin Core;1;Turn 2;2;12:46:29.675;1;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 10;6;12:59:32.408;1;no;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 11;12;13:12:44.687;2;no;no
25;Francisco MONARCA;Monlau Motorsport;2;Turn 11;13;13:14:53.431;2;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 6;7;13:01:01.770;2;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 11;14;13:17:02.158;2;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 7;2;12:47:05.857;2;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 6;12;13:11:53.064;2;no;no
46;Nathan TYE;Rodin Motorsport;1;Turn 15;5;12:57:57.985;1;yes;no
48;Gino TRAPPA;Drivex;1;Turn 6;11;13:09:38.790;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 7;2;12:47:04.446;5;no;no
57;Kaiden HIGGINS;DXR;2;Turn 6;2;12:46:58.733;5;no;no
57;Kaiden HIGGINS;DXR;3;Turn 11;5;12:57:37.694;5;no;no
57;Kaiden HIGGINS;DXR;4;Turn 15;5;12:58:08.159;5;yes;no
57;Kaiden HIGGINS;DXR;5;Turn 15;14;13:17:39.298;5;yes;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 7;2;12:47:04.446;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 6;11;13:09:47.336;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 15;12;13:13:18.429;1;yes;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 11;10;13:08:15.424;1;no;no
81;Noah MONTEIRO;Campos Racing;1;Turn 6;6;12:58:48.707;1;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 11;13;13:14:57.225;2;no;no
88;Santiago BAZTARRICA;TC Racing;2;Turn 11;14;13:17:07.100;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 11;6;13:00:04.837;1;no;no
