NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
1;1;1;2:15.530;0;;41.102;0;40.047;0;54.381;0;155.2;2:15.530;12:46:10.964;0:41.102;0:40.047;0:54.381;;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;41.102;40.047;54.381;
1;1;2;2:19.616;0;;35.476;0;39.522;2;1:04.618;0;150.6;4:35.146;12:48:30.580;0:35.476;0:39.522;1:04.618;219.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;35.476;39.522;64.618;
1;1;3;3:50.368;0;;1:08.779;0;1:16.045;0;1:25.544;0;91.3;8:25.514;12:52:20.948;1:08.779;1:16.045;1:25.544;141.2;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;68.779;76.045;85.544;
1;1;4;3:36.826;0;;58.011;0;1:00.461;0;1:38.354;0;97.0;12:02.340;12:55:57.774;0:58.011;1:00.461;1:38.354;113.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;58.011;60.461;98.354;
1;1;5;2:09.581;0;;36.022;0;39.789;0;53.770;0;162.3;14:11.921;12:58:07.355;0:36.022;0:39.789;0:53.770;221.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;36.022;39.789;53.770;
1;1;6;2:10.286;0;;36.214;0;40.142;0;53.930;0;161.4;16:22.207;13:00:17.641;0:36.214;0:40.142;0:53.930;225.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;36.214;40.142;53.930;
1;1;7;2:08.927;0;;35.508;0;39.661;0;53.758;0;163.1;18:31.134;13:02:26.568;0:35.508;0:39.661;0:53.758;222.2;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;35.508;39.661;53.758;
1;1;8;2:08.513;0;;35.296;0;39.647;0;53.570;0;163.7;20:39.647;13:04:35.081;0:35.296;0:39.647;0:53.570;225.0;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;35.296;39.647;53.570;
1;1;9;2:08.156;2;;35.011;2;39.619;0;53.526;0;164.1;22:47.803;13:06:43.237;0:35.011;0:39.619;0:53.526;221.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;35.011;39.619;53.526;
1;1;10;2:08.196;0;;35.101;0;39.580;0;53.515;2;164.1;24:55.999;13:08:51.433;0:35.101;0:39.580;0:53.515;221.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;35.101;39.580;53.515;
