NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; S4; S4_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;S4_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;S4_SECONDS;
1;1;1;2:06.954;0;;34.879;0;33.516;0;20.936;0;37.623;0;151.5;2:06.954;12:01:12.734;0:34.879;0:33.516;0:20.936;0:37.623;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.879;33.516;20.936;37.623;
1;1;2;2:01.094;0;;31.205;0;31.821;0;20.338;0;37.730;0;158.9;4:08.048;12:03:13.828;0:31.205;0:31.821;0:20.338;0:37.730;234.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.205;31.821;20.338;37.730;
1;1;3;2:01.527;0;;32.465;0;31.277;0;20.218;0;37.567;0;158.3;6:09.575;12:05:15.355;0:32.465;0:31.277;0:20.218;0:37.567;231.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;32.465;31.277;20.218;37.567;
1;1;4;1:59.390;0;;30.773;0;31.140;0;20.048;0;37.429;0;161.1;8:08.965;12:07:14.745;0:30.773;0:31.140;0:20.048;0:37.429;233.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.773;31.140;20.048;37.429;
1;1;5;1:59.595;0;;30.730;0;31.126;0;20.128;0;37.611;0;160.9;10:08.560;12:09:14.340;0:30.730;0:31.126;0:20.128;0:37.611;233.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.730;31.126;20.128;37.611;
1;1;6;1:58.841;0;;30.640;0;30.972;0;19.959;0;37.270;0;161.9;12:07.401;12:11:13.181;0:30.640;0:30.972;0:19.959;0:37.270;235.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.640;30.972;19.959;37.270;
1;1;7;1:59.831;0;;30.527;0;31.150;0;20.726;0;37.428;0;160.5;14:07.232;12:13:13.012;0:30.527;0:31.150;0:20.726;0:37.428;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.527;31.150;20.726;37.428;
1;1;8;1:59.387;0;;30.959;0;31.074;0;19.941;0;37.413;0;161.1;16:06.619;12:15:12.399;0:30.959;0:31.074;0:19.941;0:37.413;231.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.959;31.074;19.941;37.413;
1;1;9;1:58.910;0;;30.517;0;31.038;0;19.899;0;37.456;0;161.8;18:05.529;12:17:11.309;0:30.517;0:31.038;0:19.899;0:37.456;233.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.517;31.038;19.899;37.456;
1;1;10;1:58.765;0;;30.611;0;30.845;0;19.871;0;37.438;0;162.0;20:04.294;12:19:10.074;0:30.611;0:30.845;0:19.871;0:37.438;232.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.611;30.845;19.871;37.438;
1;1;11;1:58.528;0;;30.402;0;30.911;0;19.860;0;37.355;0;162.3;22:02.822;12:21:08.602;0:30.402;0:30.911;0:19.860;0:37.355;230.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.402;30.911;19.860;37.355;
1;1;12;1:58.314;0;;30.454;0;30.804;2;19.742;0;37.314;0;162.6;24:01.136;12:23:06.916;0:30.454;0:30.804;0:19.742;0:37.314;233.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.454;30.804;19.742;37.314;
1;1;13;1:58.243;2;;30.352;2;30.806;0;19.727;2;37.358;0;162.7;25:59.379;12:25:05.159;0:30.352;0:30.806;0:19.727;0:37.358;235.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.352;30.806;19.727;37.358;
