TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1758465849;21/09/2025 14:44:09;29,19;39,9;29;1014;20,376;260;0;
1758465969;21/09/2025 14:46:09;29,19;39,9;29;1014;20,376;260;0;
1758466089;21/09/2025 14:48:09;29,19;39,9;28;1014;20,376;260;0;
1758466209;21/09/2025 14:50:09;29,19;39,9;28;1014;20,376;260;0;
1758466329;21/09/2025 14:52:09;29,19;39,8;28;1014;20,376;260;0;
1758466449;21/09/2025 14:54:09;29,19;39,8;28;1014;20,376;260;0;
1758466569;21/09/2025 14:56:09;29,19;39,7;28;1014;20,376;260;0;
1758466689;21/09/2025 14:58:09;29,19;39,8;28;1014;20,376;260;0;
1758466809;21/09/2025 15:00:09;29,19;39,7;28;1014;20,376;260;0;
1758466929;21/09/2025 15:02:09;29,19;39,6;28;1014;20,376;260;0;
1758467049;21/09/2025 15:04:09;29,19;39,5;28;1014;20,376;260;0;
1758467169;21/09/2025 15:06:09;29,19;39,6;27;1014;20,376;260;0;
1758467289;21/09/2025 15:08:09;29,19;39,5;27;1014;20,376;260;0;
1758467409;21/09/2025 15:10:09;29,19;39,5;27;1014;20,376;260;0;
1758467529;21/09/2025 15:12:09;29,19;39,5;28;1014;20,376;260;0;
1758467649;21/09/2025 15:14:09;29,19;39,4;28;1014;20,376;260;0;
