TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1749381549;08/06/2025 11:19:09;34,5;38,7;13;1015;3,168;31;0;
1749381629;08/06/2025 11:20:29;34,5;38,8;13;1015;3,168;31;0;
1749381709;08/06/2025 11:21:49;34,5;39;13;1015;3,168;31;0;
1749381789;08/06/2025 11:23:09;34,5;39,3;13;1015;3,168;31;0;
1749381869;08/06/2025 11:24:29;34,51;39,5;13;1015;3,168;31;0;
1749381949;08/06/2025 11:25:49;34,51;39,6;13;1015;3,168;31;0;
1749382029;08/06/2025 11:27:09;34,51;39,8;13;1015;3,168;31;0;
1749382109;08/06/2025 11:28:29;34,51;40;13;1015;3,168;31;0;
1749382189;08/06/2025 11:29:49;34,51;40,1;13;1015;3,168;31;0;
1749382269;08/06/2025 11:31:09;34,51;40,2;13;1015;3,168;31;0;
1749382349;08/06/2025 11:32:29;34,51;40,4;13;1015;3,168;31;0;
1749382429;08/06/2025 11:33:49;34,51;40,5;13;1015;3,168;31;0;
1749382509;08/06/2025 11:35:09;36,41;40,5;13;1015;2,556;154;0;
1749382589;08/06/2025 11:36:29;36,41;40,5;13;1015;2,556;154;0;
1749382669;08/06/2025 11:37:49;36,41;40,2;13;1015;2,556;154;0;
1749382749;08/06/2025 11:39:09;36,41;40;13;1015;2,556;154;0;
1749382829;08/06/2025 11:40:29;36,41;40,2;13;1015;2,556;154;0;
1749382909;08/06/2025 11:41:49;36,41;40,5;13;1015;2,556;154;0;
1749382989;08/06/2025 11:43:09;36,41;40,5;13;1015;2,556;154;0;
1749383070;08/06/2025 11:44:30;36,41;40,9;13;1015;2,556;154;0;
1749383149;08/06/2025 11:45:49;36,41;41,1;13;1015;2,556;154;0;
