NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
1;1;1;1:51.303;0;;37.485;0;34.882;0;38.936;0;150.5;1:51.303;12:20:41.412;0:37.485;0:34.882;0:38.936;;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;37.485;34.882;38.936;
1;1;2;1:55.799;0;;34.083;2;34.249;0;47.467;0;144.7;3:47.102;12:22:37.211;0:34.083;0:34.249;0:47.467;237.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;34.083;34.249;47.467;
1;1;3;2:25.168;0;;52.120;0;41.256;0;51.792;0;115.4;6:12.270;12:25:02.379;0:52.120;0:41.256;0:51.792;162.7;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;52.120;41.256;51.792;
1;1;4;2:27.521;0;;49.205;0;38.865;0;59.451;0;113.5;8:39.791;12:27:29.900;0:49.205;0:38.865;0:59.451;161.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;49.205;38.865;59.451;
1;1;5;1:48.503;0;;34.777;0;34.735;0;38.991;0;154.4;10:28.294;12:29:18.403;0:34.777;0:34.735;0:38.991;237.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.777;34.735;38.991;
1;1;6;1:47.114;2;;34.157;0;33.983;2;38.974;0;156.4;12:15.408;12:31:05.517;0:34.157;0:33.983;0:38.974;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.157;33.983;38.974;
1;1;7;1:50.707;0;;34.318;0;34.107;0;42.282;0;151.3;14:06.115;12:32:56.224;0:34.318;0:34.107;0:42.282;237.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;34.318;34.107;42.282;
1;1;8;2:31.936;0;;56.829;0;44.434;0;50.673;0;110.2;16:38.051;12:35:28.160;0:56.829;0:44.434;0:50.673;198.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;56.829;44.434;50.673;
1;1;9;2:45.939;0;;53.843;0;51.122;0;1:00.974;0;100.9;19:23.990;12:38:14.099;0:53.843;0:51.122;1:00.974;191.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;53.843;51.122;60.974;
1;1;10;1:49.706;0;;35.160;0;34.914;0;39.632;0;152.7;21:13.696;12:40:03.805;0:35.160;0:34.914;0:39.632;234.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;35.160;34.914;39.632;
1;1;11;1:47.325;0;;34.014;0;34.232;0;39.079;0;156.1;23:01.021;12:41:51.130;0:34.014;0:34.232;0:39.079;243.2;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.014;34.232;39.079;
1;1;12;1:58.970;0;;34.252;0;34.876;0;49.842;0;140.8;24:59.991;12:43:50.100;0:34.252;0:34.876;0:49.842;247.1;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.252;34.876;49.842;
1;1;13;1:47.706;0;;34.540;0;34.411;0;38.755;2;155.5;26:47.697;12:45:37.806;0:34.540;0:34.411;0:38.755;238.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.540;34.411;38.755;
1;1;14;1:48.397;0;;34.219;0;34.874;0;39.304;0;154.5;28:36.094;12:47:26.203;0:34.219;0:34.874;0:39.304;241.6;Hudson SCHWARTZ;;;;KCL MP Motorsport;;FF;34.219;34.874;39.304;
10;1;1;1:48.918;0;;36.002;0;34.234;0;38.682;0;153.8;1:48.918;12:20:39.027;0:36.002;0:34.234;0:38.682;;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;36.002;34.234;38.682;
10;1;2;1:55.181;0;;34.480;0;34.110;0;46.591;0;145.4;3:44.099;12:22:34.208;0:34.480;0:34.110;0:46.591;233.3;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;SF;34.480;34.110;46.591;
10;1;3;2:24.662;0;;51.999;0;42.272;0;50.391;0;115.8;6:08.761;12:24:58.870;0:51.999;0:42.272;0:50.391;179.7;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;SF;51.999;42.272;50.391;
10;1;4;2:30.083;0;;49.476;0;39.610;0;1:00.997;0;111.6;8:38.844;12:27:28.953;0:49.476;0:39.610;1:00.997;185.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;49.476;39.610;60.997;
10;1;5;1:48.166;0;;34.889;0;34.573;0;38.704;0;154.9;10:27.010;12:29:17.119;0:34.889;0:34.573;0:38.704;237.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;34.889;34.573;38.704;
10;1;6;1:46.202;2;;33.746;2;33.964;0;38.492;2;157.7;12:13.212;12:31:03.321;0:33.746;0:33.964;0:38.492;237.4;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;33.746;33.964;38.492;
10;1;7;1:48.941;0;;33.775;0;34.123;0;41.043;0;153.8;14:02.153;12:32:52.262;0:33.775;0:34.123;0:41.043;238.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;SF;33.775;34.123;41.043;
10;1;8;2:32.299;0;;57.681;0;44.906;0;49.712;0;110.0;16:34.452;12:35:24.561;0:57.681;0:44.906;0:49.712;199.3;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;SF;57.681;44.906;49.712;
10;1;9;2:48.547;0;;53.954;0;51.988;0;1:02.605;0;99.4;19:22.999;12:38:13.108;0:53.954;0:51.988;1:02.605;186.2;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;53.954;51.988;62.605;
10;1;10;1:47.455;0;;34.428;0;34.347;0;38.680;0;155.9;21:10.454;12:40:00.563;0:34.428;0:34.347;0:38.680;235.8;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;34.428;34.347;38.680;
10;1;11;1:46.434;0;;33.828;0;33.979;0;38.627;0;157.4;22:56.888;12:41:46.997;0:33.828;0:33.979;0:38.627;237.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;33.828;33.979;38.627;
10;1;12;1:46.202;0;;33.684;0;33.913;2;38.605;0;157.7;24:43.090;12:43:33.199;0:33.684;0:33.913;0:38.605;237.4;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;33.684;33.913;38.605;
10;1;13;1:46.728;0;;33.881;0;34.236;0;38.611;0;156.9;26:29.818;12:45:19.927;0:33.881;0:34.236;0:38.611;237.4;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;33.881;34.236;38.611;
10;1;14;1:46.712;0;;33.938;0;34.079;0;38.695;0;157.0;28:16.530;12:47:06.639;0:33.938;0:34.079;0:38.695;236.8;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;FF;33.938;34.079;38.695;
11;1;1;1:51.202;0;;37.390;0;34.663;0;39.149;0;150.6;1:51.202;12:20:41.311;0:37.390;0:34.663;0:39.149;;Reno FRANCOT;;;;KCL MP Motorsport;;GF;37.390;34.663;39.149;
11;1;2;1:56.335;0;;34.237;0;34.537;0;47.561;0;144.0;3:47.537;12:22:37.646;0:34.237;0:34.537;0:47.561;236.8;Reno FRANCOT;;;;KCL MP Motorsport;;SF;34.237;34.537;47.561;
11;1;3;2:25.649;0;;52.622;0;41.199;0;51.828;0;115.0;6:13.186;12:25:03.295;0:52.622;0:41.199;0:51.828;166.7;Reno FRANCOT;;;;KCL MP Motorsport;;SF;52.622;41.199;51.828;
11;1;4;2:26.804;0;;48.833;0;39.098;0;58.873;0;114.1;8:39.990;12:27:30.099;0:48.833;0:39.098;0:58.873;168.7;Reno FRANCOT;;;;KCL MP Motorsport;;GF;48.833;39.098;58.873;
11;1;5;1:48.921;0;;34.547;0;34.901;0;39.473;0;153.8;10:28.911;12:29:19.020;0:34.547;0:34.901;0:39.473;238.4;Reno FRANCOT;;;;KCL MP Motorsport;;GF;34.547;34.901;39.473;
11;1;6;1:47.433;2;;34.316;0;34.439;0;38.678;2;155.9;12:16.344;12:31:06.453;0:34.316;0:34.439;0:38.678;236.8;Reno FRANCOT;;;;KCL MP Motorsport;;GF;34.316;34.439;38.678;
11;1;7;1:51.046;0;;33.708;2;34.297;0;43.041;0;150.8;14:07.390;12:32:57.499;0:33.708;0:34.297;0:43.041;237.4;Reno FRANCOT;;;;KCL MP Motorsport;;SF;33.708;34.297;43.041;
11;1;8;2:31.296;0;;56.212;0;44.707;0;50.377;0;110.7;16:38.686;12:35:28.795;0:56.212;0:44.707;0:50.377;194.6;Reno FRANCOT;;;;KCL MP Motorsport;;SF;56.212;44.707;50.377;
11;1;9;2:45.345;0;;53.905;0;51.029;0;1:00.411;0;101.3;19:24.031;12:38:14.140;0:53.905;0:51.029;1:00.411;178.2;Reno FRANCOT;;;;KCL MP Motorsport;;GF;53.905;51.029;60.411;
11;1;10;1:48.497;0;;34.689;0;34.842;0;38.966;0;154.4;21:12.528;12:40:02.637;0:34.689;0:34.842;0:38.966;234.8;Reno FRANCOT;;;;KCL MP Motorsport;;GF;34.689;34.842;38.966;
11;1;11;1:48.315;0;;34.388;0;34.522;0;39.405;0;154.6;23:00.843;12:41:50.952;0:34.388;0:34.522;0:39.405;239.5;Reno FRANCOT;;;;KCL MP Motorsport;;GF;34.388;34.522;39.405;
11;1;12;1:47.858;0;;34.147;0;34.793;0;38.918;0;155.3;24:48.701;12:43:38.810;0:34.147;0:34.793;0:38.918;243.2;Reno FRANCOT;;;;KCL MP Motorsport;;GF;34.147;34.793;38.918;
11;1;13;1:47.864;0;;33.920;0;34.239;2;39.705;0;155.3;26:36.565;12:45:26.674;0:33.920;0:34.239;0:39.705;241.6;Reno FRANCOT;;;;KCL MP Motorsport;;GF;33.920;34.239;39.705;
11;1;14;1:48.935;0;;35.124;0;34.377;0;39.434;0;153.8;28:25.500;12:47:15.609;0:35.124;0:34.377;0:39.434;242.2;Reno FRANCOT;;;;KCL MP Motorsport;;FF;35.124;34.377;39.434;
17;1;1;1:55.568;0;;40.150;0;35.368;0;40.050;0;144.9;1:55.568;12:20:45.677;0:40.150;0:35.368;0:40.050;;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;40.150;35.368;40.050;
17;1;2;2:00.716;0;;34.785;0;35.191;0;50.740;0;138.8;3:56.284;12:22:46.393;0:34.785;0:35.191;0:50.740;242.7;Nacho TUÑON;;R;;Tecnicar by Amtog;;SF;34.785;35.191;50.740;
17;1;3;2:26.677;0;;54.664;0;39.051;0;52.962;0;114.2;6:22.961;12:25:13.070;0:54.664;0:39.051;0:52.962;185.6;Nacho TUÑON;;R;;Tecnicar by Amtog;;SF;54.664;39.051;52.962;
17;1;4;2:19.480;0;;49.191;0;36.491;0;53.798;0;120.1;8:42.441;12:27:32.550;0:49.191;0:36.491;0:53.798;160.5;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;49.191;36.491;53.798;
17;1;5;1:49.508;0;;34.637;0;34.943;0;39.928;0;153.0;10:31.949;12:29:22.058;0:34.637;0:34.943;0:39.928;234.3;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;34.637;34.943;39.928;
17;1;6;1:48.677;0;;34.437;0;34.594;0;39.646;0;154.1;12:20.626;12:31:10.735;0:34.437;0:34.594;0:39.646;244.3;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;34.437;34.594;39.646;
17;1;7;1:53.380;0;;34.429;0;35.048;0;43.903;0;147.7;14:14.006;12:33:04.115;0:34.429;0:35.048;0:43.903;235.3;Nacho TUÑON;;R;;Tecnicar by Amtog;;SF;34.429;35.048;43.903;
17;1;8;2:29.996;0;;56.297;0;44.602;0;49.097;0;111.7;16:44.002;12:35:34.111;0:56.297;0:44.602;0:49.097;194.9;Nacho TUÑON;;R;;Tecnicar by Amtog;;SF;56.297;44.602;49.097;
17;1;9;2:41.789;0;;54.443;0;50.069;0;57.277;0;103.5;19:25.791;12:38:15.900;0:54.443;0:50.069;0:57.277;159.1;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;54.443;50.069;57.277;
17;1;10;1:49.669;0;;34.886;0;35.019;0;39.764;0;152.7;21:15.460;12:40:05.569;0:34.886;0:35.019;0:39.764;240.0;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;34.886;35.019;39.764;
17;1;11;1:49.263;0;;34.707;0;35.101;0;39.455;0;153.3;23:04.723;12:41:54.832;0:34.707;0:35.101;0:39.455;247.7;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;34.707;35.101;39.455;
17;1;12;1:48.028;0;;34.093;2;34.588;0;39.347;0;155.1;24:52.751;12:43:42.860;0:34.093;0:34.588;0:39.347;242.2;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;34.093;34.588;39.347;
17;1;13;1:47.775;2;;34.305;0;34.238;2;39.232;2;155.4;26:40.526;12:45:30.635;0:34.305;0:34.238;0:39.232;240.5;Nacho TUÑON;;R;;Tecnicar by Amtog;;GF;34.305;34.238;39.232;
17;1;14;1:49.280;0;;34.523;0;35.101;0;39.656;0;153.3;28:29.806;12:47:19.915;0:34.523;0:35.101;0:39.656;241.1;Nacho TUÑON;;R;;Tecnicar by Amtog;;FF;34.523;35.101;39.656;
19;1;1;1:52.986;0;;38.230;0;35.387;0;39.369;0;148.3;1:52.986;12:20:43.095;0:38.230;0:35.387;0:39.369;;Matus RYBA;;;;Griffin Core;;GF;38.230;35.387;39.369;
19;1;2;2:08.182;0;;;0;;0;44.687;0;130.7;4:01.168;12:22:51.277;;;0:44.687;232.8;Matus RYBA;;;;Griffin Core;;SF;;;44.687;
19;1;3;2:28.032;0;;57.760;0;37.753;0;52.519;0;113.2;6:29.200;12:25:19.309;0:57.760;0:37.753;0:52.519;147.5;Matus RYBA;;;;Griffin Core;;SF;57.760;37.753;52.519;
19;1;4;2:15.274;0;;51.756;0;34.746;0;48.772;0;123.8;8:44.474;12:27:34.583;0:51.756;0:34.746;0:48.772;142.3;Matus RYBA;;;;Griffin Core;;GF;51.756;34.746;48.772;
19;1;5;1:59.978;0;B;35.078;0;37.681;0;47.219;0;139.6;10:44.452;12:29:34.561;0:35.078;0:37.681;0:47.219;238.9;Matus RYBA;;;;Griffin Core;;GF;35.078;37.681;47.219;
19;1;6;2:29.356;0;;1:16.769;0;33.920;2;38.667;2;112.2;13:13.808;12:32:03.917;1:16.769;0:33.920;0:38.667;;Matus RYBA;0:00:48.771;;;Griffin Core;;GF;76.769;33.920;38.667;
19;1;7;1:46.785;0;;34.059;0;33.935;0;38.791;0;156.9;15:00.593;12:33:50.702;0:34.059;0:33.935;0:38.791;233.3;Matus RYBA;;;;Griffin Core;;SF;34.059;33.935;38.791;
19;1;8;1:50.025;0;;33.945;0;33.997;0;42.083;0;152.2;16:50.618;12:35:40.727;0:33.945;0:33.997;0:42.083;233.8;Matus RYBA;;;;Griffin Core;;SF;33.945;33.997;42.083;
19;1;9;2:37.246;0;;55.498;0;48.269;0;53.479;0;106.5;19:27.864;12:38:17.973;0:55.498;0:48.269;0:53.479;137.1;Matus RYBA;;;;Griffin Core;;GF;55.498;48.269;53.479;
19;1;10;1:49.151;0;;34.626;0;34.861;0;39.664;0;153.5;21:17.015;12:40:07.124;0:34.626;0:34.861;0:39.664;246.0;Matus RYBA;;;;Griffin Core;;GF;34.626;34.861;39.664;
19;1;11;1:48.799;0;;34.080;0;34.965;0;39.754;0;154.0;23:05.814;12:41:55.923;0:34.080;0:34.965;0:39.754;242.2;Matus RYBA;;;;Griffin Core;;GF;34.080;34.965;39.754;
19;1;12;1:47.549;2;;33.919;2;34.301;0;39.329;0;155.8;24:53.363;12:43:43.472;0:33.919;0:34.301;0:39.329;244.9;Matus RYBA;;;;Griffin Core;;GF;33.919;34.301;39.329;
19;1;13;1:47.698;0;;34.183;0;34.384;0;39.131;0;155.5;26:41.061;12:45:31.170;0:34.183;0:34.384;0:39.131;241.6;Matus RYBA;;;;Griffin Core;;GF;34.183;34.384;39.131;
19;1;14;1:49.030;0;;34.402;0;34.893;0;39.735;0;153.6;28:30.091;12:47:20.200;0:34.402;0:34.893;0:39.735;235.3;Matus RYBA;;;;Griffin Core;;FF;34.402;34.893;39.735;
2;1;1;1:52.240;0;;37.647;0;35.288;2;39.305;2;149.2;1:52.240;12:20:42.349;0:37.647;0:35.288;0:39.305;;Vivek KANTHAN;;R;;Campos Racing;;GF;37.647;35.288;39.305;
