TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1760792378;18/10/2025 12:59:38;23,05;15,4;55;1019;11,124;110;0;
1760792498;18/10/2025 13:01:38;23,05;15,4;55;1019;11,124;110;0;
1760792618;18/10/2025 13:03:38;23,05;15,4;55;1019;11,124;110;0;
1760792738;18/10/2025 13:05:38;23,05;15,4;55;1019;11,124;110;0;
1760792859;18/10/2025 13:07:39;23,05;15,4;55;1019;11,124;110;0;
1760792979;18/10/2025 13:09:39;22,74;15,4;56;1019;11,124;110;0;
1760793099;18/10/2025 13:11:39;22,74;15,4;56;1019;11,124;110;0;
1760793219;18/10/2025 13:13:39;22,74;15,4;56;1019;11,124;110;0;
1760793339;18/10/2025 13:15:39;22,74;15,4;56;1019;11,124;110;0;
1760793459;18/10/2025 13:17:39;22,84;15,4;55;1019;9,252;140;0;
1760793579;18/10/2025 13:19:39;22,84;15,4;55;1019;9,252;140;0;
1760793699;18/10/2025 13:21:39;22,84;15,4;55;1019;9,252;140;0;
1760793819;18/10/2025 13:23:39;22,93;15,4;55;1019;9,252;140;0;
1760793939;18/10/2025 13:25:39;22,93;15,4;55;1019;9,252;140;0;
1760794059;18/10/2025 13:27:39;22,93;15,4;55;1019;9,252;140;0;
1760794179;18/10/2025 13:29:39;22,93;15,4;55;1019;9,252;140;0;
