NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; S4; S4_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;S4_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;S4_SECONDS;
1;1;1;3:45.194;0;;2:21.139;0;24.472;0;32.638;0;26.945;0;68.9;3:45.194;12:53:45.194;2:21.139;0:24.472;0:32.638;0:26.945;167.5;Hudson SCHWARTZ;0:01:48.765;;A;KCL MP Motorsport;;GF;141.139;24.472;32.638;26.945;
1;1;2;1:50.208;0;;27.287;0;23.753;0;31.921;0;27.247;0;140.9;5:35.402;12:55:35.402;0:27.287;0:23.753;0:31.921;0:27.247;218.3;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;27.287;23.753;31.921;27.247;
1;1;3;4:42.278;0;B;27.076;0;23.287;0;30.867;0;3:21.048;0;55.0;10:17.680;13:00:17.680;0:27.076;0:23.287;0:30.867;3:21.048;219.5;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;27.076;23.287;30.867;201.048;
1;1;4;1:54.343;0;;32.309;0;23.468;0;31.886;0;26.680;0;135.8;12:12.023;13:02:12.023;0:32.309;0:23.468;0:31.886;0:26.680;171.7;Hudson SCHWARTZ;0:02:55.949;;A;KCL MP Motorsport;;GF;32.309;23.468;31.886;26.680;
1;1;5;1:46.514;0;;26.637;0;23.061;2;30.589;0;26.227;0;145.8;13:58.537;13:03:58.537;0:26.637;0:23.061;0:30.589;0:26.227;219.5;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.637;23.061;30.589;26.227;
1;1;6;1:46.324;2;;26.480;2;23.119;0;30.516;0;26.209;2;146.0;15:44.861;13:05:44.861;0:26.480;0:23.119;0:30.516;0:26.209;219.5;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.480;23.119;30.516;26.209;
1;1;7;1:46.631;0;;26.658;0;23.067;0;30.523;0;26.383;0;145.6;17:31.492;13:07:31.492;0:26.658;0:23.067;0:30.523;0:26.383;219.5;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.658;23.067;30.523;26.383;
1;1;8;1:56.122;0;;26.604;0;23.169;0;38.567;0;27.782;0;133.7;19:27.614;13:09:27.614;0:26.604;0:23.169;0:38.567;0:27.782;220.6;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.604;23.169;38.567;27.782;
1;1;9;1:46.612;0;;26.625;0;23.081;0;30.435;2;26.471;0;145.6;21:14.226;13:11:14.226;0:26.625;0:23.081;0:30.435;0:26.471;219.5;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.625;23.081;30.435;26.471;
1;1;10;1:47.074;0;;26.642;0;23.194;0;30.805;0;26.433;0;145.0;23:01.300;13:13:01.300;0:26.642;0:23.194;0:30.805;0:26.433;218.3;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;FF;26.642;23.194;30.805;26.433;
10;1;1;4:26.630;0;;2:57.746;0;26.316;0;33.785;0;28.783;0;58.2;4:26.630;12:54:26.630;2:57.746;0:26.316;0:33.785;0:28.783;156.6;Niklas SCHAUFLER;0:02:24.390;R;A;KCL MP Motorsport;;GF;177.746;26.316;33.785;28.783;
