TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;AIR_TEMP_UNIT;TRACK_TEMP_UNIT;PRESSURE_UNIT;WIND_SPEED_UNIT;
1763307304;16/11/2025 15:35:04;17.3333;17.5;62;1028.18;4.24374;196;-1;ºC;ºC;mbar;KPH;
1763307365;16/11/2025 15:36:05;17.3333;17.5;61;1028.18;2.12187;196;-1;ºC;ºC;mbar;KPH;
1763307429;16/11/2025 15:37:09;17.3333;17.5;61;1028.11;3.1828;199;-1;ºC;ºC;mbar;KPH;
1763307495;16/11/2025 15:38:15;17.2778;17.4;61;1028.14;0;75;-1;ºC;ºC;mbar;KPH;
1763307560;16/11/2025 15:39:20;17.2778;17.4;62;1028.18;1.06093;78;-1;ºC;ºC;mbar;KPH;
1763307624;16/11/2025 15:40:24;17.2778;17.4;62;1028.21;1.06093;170;-1;ºC;ºC;mbar;KPH;
1763307690;16/11/2025 15:41:30;17.2778;17.3;62;1028.24;1.06093;175;-1;ºC;ºC;mbar;KPH;
1763307755;16/11/2025 15:42:35;17.2778;17.3;62;1028.18;3.1828;190;-1;ºC;ºC;mbar;KPH;
1763307819;16/11/2025 15:43:39;17.2778;17.3;62;1028.24;2.12187;163;-1;ºC;ºC;mbar;KPH;
1763307884;16/11/2025 15:44:44;17.2778;17.2;62;1028.21;1.06093;198;-1;ºC;ºC;mbar;KPH;
1763307950;16/11/2025 15:45:50;17.2778;17.2;62;1028.28;2.12187;197;-1;ºC;ºC;mbar;KPH;
1763308014;16/11/2025 15:46:54;17.2222;17.1;61;1028.28;0;235;-1;ºC;ºC;mbar;KPH;
1763308075;16/11/2025 15:47:55;17.2222;17.1;61;1028.28;3.1828;210;-1;ºC;ºC;mbar;KPH;
1763308139;16/11/2025 15:48:59;17.2222;17;61;1028.28;2.12187;171;-1;ºC;ºC;mbar;KPH;
1763308205;16/11/2025 15:50:05;17.2222;17;61;1028.31;3.1828;234;-1;ºC;ºC;mbar;KPH;
1763308270;16/11/2025 15:51:10;17.2778;17;61;1028.38;2.12187;224;-1;ºC;ºC;mbar;KPH;
1763308334;16/11/2025 15:52:14;17.2778;16.9;61;1028.34;1.06093;283;-1;ºC;ºC;mbar;KPH;
1763308400;16/11/2025 15:53:20;17.2222;16.9;61;1028.34;3.1828;200;-1;ºC;ºC;mbar;KPH;
1763308465;16/11/2025 15:54:25;17.2222;16.9;60;1028.31;0;209;-1;ºC;ºC;mbar;KPH;
1763308529;16/11/2025 15:55:29;17.2222;16.9;60;1028.21;0;199;-1;ºC;ºC;mbar;KPH;
1763308590;16/11/2025 15:56:30;17.1667;16.8;60;1028.31;4.24374;188;-1;ºC;ºC;mbar;KPH;
1763308654;16/11/2025 15:57:34;17.2222;16.8;60;1028.28;3.1828;110;-1;ºC;ºC;mbar;KPH;
1763308719;16/11/2025 15:58:39;17.2222;16.8;60;1028.28;2.12187;346;-1;ºC;ºC;mbar;KPH;
1763308785;16/11/2025 15:59:45;17.2222;16.8;60;1028.31;1.06093;344;-1;ºC;ºC;mbar;KPH;
1763308849;16/11/2025 16:00:49;17.2222;16.7;60;1028.34;0;309;-1;ºC;ºC;mbar;KPH;
1763308915;16/11/2025 16:01:55;17.2222;16.7;61;1028.34;1.06093;141;-1;ºC;ºC;mbar;KPH;
1763308980;16/11/2025 16:03:00;17.2222;16.7;60;1028.38;0;171;-1;ºC;ºC;mbar;KPH;
1763309044;16/11/2025 16:04:04;17.2222;16.6;61;1028.41;1.06093;180;-1;ºC;ºC;mbar;KPH;
1763309105;16/11/2025 16:05:05;17.2222;16.6;60;1028.38;0;171;-1;ºC;ºC;mbar;KPH;
1763309169;16/11/2025 16:06:09;17.2222;16.6;60;1028.41;1.06093;190;-1;ºC;ºC;mbar;KPH;
