NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
10;1;1;2:59.994;0;B;;0;;0;1:15.221;0;116.8;2:59.994;12:37:04.595;;;1:15.221;;Lorenzo CASTILLO;;R;;Saintéloc Racing;;GF;;;75.221;
11;1;1;2:11.909;0;;41.733;0;38.671;0;51.505;0;159.4;2:11.909;12:36:16.510;0:41.733;0:38.671;0:51.505;;Oscar WURZ;;R;;Drivex;;GF;41.733;38.671;51.505;
11;1;2;2:02.665;0;;33.599;0;37.983;0;51.083;0;171.5;4:14.574;12:38:19.175;0:33.599;0:37.983;0:51.083;230.3;Oscar WURZ;;R;;Drivex;;GF;33.599;37.983;51.083;
11;1;3;2:02.572;0;;33.443;0;37.948;0;51.181;0;171.6;6:17.146;12:40:21.747;0:33.443;0:37.948;0:51.181;228.8;Oscar WURZ;;R;;Drivex;;GF;33.443;37.948;51.181;
11;1;4;2:02.926;0;;33.429;0;37.978;0;51.519;0;171.1;8:20.072;12:42:24.673;0:33.429;0:37.978;0:51.519;230.3;Oscar WURZ;;R;;Drivex;;GF;33.429;37.978;51.519;
11;1;5;2:02.588;0;;33.522;0;37.853;0;51.213;0;171.6;10:22.660;12:44:27.261;0:33.522;0:37.853;0:51.213;230.3;Oscar WURZ;;R;;Drivex;;GF;33.522;37.853;51.213;
11;1;6;2:02.515;0;;33.373;0;37.882;0;51.260;0;171.7;12:25.175;12:46:29.776;0:33.373;0:37.882;0:51.260;230.3;Oscar WURZ;;R;;Drivex;;GF;33.373;37.882;51.260;
11;1;7;2:02.359;2;;33.350;2;37.986;0;51.023;0;171.9;14:27.534;12:48:32.135;0:33.350;0:37.986;0:51.023;230.3;Oscar WURZ;;R;;Drivex;;GF;33.350;37.986;51.023;
11;1;8;2:02.664;0;;33.620;0;38.078;0;50.966;2;171.5;16:30.198;12:50:34.799;0:33.620;0:38.078;0:50.966;228.8;Oscar WURZ;;R;;Drivex;;GF;33.620;38.078;50.966;
11;1;9;2:02.566;0;;33.506;0;37.958;0;51.102;0;171.6;18:32.764;12:52:37.365;0:33.506;0:37.958;0:51.102;228.3;Oscar WURZ;;R;;Drivex;;GF;33.506;37.958;51.102;
11;1;10;2:02.848;0;;33.575;0;37.940;0;51.333;0;171.2;20:35.612;12:54:40.213;0:33.575;0:37.940;0:51.333;229.3;Oscar WURZ;;R;;Drivex;;GF;33.575;37.940;51.333;
11;1;11;2:03.206;0;;33.703;0;37.977;0;51.526;0;170.7;22:38.818;12:56:43.419;0:33.703;0:37.977;0:51.526;227.8;Oscar WURZ;;R;;Drivex;;GF;33.703;37.977;51.526;
11;1;12;2:02.826;0;;33.503;0;38.086;0;51.237;0;171.2;24:41.644;12:58:46.245;0:33.503;0:38.086;0:51.237;230.3;Oscar WURZ;;R;;Drivex;;GF;33.503;38.086;51.237;
11;1;13;2:02.987;0;;33.811;0;37.886;0;51.290;0;171.0;26:44.631;13:00:49.232;0:33.811;0:37.886;0:51.290;229.3;Oscar WURZ;;R;;Drivex;;GF;33.811;37.886;51.290;
11;1;14;2:02.719;0;;33.503;0;37.957;0;51.259;0;171.4;28:47.350;13:02:51.951;0:33.503;0:37.957;0:51.259;230.3;Oscar WURZ;;R;;Drivex;;GF;33.503;37.957;51.259;
11;1;15;2:03.047;0;;33.769;0;38.030;0;51.248;0;170.9;30:50.397;13:04:54.998;0:33.769;0:38.030;0:51.248;228.8;Oscar WURZ;;R;;Drivex;;GF;33.769;38.030;51.248;
11;1;16;2:02.763;0;;33.726;0;37.822;2;51.215;0;171.3;32:53.160;13:06:57.761;0:33.726;0:37.822;0:51.215;230.8;Oscar WURZ;;R;;Drivex;;FF;33.726;37.822;51.215;
12;1;1;2:11.363;0;;40.300;0;38.554;0;52.509;0;160.1;2:11.363;12:36:15.964;0:40.300;0:38.554;0:52.509;;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;40.300;38.554;52.509;
12;1;2;2:02.398;0;;33.575;0;37.895;0;50.928;0;171.8;4:13.761;12:38:18.362;0:33.575;0:37.895;0:50.928;228.8;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.575;37.895;50.928;
12;1;3;2:02.598;0;;33.592;0;37.888;0;51.118;0;171.5;6:16.359;12:40:20.960;0:33.592;0:37.888;0:51.118;228.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.592;37.888;51.118;
12;1;4;2:02.283;0;;33.389;0;37.840;0;51.054;0;172.0;8:18.642;12:42:23.243;0:33.389;0:37.840;0:51.054;230.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.389;37.840;51.054;
12;1;5;2:02.705;0;;33.482;0;37.780;0;51.443;0;171.4;10:21.347;12:44:25.948;0:33.482;0:37.780;0:51.443;229.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.482;37.780;51.443;
12;1;6;2:02.547;0;;33.570;0;38.010;0;50.967;0;171.6;12:23.894;12:46:28.495;0:33.570;0:38.010;0:50.967;228.8;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.570;38.010;50.967;
12;1;7;2:02.221;0;;33.446;0;37.990;0;50.785;0;172.1;14:26.115;12:48:30.716;0:33.446;0:37.990;0:50.785;229.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.446;37.990;50.785;
12;1;8;2:02.270;0;;33.475;0;37.953;0;50.842;0;172.0;16:28.385;12:50:32.986;0:33.475;0:37.953;0:50.842;229.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.475;37.953;50.842;
12;1;9;2:01.943;2;;33.326;2;37.927;0;50.690;2;172.5;18:30.328;12:52:34.929;0:33.326;0:37.927;0:50.690;228.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.326;37.927;50.690;
12;1;10;2:02.077;0;;33.489;0;37.758;2;50.830;0;172.3;20:32.405;12:54:37.006;0:33.489;0:37.758;0:50.830;229.8;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.489;37.758;50.830;
12;1;11;2:02.737;0;;33.543;0;38.172;0;51.022;0;171.4;22:35.142;12:56:39.743;0:33.543;0:38.172;0:51.022;229.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.543;38.172;51.022;
12;1;12;2:02.164;0;;33.339;0;37.935;0;50.890;0;172.2;24:37.306;12:58:41.907;0:33.339;0:37.935;0:50.890;230.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.339;37.935;50.890;
12;1;13;2:02.377;0;;33.527;0;37.900;0;50.950;0;171.9;26:39.683;13:00:44.284;0:33.527;0:37.900;0:50.950;228.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.527;37.900;50.950;
12;1;14;2:01.978;0;;33.393;0;37.776;0;50.809;0;172.4;28:41.661;13:02:46.262;0:33.393;0:37.776;0:50.809;234.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.393;37.776;50.809;
12;1;15;2:02.588;0;;33.718;0;38.038;0;50.832;0;171.6;30:44.249;13:04:48.850;0:33.718;0:38.038;0:50.832;230.3;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;GF;33.718;38.038;50.832;
12;1;16;2:02.568;0;;33.609;0;37.802;0;51.157;0;171.6;32:46.817;13:06:51.418;0:33.609;0:37.802;0:51.157;227.8;Alexander ABKHAZAVA;;;;KCL MP Motorsport;;FF;33.609;37.802;51.157;
