Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
1;Hudson SCHWARTZ;KCL MP Motorsport;1;Turn 1;6;17:54:16.175;3;no;no
1;Hudson SCHWARTZ;KCL MP Motorsport;2;Turn 9;6;17:54:58.496;3;no;no
1;Hudson SCHWARTZ;KCL MP Motorsport;3;Turn 7;12;18:08:09.977;3;no;no
2;Vivek KANTHAN;Campos Racing;1;Turn 1;7;17:56:21.509;2;no;no
2;Vivek KANTHAN;Campos Racing;2;Turn 1;9;18:00:21.245;2;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 1;6;17:54:11.444;3;no;no
4;Ean EYCKMANS;MP Motorsport;2;Turn 5;7;17:56:32.401;3;no;no
4;Ean EYCKMANS;MP Motorsport;3;Turn 1;7;17:56:12.840;3;no;no
5;Miguel COSTA;Campos Racing;1;Turn 1;6;17:54:13.520;4;no;no
5;Miguel COSTA;Campos Racing;2;Turn 7;6;17:54:43.548;4;no;no
5;Miguel COSTA;Campos Racing;3;Turn 7;7;17:56:43.300;4;no;no
5;Miguel COSTA;Campos Racing;4;Turn 1;8;17:58:15.912;4;no;no
9;René LAMMERS;MP Motorsport;1;Turn 7;6;17:54:39.241;3;no;no
9;René LAMMERS;MP Motorsport;2;Turn 1;12;18:06:05.253;3;no;no
9;René LAMMERS;MP Motorsport;3;Turn 1;13;18:08:03.571;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 1;6;17:54:10.237;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 5;11;18:04:28.138;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;3;Turn 1;13;18:08:09.318;3;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 1;6;17:54:21.773;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;2;Turn 1;7;17:56:22.643;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;3;Turn 1;11;18:04:23.847;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;4;Turn 1;12;18:06:26.304;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 1;5;17:52:20.642;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 9;10;18:03:08.348;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;3;Turn 9;11;18:05:08.637;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;4;Turn 9;13;18:09:10.707;4;no;no
19;Matus RYBA;Griffin Core;1;Turn 1;6;17:54:16.175;3;no;no
19;Matus RYBA;Griffin Core;2;Turn 1;9;18:00:17.110;3;no;no
19;Matus RYBA;Griffin Core;3;Turn 7;10;18:02:49.560;3;no;no
22;Juan COTA;MP Motorsport;1;Turn 1;6;17:54:14.637;3;no;no
22;Juan COTA;MP Motorsport;2;Turn 1;8;17:58:15.912;3;no;no
22;Juan COTA;MP Motorsport;3;Turn 5;12;18:06:29.792;3;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 1;6;17:54:10.237;2;no;no
23;Jan PRZYROWSKI;Griffin Core;2;Turn 1;9;18:00:11.512;2;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 1;6;17:54:18.437;3;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 9;6;17:55:01.167;3;no;no
24;Kyuho LEE;Rodin Motorsport;3;Turn 9;10;18:03:05.345;3;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 5;6;17:54:38.184;9;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 1;6;17:54:18.437;9;no;no
27;Alexander JACOBY;Monlau Motorsport;3;Turn 7;6;17:54:48.486;9;no;no
27;Alexander JACOBY;Monlau Motorsport;4;Turn 9;6;17:55:01.167;9;no;no
27;Alexander JACOBY;Monlau Motorsport;5;Turn 1;7;17:56:21.509;9;no;no
27;Alexander JACOBY;Monlau Motorsport;6;Turn 1;8;17:58:32.580;9;no;no
27;Alexander JACOBY;Monlau Motorsport;7;Turn 1;9;18:00:33.911;9;no;no
27;Alexander JACOBY;Monlau Motorsport;8;Turn 5;12;18:06:52.180;9;no;no
27;Alexander JACOBY;Monlau Motorsport;9;Turn 1;12;18:06:33.106;9;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 1;7;17:56:22.643;2;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 9;11;18:05:08.637;2;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 7;10;18:02:42.356;3;no;no
33;Christopher EL FEGHALI;Drivex;2;Turn 9;10;18:02:53.103;3;no;no
33;Christopher EL FEGHALI;Drivex;3;Turn 1;14;18:10:08.978;3;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 9;6;17:55:03.368;2;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 1;14;18:10:21.454;2;no;no
39;Santino PANETTA;TC Racing;1;Turn 7;6;17:54:47.551;3;no;no
39;Santino PANETTA;TC Racing;2;Turn 1;9;18:00:18.839;3;no;no
39;Santino PANETTA;TC Racing;3;Turn 7;10;18:02:49.560;3;no;no
41;Stepan SUSLOV;DXR;1;Turn 1;6;17:54:18.437;4;no;no
41;Stepan SUSLOV;DXR;2;Turn 5;9;18:00:39.743;4;no;no
41;Stepan SUSLOV;DXR;3;Turn 1;10;18:02:20.506;4;no;no
41;Stepan SUSLOV;DXR;4;Turn 5;10;18:02:40.665;4;no;no
46;Nathan TYE;Rodin Motorsport;1;Turn 7;8;17:58:47.021;2;no;no
46;Nathan TYE;Rodin Motorsport;2;Turn 7;13;18:08:46.447;2;no;no
48;Gino TRAPPA;Drivex;1;Turn 9;5;17:52:57.938;2;no;no
48;Gino TRAPPA;Drivex;2;Turn 1;8;17:58:17.571;2;no;no
55;Emma FELBERMAYR;Rodin Motorsport;1;Turn 9;6;17:55:04.503;3;no;no
55;Emma FELBERMAYR;Rodin Motorsport;2;Turn 1;7;17:56:23.377;3;no;no
55;Emma FELBERMAYR;Rodin Motorsport;3;Turn 1;9;18:00:26.850;3;no;no
57;Artem SEVERIUKHIN;DXR;1;Turn 1;5;17:52:20.642;8;no;no
57;Artem SEVERIUKHIN;DXR;2;Turn 9;5;17:53:04.078;8;no;no
57;Artem SEVERIUKHIN;DXR;3;Turn 1;6;17:54:23.176;8;no;no
57;Artem SEVERIUKHIN;DXR;4;Turn 9;6;17:55:05.570;8;no;no
57;Artem SEVERIUKHIN;DXR;5;Turn 1;7;17:56:25.775;8;no;no
57;Artem SEVERIUKHIN;DXR;6;Turn 1;9;18:00:26.850;8;no;no
57;Artem SEVERIUKHIN;DXR;7;Turn 5;12;18:06:48.777;8;no;no
57;Artem SEVERIUKHIN;DXR;8;Turn 1;14;18:10:31.517;8;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 5;6;17:54:36.984;6;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 9;7;17:57:01.351;6;no;no
70;Aleksandar BOGUNOVIC;GRS Team;3;Turn 1;13;18:08:28.440;6;no;no
70;Aleksandar BOGUNOVIC;GRS Team;4;Turn 5;13;18:08:48.197;6;no;no
70;Aleksandar BOGUNOVIC;GRS Team;5;Turn 9;13;18:09:11.909;6;no;no
70;Aleksandar BOGUNOVIC;GRS Team;6;Turn 5;14;18:10:51.057;6;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 9;5;17:53:01.609;4;no;no
71;Daniel DALLAKYAN;GRS Team;2;Turn 1;13;18:08:28.440;4;no;no
71;Daniel DALLAKYAN;GRS Team;3;Turn 5;13;18:08:48.197;4;no;no
71;Daniel DALLAKYAN;GRS Team;4;Turn 9;13;18:09:10.707;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 9;7;17:56:54.611;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;2;Turn 9;10;18:02:53.103;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;3;Turn 5;14;18:10:27.667;3;no;no
78;Alfio SPINA;TC Racing;1;Turn 1;7;17:56:18.242;4;no;no
78;Alfio SPINA;TC Racing;2;Turn 1;9;18:00:18.839;4;no;no
78;Alfio SPINA;TC Racing;3;Turn 7;10;18:02:49.560;4;no;no
78;Alfio SPINA;TC Racing;4;Turn 1;13;18:08:21.578;4;no;no
81;Noah MONTEIRO;Campos Racing;1;Turn 1;9;18:00:11.512;2;no;no
81;Noah MONTEIRO;Campos Racing;2;Turn 1;12;18:06:08.504;2;no;no
99;Thomas STRAUVEN;Griffin Core;1;Turn 1;7;17:56:10.775;4;no;no
99;Thomas STRAUVEN;Griffin Core;2;Turn 9;9;18:00:51.145;4;no;no
99;Thomas STRAUVEN;Griffin Core;3;Turn 9;10;18:02:49.898;4;no;no
99;Thomas STRAUVEN;Griffin Core;4;Turn 1;14;18:10:02.117;4;no;no
