TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1743349248;30/03/2025 15:40:48;17,61;29;30;1019;25,02;298;0;
1743349368;30/03/2025 15:42:48;17,61;29;30;1019;25,02;298;0;
1743349488;30/03/2025 15:44:48;17,61;28,7;30;1019;25,02;298;0;
1743349608;30/03/2025 15:46:48;17,61;28,6;30;1019;25,02;298;0;
1743349728;30/03/2025 15:48:48;17,61;28,6;30;1019;25,02;298;0;
1743349848;30/03/2025 15:50:48;17,61;28,6;30;1019;25,02;298;0;
1743349968;30/03/2025 15:52:48;17,61;28,5;30;1019;25,02;298;0;
1743350088;30/03/2025 15:54:48;17,61;28,3;30;1019;25,02;298;0;
1743350208;30/03/2025 15:56:48;17,61;28,2;30;1019;25,02;298;0;
1743350328;30/03/2025 15:58:48;17,61;28,1;30;1019;25,02;298;0;
1743350448;30/03/2025 16:00:48;17,61;27,9;30;1019;25,02;298;0;
1743350568;30/03/2025 16:02:48;17,61;27,9;30;1019;25,02;298;0;
1743350688;30/03/2025 16:04:48;17,61;27,8;30;1019;25,02;298;0;
1743350808;30/03/2025 16:06:48;17,61;27,7;30;1019;25,02;298;0;
1743350928;30/03/2025 16:08:48;17,59;27,6;30;1019;25,02;298;0;
1743351048;30/03/2025 16:10:48;17,59;27,5;30;1019;25,02;298;0;
