Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
1;Hudson SCHWARTZ;KCL MP Motorsport;1;Turn 1;2;15:35:47.413;3;no;no
1;Hudson SCHWARTZ;KCL MP Motorsport;2;Turn 5;8;15:48:09.896;3;no;no
1;Hudson SCHWARTZ;KCL MP Motorsport;3;Turn 1;9;15:49:29.538;3;no;no
2;Vivek KANTHAN;Campos Racing;1;Turn 5;3;15:38:03.763;3;no;no
2;Vivek KANTHAN;Campos Racing;2;Turn 1;4;15:39:25.332;3;no;no
2;Vivek KANTHAN;Campos Racing;3;Turn 5;9;15:49:55.169;3;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 1;14;16:00:30.956;1;no;no
5;Miguel COSTA;Campos Racing;1;Turn 4;4;15:39:43.360;3;no;no
5;Miguel COSTA;Campos Racing;2;Turn 1;9;15:49:29.538;3;no;no
5;Miguel COSTA;Campos Racing;3;Turn 1;13;15:58:45.736;3;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;1;Turn 4;15;16:02:41.634;2;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;2;Turn 1;16;16:04:17.409;2;no;no
9;René LAMMERS;MP Motorsport;1;Turn 1;8;15:47:37.187;1;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 4;2;15:36:00.401;5;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 1;3;15:37:34.596;5;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;3;Turn 1;6;15:42:56.399;5;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;4;Turn 1;8;15:47:37.187;5;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;5;Turn 5;8;15:48:06.158;5;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 1;13;15:58:43.942;1;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 1;9;15:49:32.469;1;no;no
22;Juan COTA;MP Motorsport;1;Turn 1;6;15:42:54.328;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 1;2;15:35:53.063;2;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 1;4;15:39:30.143;2;no;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 1;2;15:35:53.063;3;no;no
25;Francisco MONARCA;Monlau Motorsport;2;Turn 5;8;15:48:09.896;3;no;no
25;Francisco MONARCA;Monlau Motorsport;3;Turn 4;15;16:02:41.634;3;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 1;3;15:37:39.928;4;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 5;4;15:39:57.904;4;no;no
27;Alexander JACOBY;Monlau Motorsport;3;Turn 1;9;15:49:32.469;4;no;no
27;Alexander JACOBY;Monlau Motorsport;4;Turn 4;16;16:04:30.345;4;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 4;3;15:37:55.415;2;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 1;3;15:37:41.930;2;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 1;5;15:41:11.393;3;no;no
33;Christopher EL FEGHALI;Drivex;2;Turn 1;8;15:47:40.063;3;no;no
33;Christopher EL FEGHALI;Drivex;3;Turn 1;14;16:00:33.476;3;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 1;9;15:49:33.531;2;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 5;14;16:01:07.375;2;no;no
39;Santino PANETTA;TC Racing;1;Turn 5;2;15:36:18.093;4;no;no
39;Santino PANETTA;TC Racing;2;Turn 1;9;15:49:29.538;4;no;no
39;Santino PANETTA;TC Racing;3;Turn 1;13;15:58:45.736;4;no;no
39;Santino PANETTA;TC Racing;4;Turn 4;14;16:00:50.350;4;no;no
41;Stepan SUSLOV;DXR;1;Turn 5;4;15:40:02.581;4;no;no
41;Stepan SUSLOV;DXR;2;Turn 5;9;15:50:02.382;4;no;no
41;Stepan SUSLOV;DXR;3;Turn 1;13;15:58:49.597;4;no;no
41;Stepan SUSLOV;DXR;4;Turn 1;14;16:00:38.396;4;no;no
46;Nathan TYE;Rodin Motorsport;1;Turn 5;9;15:49:55.169;1;no;no
48;Gino TRAPPA;Drivex;1;Turn 4;2;15:36:03.341;5;no;no
48;Gino TRAPPA;Drivex;2;Turn 5;2;15:36:16.751;5;no;no
48;Gino TRAPPA;Drivex;3;Turn 1;9;15:49:28.401;5;no;no
48;Gino TRAPPA;Drivex;4;Turn 5;15;16:02:51.709;5;no;no
48;Gino TRAPPA;Drivex;5;Turn 1;16;16:04:13.264;5;no;no
55;Emma FELBERMAYR;Rodin Motorsport;1;Turn 5;4;15:39:59.840;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 4;2;15:36:09.339;1;no;no
62;Andre RODRIGUEZ;Monlau Motorsport;1;Turn 1;5;15:41:24.136;1;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 1;5;15:41:21.530;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 1;14;16:00:38.396;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 1;4;15:39:32.988;3;no;no
71;Daniel DALLAKYAN;GRS Team;2;Turn 1;5;15:41:24.136;3;no;no
71;Daniel DALLAKYAN;GRS Team;3;Turn 1;9;15:49:34.609;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 5;3;15:38:03.763;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;2;Turn 4;8;15:47:52.680;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;3;Turn 1;8;15:47:40.063;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;4;Turn 5;8;15:48:06.158;4;no;no
78;Alfio SPINA;TC Racing;1;Turn 5;14;16:01:04.370;1;no;no
81;Noah MONTEIRO;Campos Racing;1;Turn 1;14;16:00:33.476;1;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 1;4;15:39:32.988;1;no;no
