TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1749306825;07/06/2025 14:33:45;30,75;43,4;27;1016;18,036;326;0;
1749306905;07/06/2025 14:35:05;29,89;43,3;31;1016;21,348;327;0;
1749306985;07/06/2025 14:36:25;29,89;43,3;31;1016;21,348;327;0;
1749307065;07/06/2025 14:37:45;29,89;43,3;31;1016;21,348;327;0;
1749307145;07/06/2025 14:39:05;29,89;43,3;31;1016;21,348;327;0;
1749307225;07/06/2025 14:40:25;29,89;43,2;31;1016;21,348;327;0;
1749307305;07/06/2025 14:41:45;29,89;43,2;31;1016;21,348;327;0;
1749307385;07/06/2025 14:43:05;29,89;43;31;1016;21,348;327;0;
1749307466;07/06/2025 14:44:26;29,89;43;31;1016;21,348;327;0;
1749307546;07/06/2025 14:45:46;29,89;43;31;1016;21,348;327;0;
1749307625;07/06/2025 14:47:05;29,89;43;31;1016;21,348;327;0;
1749307705;07/06/2025 14:48:25;29,89;43,1;31;1016;21,348;327;0;
1749307785;07/06/2025 14:49:45;29,89;43,1;31;1016;21,348;327;0;
1749307865;07/06/2025 14:51:05;29,89;43;31;1016;21,348;327;0;
1749307945;07/06/2025 14:52:25;29,89;42,9;31;1016;21,348;327;0;
1749308025;07/06/2025 14:53:45;29,89;42,9;31;1016;21,348;327;0;
1749308105;07/06/2025 14:55:05;29,89;42,7;31;1016;21,348;327;0;
1749308185;07/06/2025 14:56:25;29,89;42,6;31;1016;21,348;327;0;
1749308265;07/06/2025 14:57:45;29,89;42,5;31;1016;21,348;327;0;
1749308345;07/06/2025 14:59:05;29,89;42,4;31;1016;21,348;327;0;
1749308425;07/06/2025 15:00:25;29,89;42,4;31;1016;21,348;327;0;
1749308505;07/06/2025 15:01:45;29,89;42,4;31;1016;21,348;327;0;
1749308585;07/06/2025 15:03:05;29,89;42,3;31;1016;21,348;327;0;
1749308666;07/06/2025 15:04:26;29,89;42,2;31;1016;21,348;327;0;
