TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1743316247;30/03/2025 6:30:47;5,84;5,1;68;1021;31,932;283;0;
1743316367;30/03/2025 6:32:47;5,84;5,2;68;1021;31,932;283;0;
1743316487;30/03/2025 6:34:47;7,02;5,3;66;1022;32,724;284;0;
1743316607;30/03/2025 6:36:47;7,02;5,4;66;1022;32,724;284;0;
1743316727;30/03/2025 6:38:47;7,02;5,4;66;1022;32,724;284;0;
1743316847;30/03/2025 6:40:47;7,02;5,7;66;1022;32,724;284;0;
1743316967;30/03/2025 6:42:47;7,02;5,8;66;1022;32,724;284;0;
1743317087;30/03/2025 6:44:47;7,02;5,9;66;1022;32,724;284;0;
1743317207;30/03/2025 6:46:47;7,02;6;66;1022;32,724;284;0;
1743317327;30/03/2025 6:48:47;7,02;6,2;66;1022;32,724;284;0;
1743317447;30/03/2025 6:50:47;7,02;6,3;66;1022;32,724;284;0;
1743317567;30/03/2025 6:52:47;7,32;6,4;65;1022;32,724;284;0;
1743317687;30/03/2025 6:54:47;7,32;6,6;65;1022;32,724;284;0;
