Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
5;Miguel COSTA;Campos Racing;1;Turn 9;5;12:04:54.280;2;no;no
5;Miguel COSTA;Campos Racing;2;Turn 5;5;12:04:31.576;2;no;no
5;Miguel COSTA;Campos Racing;3;Turn 9;6;12:06:54.570;2;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;1;Turn 1;9;12:12:56.367;1;no;no
9;René LAMMERS;MP Motorsport;1;Turn 5;9;12:12:49.905;1;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 9;3;12:00:53.533;2;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 9;8;12:10:56.103;2;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 9;10;12:14:55.137;1;no;no
11;Reno FRANCOT;KCL MP Motorsport;2;Turn 5;10;12:14:33.841;1;no;no
14;Jean Paul KARRAS;Saintéloc Racing;1;Turn 5;3;12:00:57.893;1;no;no
15;Edward ROBINSON;DXR;1;Turn 9;6;12:06:59.500;2;no;no
15;Edward ROBINSON;DXR;2;Turn 9;7;12:09:01.954;2;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 9;6;12:07:44.479;3;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 9;7;12:09:44.963;3;no;no
17;Nacho TUÑON;Tecnicar by Amtog;3;Turn 9;10;12:15:17.160;3;no;no
19;Matus RYBA;Griffin Core;1;Turn 1;8;12:10:13.234;2;no;no
19;Matus RYBA;Griffin Core;2;Turn 9;10;12:14:53.937;2;no;no
22;Juan COTA;MP Motorsport;1;Turn 9;5;12:04:48.205;5;no;no
22;Juan COTA;MP Motorsport;2;Turn 5;5;12:04:28.376;5;no;no
22;Juan COTA;MP Motorsport;3;Turn 9;6;12:06:48.623;5;no;no
22;Juan COTA;MP Motorsport;4;Turn 9;7;12:08:47.339;5;no;no
22;Juan COTA;MP Motorsport;5;Turn 1;6;12:06:07.962;5;no;no
22;Juan COTA;MP Motorsport;6;Turn 1;7;12:08:07.103;5;no;no
22;Juan COTA;MP Motorsport;7;Turn 9;9;12:12:46.475;5;no;no
22;Juan COTA;MP Motorsport;8;Turn 9;10;12:14:45.228;5;no;no
22;Juan COTA;MP Motorsport;9;Turn 1;10;12:14:04.824;5;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 5;5;12:04:25.981;2;no;no
23;Jan PRZYROWSKI;Griffin Core;2;Turn 9;6;12:06:47.692;2;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 7;5;12:05:10.724;2;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 9;6;12:07:24.494;2;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 5;7;12:08:55.639;1;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 9;7;12:09:46.366;1;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 9;3;12:00:55.274;3;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 9;6;12:06:58.298;3;no;no
37;Filippo FIORENTINO;Drivex;3;Turn 9;7;12:08:58.486;3;no;no
39;Santino PANETTA;TC Racing;1;Turn 5;4;12:02:45.834;1;no;no
41;Stepan SUSLOV;DXR;1;Turn 5;8;12:10:39.977;2;no;no
41;Stepan SUSLOV;DXR;2;Turn 5;10;12:14:42.149;2;no;no
46;Nathan TYE;Rodin Motorsport;1;Turn 9;8;12:11:14.889;2;no;no
46;Nathan TYE;Rodin Motorsport;2;Turn 5;10;12:14:53.693;2;no;no
57;Artem SEVERIUKHIN;DXR;1;Turn 1;3;12:00:13.962;4;no;no
57;Artem SEVERIUKHIN;DXR;2;Turn 9;3;12:00:56.335;4;no;no
57;Artem SEVERIUKHIN;DXR;3;Turn 9;5;12:05:00.217;4;no;no
57;Artem SEVERIUKHIN;DXR;4;Turn 9;6;12:07:01.935;4;no;no
57;Artem SEVERIUKHIN;DXR;5;Turn 9;7;12:09:04.224;4;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 5;6;12:06:57.488;3;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 9;8;12:11:20.560;3;no;no
70;Aleksandar BOGUNOVIC;GRS Team;3;Turn 5;9;12:12:58.547;3;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 5;3;12:00:57.158;3;no;no
71;Daniel DALLAKYAN;GRS Team;2;Turn 5;4;12:03:03.152;3;no;no
71;Daniel DALLAKYAN;GRS Team;3;Turn 9;10;12:15:39.547;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 9;7;12:09:38.023;1;no;no
78;Alfio SPINA;TC Racing;1;Turn 1;6;12:06:37.434;1;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 9;6;12:07:04.071;1;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 9;6;12:07:15.284;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 9;7;12:09:15.283;2;no;no
