NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; S4; S4_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;S4_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;S4_SECONDS;
1;1;1;2:20.060;0;;36.280;0;36.653;0;23.185;0;43.942;0;137.4;2:20.060;11:57:20.060;0:36.280;0:36.653;0:23.185;0:43.942;176.2;Hudson SCHWARTZ;0:00:03.472;;;KCL MP Motorsport;;GF;36.280;36.653;23.185;43.942;
1;1;2;2:41.532;0;B;39.031;0;44.842;0;22.670;0;54.989;0;119.1;5:01.592;12:00:01.592;0:39.031;0:44.842;0:22.670;0:54.989;119.6;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;39.031;44.842;22.670;54.989;
1;1;3;2:21.721;0;;50.422;0;32.074;0;20.803;0;38.422;0;135.7;7:23.313;12:02:23.313;0:50.422;0:32.074;0:20.803;0:38.422;237.9;Hudson SCHWARTZ;0:00:28.561;;;KCL MP Motorsport;;GF;50.422;32.074;20.803;38.422;
1;1;4;1:59.925;0;;30.918;0;31.246;0;20.197;0;37.564;0;160.4;9:23.238;12:04:23.238;0:30.918;0:31.246;0:20.197;0:37.564;234.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.918;31.246;20.197;37.564;
1;1;5;1:59.971;0;;31.072;0;31.090;0;20.274;0;37.535;0;160.4;11:23.209;12:06:23.209;0:31.072;0:31.090;0:20.274;0:37.535;238.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.072;31.090;20.274;37.535;
1;1;6;2:00.506;0;;30.921;0;31.283;0;20.088;0;38.214;0;159.6;13:23.715;12:08:23.715;0:30.921;0:31.283;0:20.088;0:38.214;230.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.921;31.283;20.088;38.214;
1;1;7;1:58.723;0;;30.706;0;30.974;0;20.010;0;37.033;3;162.0;15:22.438;12:10:22.438;0:30.706;0:30.974;0:20.010;0:37.033;238.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.706;30.974;20.010;37.033;
1;1;8;1:58.964;0;;30.674;0;31.028;0;20.056;0;37.206;0;161.7;17:21.402;12:12:21.402;0:30.674;0:31.028;0:20.056;0:37.206;237.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.674;31.028;20.056;37.206;
1;1;9;1:58.708;2;;30.704;0;30.825;0;20.009;2;37.170;0;162.1;19:20.110;12:14:20.110;0:30.704;0:30.825;0:20.009;0:37.170;238.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.704;30.825;20.009;37.170;
1;1;10;1:59.263;0;;30.498;2;30.756;2;20.191;0;37.818;0;161.3;21:19.373;12:16:19.373;0:30.498;0:30.756;0:20.191;0:37.818;236.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;FF;30.498;30.756;20.191;37.818;
10;1;1;2:22.654;0;;39.061;0;37.440;0;23.044;0;43.109;0;134.9;2:22.654;11:57:22.654;0:39.061;0:37.440;0:23.044;0:43.109;203.8;Niklas SCHAUFLER;0:00:04.911;R;;KCL MP Motorsport;;GF;39.061;37.440;23.044;43.109;
10;1;2;2:34.715;0;;39.993;0;43.885;0;22.384;0;48.453;0;124.3;4:57.369;11:59:57.369;0:39.993;0:43.885;0:22.384;0:48.453;121.1;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;39.993;43.885;22.384;48.453;
10;1;3;2:06.405;0;;35.278;0;32.135;0;20.560;0;38.432;0;152.2;7:03.774;12:02:03.774;0:35.278;0:32.135;0:20.560;0:38.432;237.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;35.278;32.135;20.560;38.432;
10;1;4;2:00.331;0;;31.112;0;31.237;0;20.292;0;37.690;0;159.9;9:04.105;12:04:04.105;0:31.112;0:31.237;0:20.292;0:37.690;235.3;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;31.112;31.237;20.292;37.690;
10;1;5;2:00.976;0;;30.853;0;31.350;0;20.112;0;38.661;0;159.0;11:05.081;12:06:05.081;0:30.853;0:31.350;0:20.112;0:38.661;236.3;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;30.853;31.350;20.112;38.661;
10;1;6;2:00.881;0;;31.961;0;31.257;0;20.094;0;37.569;0;159.2;13:05.962;12:08:05.962;0:31.961;0:31.257;0:20.094;0:37.569;238.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;31.961;31.257;20.094;37.569;
10;1;7;1:59.286;2;;30.918;0;31.050;2;20.005;2;37.313;2;161.3;15:05.248;12:10:05.248;0:30.918;0:31.050;0:20.005;0:37.313;240.0;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;30.918;31.050;20.005;37.313;
10;1;8;1:59.386;0;;30.750;0;31.053;0;20.125;0;37.458;0;161.1;17:04.634;12:12:04.634;0:30.750;0:31.053;0:20.125;0:37.458;236.8;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;30.750;31.053;20.125;37.458;
10;1;9;1:59.443;0;;30.566;2;31.180;0;20.271;0;37.426;0;161.1;19:04.077;12:14:04.077;0:30.566;0:31.180;0:20.271;0:37.426;235.8;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;30.566;31.180;20.271;37.426;
10;1;10;2:11.399;0;B;30.702;0;31.090;0;20.155;0;49.452;0;146.4;21:15.476;12:16:15.476;0:30.702;0:31.090;0:20.155;0:49.452;217.7;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;FF;30.702;31.090;20.155;49.452;
11;1;1;2:36.015;0;;52.046;0;40.525;0;22.650;0;40.794;0;123.3;2:36.015;11:57:36.015;0:52.046;0:40.525;0:22.650;0:40.794;227.4;Reno FRANCOT;0:00:17.296;;;KCL MP Motorsport;;GF;52.046;40.525;22.650;40.794;
11;1;2;2:22.570;0;;32.684;0;42.461;0;25.676;0;41.749;0;134.9;4:58.585;11:59:58.585;0:32.684;0:42.461;0:25.676;0:41.749;168.7;Reno FRANCOT;;;;KCL MP Motorsport;;GF;32.684;42.461;25.676;41.749;
11;1;3;2:04.412;0;;33.235;0;31.949;0;20.866;0;38.362;0;154.6;7:02.997;12:02:02.997;0:33.235;0:31.949;0:20.866;0:38.362;237.9;Reno FRANCOT;;;;KCL MP Motorsport;;GF;33.235;31.949;20.866;38.362;
11;1;4;2:00.337;0;;31.248;0;31.281;0;20.161;0;37.647;0;159.9;9:03.334;12:04:03.334;0:31.248;0:31.281;0:20.161;0:37.647;234.8;Reno FRANCOT;;;;KCL MP Motorsport;;GF;31.248;31.281;20.161;37.647;
11;1;5;2:01.996;0;;31.131;0;31.998;0;20.522;0;38.345;0;157.7;11:05.330;12:06:05.330;0:31.131;0:31.998;0:20.522;0:38.345;235.8;Reno FRANCOT;;;;KCL MP Motorsport;;GF;31.131;31.998;20.522;38.345;
11;1;6;1:59.574;0;;31.093;0;31.092;0;20.059;0;37.330;0;160.9;13:04.904;12:08:04.904;0:31.093;0:31.092;0:20.059;0:37.330;237.9;Reno FRANCOT;;;;KCL MP Motorsport;;GF;31.093;31.092;20.059;37.330;
11;1;7;1:59.245;2;;30.894;0;30.938;2;19.971;2;37.442;0;161.3;15:04.149;12:10:04.149;0:30.894;0:30.938;0:19.971;0:37.442;238.9;Reno FRANCOT;;;;KCL MP Motorsport;;GF;30.894;30.938;19.971;37.442;
11;1;8;1:59.279;0;;30.662;2;31.070;0;20.092;0;37.455;0;161.3;17:03.428;12:12:03.428;0:30.662;0:31.070;0:20.092;0:37.455;235.3;Reno FRANCOT;;;;KCL MP Motorsport;;GF;30.662;31.070;20.092;37.455;
11;1;9;2:01.355;0;;30.765;0;32.908;0;20.375;0;37.307;0;158.5;19:04.783;12:14:04.783;0:30.765;0:32.908;0:20.375;0:37.307;236.8;Reno FRANCOT;;;;KCL MP Motorsport;;GF;30.765;32.908;20.375;37.307;
11;1;10;1:58.925;0;;30.727;0;30.942;0;20.002;0;37.254;2;161.8;21:03.708;12:16:03.708;0:30.727;0:30.942;0:20.002;0:37.254;236.8;Reno FRANCOT;;;;KCL MP Motorsport;;FF;30.727;30.942;20.002;37.254;
14;1;1;2:57.906;0;B;1:09.724;0;36.030;0;22.760;0;49.392;0;108.1;2:57.906;11:57:57.906;1:09.724;0:36.030;0:22.760;0:49.392;206.5;Jean Paul KARRAS;0:00:36.093;R;;Saintéloc Racing;;GF;69.724;36.030;22.760;49.392;
14;1;2;2:30.671;0;;57.313;0;33.400;0;21.350;0;38.608;0;127.7;5:28.577;12:00:28.577;0:57.313;0:33.400;0:21.350;0:38.608;232.3;Jean Paul KARRAS;0:00:32.825;R;;Saintéloc Racing;;GF;57.313;33.400;21.350;38.608;
14;1;3;2:03.249;0;;31.887;0;32.206;0;21.226;0;37.930;0;156.1;7:31.826;12:02:31.826;0:31.887;0:32.206;0:21.226;0:37.930;235.8;Jean Paul KARRAS;;R;;Saintéloc Racing;;GF;31.887;32.206;21.226;37.930;
