Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
6;Lewis WHERRELL;T-Code by Amtog;1;Turn 10;6;09:10:48.310;2;no;no
6;Lewis WHERRELL;T-Code by Amtog;2;Turn 10;7;09:12:33.252;2;no;no
9;René LAMMERS;MP Motorsport;1;Turn 5;6;09:16:32.416;1;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 5;4;09:12:15.224;1;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 10;7;09:18:46.053;1;no;no
22;Juan COTA;MP Motorsport;1;Turn 5;2;09:08:51.021;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 5;7;09:19:26.624;1;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 5;8;09:18:25.927;1;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 5;8;09:18:29.996;2;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 5;9;09:20:14.738;2;no;no
39;Santino PANETTA;TC Racing;1;Turn 5;5;09:12:52.747;2;no;no
39;Santino PANETTA;TC Racing;2;Turn 5;6;09:14:36.868;2;no;no
39;Santino PANETTA;TC Racing;3;Turn 10;6;09:15:22.585;2;no;no
48;Gino TRAPPA;Drivex;1;Turn 5;4;09:11:30.418;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 5;5;09:13:19.296;3;no;no
57;Kaiden HIGGINS;DXR;2;Turn 5;7;09:16:46.898;3;no;no
57;Kaiden HIGGINS;DXR;3;Turn 5;8;09:18:30.944;3;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 5;3;09:09:07.075;1;no;no
88;Rogerio GROTTA;TC Racing;1;Turn 3;7;09:15:59.583;1;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 5;4;09:10:58.493;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 5;8;09:17:56.413;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;3;Turn 10;7;09:16:58.180;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;4;Turn 10;8;09:18:42.378;3;no;no
