TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1758438008;21/09/2025 7:00:08;21;23,2;69;1016;12,96;300;0;
1758438128;21/09/2025 7:02:08;21;23,2;69;1016;12,96;300;0;
1758438248;21/09/2025 7:04:08;21;23,2;69;1015;12,96;300;0;
1758438368;21/09/2025 7:06:08;21;23,1;69;1015;12,96;300;0;
1758438488;21/09/2025 7:08:08;21;23,1;69;1015;12,96;300;0;
1758438608;21/09/2025 7:10:08;21;23,1;68;1015;12,96;300;0;
1758438728;21/09/2025 7:12:08;21;23,1;68;1015;12,96;300;0;
1758438848;21/09/2025 7:14:08;21;23,1;68;1015;12,96;300;0;
1758438968;21/09/2025 7:16:08;21,02;23,1;68;1015;12,96;300;0;
1758439088;21/09/2025 7:18:08;21,02;23,1;68;1015;12,96;300;0;
