Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
1;Hudson SCHWARTZ;KCL MP Motorsport;1;Turn 8;6;12:24:37.358;1;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 2;11;12:33:08.764;1;no;no
5;Miguel COSTA;Campos Racing;1;Turn 15;2;12:16:56.123;4;no;no
5;Miguel COSTA;Campos Racing;2;Turn 2;3;12:17:29.839;4;no;no
5;Miguel COSTA;Campos Racing;3;Turn 15;9;12:30:46.719;4;no;no
5;Miguel COSTA;Campos Racing;4;Turn 17;9;12:30:59.899;4;yes;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;1;Turn 15;2;12:17:41.394;2;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;2;Turn 8;14;12:39:13.705;2;no;no
9;René LAMMERS;MP Motorsport;1;Turn 15;5;12:23:30.105;2;no;no
9;René LAMMERS;MP Motorsport;2;Turn 2;13;12:36:32.573;2;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 8;15;12:40:52.903;1;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 8;7;12:26:22.491;2;no;no
11;Reno FRANCOT;KCL MP Motorsport;2;Turn 2;12;12:34:48.973;2;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 15;5;12:23:38.991;1;no;no
19;Matus RYBA;Griffin Core;1;Turn 2;10;12:31:22.226;1;no;no
22;Juan COTA;MP Motorsport;1;Turn 15;6;12:25:19.191;4;no;no
22;Juan COTA;MP Motorsport;2;Turn 15;7;12:27:07.059;4;no;no
22;Juan COTA;MP Motorsport;3;Turn 17;8;12:29:08.715;4;yes;no
22;Juan COTA;MP Motorsport;4;Turn 8;9;12:29:58.605;4;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 15;15;12:41:22.681;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 15;6;12:25:27.129;4;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 15;7;12:27:14.462;4;no;no
24;Kyuho LEE;Rodin Motorsport;3;Turn 8;8;12:28:19.072;4;no;no
24;Kyuho LEE;Rodin Motorsport;4;Turn 15;12;12:36:17.410;4;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 2;7;12:26:00.439;4;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 15;11;12:34:29.076;4;no;no
27;Alexander JACOBY;Monlau Motorsport;3;Turn 8;13;12:37:21.357;4;no;no
27;Alexander JACOBY;Monlau Motorsport;4;Turn 8;14;12:39:10.432;4;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 15;2;12:17:01.596;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 15;6;12:25:27.865;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;3;Turn 15;7;12:27:17.134;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;4;Turn 15;8;12:29:05.309;6;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;5;Turn 17;9;12:31:09.309;6;yes;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;6;Turn 15;12;12:36:24.254;6;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 15;6;12:25:23.190;3;no;no
33;Christopher EL FEGHALI;Drivex;2;Turn 8;9;12:30:01.349;3;no;no
33;Christopher EL FEGHALI;Drivex;3;Turn 15;9;12:30:46.719;3;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 15;9;12:30:50.050;3;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 17;12;12:36:28.985;3;yes;no
37;Filippo FIORENTINO;Drivex;3;Turn 15;15;12:41:39.670;3;no;no
39;Santino PANETTA;TC Racing;1;Turn 15;2;12:16:58.987;4;no;no
39;Santino PANETTA;TC Racing;2;Turn 15;6;12:25:24.399;4;no;no
39;Santino PANETTA;TC Racing;3;Turn 17;6;12:25:37.911;4;yes;no
39;Santino PANETTA;TC Racing;4;Turn 2;7;12:25:58.845;4;no;no
41;Stepan SUSLOV;DXR;1;Turn 17;8;12:29:16.111;4;yes;no
41;Stepan SUSLOV;DXR;2;Turn 15;11;12:34:29.076;4;no;no
41;Stepan SUSLOV;DXR;3;Turn 15;12;12:36:18.551;4;no;no
41;Stepan SUSLOV;DXR;4;Turn 15;13;12:38:08.140;4;no;no
48;Gino TRAPPA;Drivex;1;Turn 8;7;12:26:28.703;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 17;5;12:23:53.781;4;yes;no
57;Kaiden HIGGINS;DXR;2;Turn 17;6;12:25:43.130;4;yes;no
57;Kaiden HIGGINS;DXR;3;Turn 17;10;12:32:58.718;4;yes;no
57;Kaiden HIGGINS;DXR;4;Turn 15;13;12:38:11.862;4;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 8;6;12:24:43.493;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 15;8;12:29:05.309;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 8;6;12:24:43.493;4;no;no
71;Daniel DALLAKYAN;GRS Team;2;Turn 15;6;12:25:29.328;4;no;no
71;Daniel DALLAKYAN;GRS Team;3;Turn 15;9;12:30:57.587;4;no;no
71;Daniel DALLAKYAN;GRS Team;4;Turn 2;10;12:31:31.442;4;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 15;2;12:16:57.723;2;no;no
77;Andrej PETROVIC;T-Code by Amtog;2;Turn 17;6;12:25:36.379;2;yes;no
78;Alfio SPINA;TC Racing;1;Turn 15;2;12:16:57.723;2;no;no
78;Alfio SPINA;TC Racing;2;Turn 15;8;12:28:59.540;2;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 15;7;12:27:14.462;1;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 2;2;12:15:44.498;1;no;no
99;Thomas STRAUVEN;Griffin Core;1;Turn 17;6;12:25:30.844;3;yes;no
99;Thomas STRAUVEN;Griffin Core;2;Turn 17;8;12:29:04.840;3;yes;no
99;Thomas STRAUVEN;Griffin Core;3;Turn 8;13;12:37:02.310;3;no;no
