NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
1;1;1;1:53.661;0;;39.006;0;43.049;0;31.606;0;143.4;1:53.661;16:31:57.390;0:39.006;0:43.049;0:31.606;;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;39.006;43.049;31.606;
1;1;2;1:45.242;0;;31.928;0;42.220;0;31.094;0;159.3;3:38.903;16:33:42.632;0:31.928;0:42.220;0:31.094;232.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.928;42.220;31.094;
1;1;3;1:44.433;0;;31.745;0;41.988;0;30.700;0;160.5;5:23.336;16:35:27.065;0:31.745;0:41.988;0:30.700;230.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.745;41.988;30.700;
1;1;4;1:43.677;0;;31.530;0;41.701;0;30.446;2;161.7;7:07.013;16:37:10.742;0:31.530;0:41.701;0:30.446;231.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.530;41.701;30.446;
1;1;5;1:43.665;0;;31.459;2;41.600;2;30.606;0;161.7;8:50.678;16:38:54.407;0:31.459;0:41.600;0:30.606;231.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.459;41.600;30.606;
1;1;6;1:44.053;0;;31.498;0;41.828;0;30.727;0;161.1;10:34.731;16:40:38.460;0:31.498;0:41.828;0:30.727;231.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.498;41.828;30.727;
1;1;7;1:43.654;2;;31.464;0;41.629;0;30.561;0;161.7;12:18.385;16:42:22.114;0:31.464;0:41.629;0:30.561;230.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.464;41.629;30.561;
1;1;8;1:44.290;0;;31.542;0;42.108;0;30.640;0;160.8;14:02.675;16:44:06.404;0:31.542;0:42.108;0:30.640;230.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.542;42.108;30.640;
1;1;9;1:44.116;0;;31.583;0;41.816;0;30.717;0;161.0;15:46.791;16:45:50.520;0:31.583;0:41.816;0:30.717;230.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.583;41.816;30.717;
1;1;10;1:44.239;0;;31.664;0;41.866;0;30.709;0;160.8;17:31.030;16:47:34.759;0:31.664;0:41.866;0:30.709;228.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.664;41.866;30.709;
1;1;11;1:44.520;0;;31.828;0;41.927;0;30.765;0;160.4;19:15.550;16:49:19.279;0:31.828;0:41.927;0:30.765;228.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.828;41.927;30.765;
1;1;12;1:44.395;0;;31.768;0;41.832;0;30.795;0;160.6;20:59.945;16:51:03.674;0:31.768;0:41.832;0:30.795;228.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.768;41.832;30.795;
1;1;13;1:44.699;0;;31.776;0;41.963;0;30.960;0;160.1;22:44.644;16:52:48.373;0:31.776;0:41.963;0:30.960;228.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.776;41.963;30.960;
