Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
2;Francisco MACEDO;Griffin Core;1;Turn 6;15;11:36:14.763;1;no;no
6;Zack SCOULAR;Palou Motorsport;1;Turn 2;9;11:23:54.369;1;no;no
7;Maciej GLADYSZ;MP Motorsport;1;Turn 6;13;11:32:09.015;1;no;no
8;Enzo TARNVANICHKUL;Campos Racing;1;Turn 6;15;11:36:10.821;1;no;no
18;Garrett BERRY;Saintéloc Racing;1;Turn 15;5;11:17:19.080;3;yes;no
18;Garrett BERRY;Saintéloc Racing;2;Turn 11;11;11:29:04.329;3;no;no
18;Garrett BERRY;Saintéloc Racing;3;Turn 6;15;11:36:22.437;3;no;no
21;Cristian CANTÚ;Drivex;1;Turn 6;13;11:32:31.807;1;no;no
23;Alceu FELDMANN;Sparco Palou MS;1;Turn 6;5;11:16:06.091;1;no;no
25;Preston LAMBERT;Drivex;1;Turn 6;9;11:24:22.210;2;no;no
25;Preston LAMBERT;Drivex;2;Turn 6;10;11:26:24.669;2;no;no
26;Isaac BARASHI;Palou Motorsport;1;Turn 6;9;11:24:18.545;2;no;no
26;Isaac BARASHI;Palou Motorsport;2;Turn 6;13;11:32:36.409;2;no;no
43;Linus HELLBERG;Allay Racing;1;Turn 6;10;11:26:31.537;1;no;no
46;Emil HELLBERG;Allay Racing;1;Turn 6;11;11:28:35.803;1;no;no
48;James EGOZI;Palou Motorsport;1;Turn 11;4;11:14:46.206;1;no;no
55;Valerio RINICELLA;MP Motorsport;1;Turn 6;14;11:34:07.562;1;no;no
77;Emerson FITTIPALDI;MP Motorsport;1;Turn 6;14;11:34:19.878;1;no;no
87;Kai DARYANANI;KCL MP Motorsport;1;Turn 2;6;11:17:41.194;1;no;no
