TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1750496688;21/06/2025 9:04:48;26,83;41,5;66;1018;10,116;196;0;
1750496808;21/06/2025 9:06:48;26,83;41,5;66;1018;10,116;196;0;
1750496928;21/06/2025 9:08:48;26,83;41,7;66;1018;10,116;196;0;
1750497048;21/06/2025 9:10:48;26,83;41,7;66;1018;10,116;196;0;
1750497168;21/06/2025 9:12:48;26,83;42;66;1018;10,116;196;0;
1750497288;21/06/2025 9:14:48;26,83;42,2;66;1018;10,116;196;0;
1750497408;21/06/2025 9:16:48;26,83;42,2;66;1018;10,116;196;0;
1750497528;21/06/2025 9:18:48;26,83;42,5;66;1018;10,116;196;0;
1750497648;21/06/2025 9:20:48;26,83;42,5;66;1018;10,116;196;0;
1750497768;21/06/2025 9:22:48;26,83;42,7;66;1018;10,116;196;0;
1750497888;21/06/2025 9:24:48;26,83;42,7;66;1018;10,116;196;0;
1750498008;21/06/2025 9:26:48;26,83;42,7;66;1018;10,116;196;0;
1750498128;21/06/2025 9:28:48;26,83;43;66;1018;10,116;196;0;
1750498248;21/06/2025 9:30:48;26,83;43;66;1018;10,116;196;0;
1750498368;21/06/2025 9:32:48;26,83;43,2;66;1018;10,116;196;0;
1750498488;21/06/2025 9:34:48;27,39;43,2;65;1018;13,896;199;0;
1750498608;21/06/2025 9:36:48;27,39;43,2;65;1018;13,896;199;0;
