Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
2;Vivek KANTHAN;Campos Racing;1;Turn 4;7;12:36:58.125;3;no;no
2;Vivek KANTHAN;Campos Racing;2;Turn 6;9;12:40:19.523;3;no;no
2;Vivek KANTHAN;Campos Racing;3;Turn 6;11;12:43:28.473;3;no;no
5;Miguel COSTA;Campos Racing;1;Turn 4;5;12:33:52.050;1;no;no
6;Aleix PIÑERA;T-Code by Amtog;1;Turn 1;3;12:28:58.710;3;no;no
6;Aleix PIÑERA;T-Code by Amtog;2;Turn 1;8;12:37:02.184;3;no;no
6;Aleix PIÑERA;T-Code by Amtog;3;Turn 1;10;12:40:17.507;3;no;no
9;René LAMMERS;MP Motorsport;1;Turn 4;1;12:27:20.315;3;no;no
9;René LAMMERS;MP Motorsport;2;Turn 4;3;12:30:40.120;3;no;no
9;René LAMMERS;MP Motorsport;3;Turn 4;9;12:40:10.591;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 1;5;12:34:59.777;2;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 14;10;12:44:07.513;2;yes;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 4;8;12:40:33.582;3;no;no
11;Reno FRANCOT;KCL MP Motorsport;2;Turn 6;9;12:42:22.751;3;no;no
11;Reno FRANCOT;KCL MP Motorsport;3;Turn 1;10;12:43:26.706;3;no;no
12;Philippe Armand KARRAS;G4 Racing;1;Turn 6;8;12:40:03.736;1;no;no
15;Ricardo BAPTISTA;DXR;1;Turn 4;1;12:29:01.927;2;no;no
15;Ricardo BAPTISTA;DXR;2;Turn 6;8;12:40:37.946;2;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 1;11;12:42:16.702;1;no;no
19;Matus RYBA;Griffin Core;1;Turn 6;7;12:37:16.614;1;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 1;10;12:41:20.111;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 4;10;12:43:38.130;1;no;no
25;Miki BLASCOS;Monlau Motorsport;1;Turn 4;6;12:35:57.368;2;no;no
25;Miki BLASCOS;Monlau Motorsport;2;Turn 2;12;12:45:18.597;2;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 4;3;12:31:56.390;3;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 4;6;12:36:45.114;3;no;no
27;Alexander JACOBY;Monlau Motorsport;3;Turn 2;7;12:38:11.463;3;no;no
27;Alexander JACOBY;Monlau Motorsport;4;Turn 14;7;12:39:18.576;3;yes;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 4;10;12:41:08.450;1;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 6;6;12:37:24.719;1;no;no
39;Santino PANETTA;TC Racing;1;Turn 4;9;12:39:30.850;1;no;no
41;Stepan SUSLOV;DXR;1;Turn 4;3;12:29:16.567;3;no;no
41;Stepan SUSLOV;DXR;2;Turn 2;11;12:42:10.955;3;no;no
41;Stepan SUSLOV;DXR;3;Turn 2;12;12:43:46.473;3;no;no
48;Gino TRAPPA;Drivex;1;Turn 2;9;12:41:41.614;1;no;no
55;Emma FELBERMAYR;Rodin Motorsport;1;Turn 4;3;12:32:55.918;1;no;no
55;Emma FELBERMAYR;Rodin Motorsport;2;Turn 6;3;12:33:08.470;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 1;7;12:36:49.913;3;no;no
57;Kaiden HIGGINS;DXR;2;Turn 6;9;12:40:31.206;3;no;no
57;Kaiden HIGGINS;DXR;3;Turn 4;12;12:45:04.110;3;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 4;6;12:33:57.590;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 4;11;12:41:55.325;2;no;no
71;Yani STEVENHEYDENS;GRS Team;1;Turn 1;4;12:32:04.574;3;no;no
71;Yani STEVENHEYDENS;GRS Team;2;Turn 14;5;12:35:00.234;3;yes;no
71;Yani STEVENHEYDENS;GRS Team;3;Turn 2;6;12:35:29.677;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 4;4;12:33:04.869;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;2;Turn 4;5;12:34:40.264;3;no;no
77;Andrej PETROVIC;T-Code by Amtog;3;Turn 4;9;12:40:57.572;3;no;no
78;Alfio SPINA;TC Racing;1;Turn 11;5;12:32:57.178;3;no;no
78;Alfio SPINA;TC Racing;2;Turn 6;7;12:35:42.918;3;no;no
78;Alfio SPINA;TC Racing;3;Turn 4;12;12:43:26.253;3;no;no
81;Noah MONTEIRO;Campos Racing;1;Turn 4;12;12:44:50.768;1;no;no
88;Rogerio GROTTA;TC Racing;1;Turn 2;10;12:40:23.996;3;no;no
88;Rogerio GROTTA;TC Racing;2;Turn 2;12;12:43:33.752;3;no;no
88;Rogerio GROTTA;TC Racing;3;Turn 11;13;12:45:55.979;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 1;5;12:35:23.320;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 4;8;12:40:29.701;3;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;3;Turn 4;9;12:42:04.238;3;no;no
