TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1758381607;20/09/2025 15:20:07;33,39;40,6;40;1015;14,832;170;0;
1758381727;20/09/2025 15:22:07;33,14;40,5;41;1015;9,252;170;0;
1758381847;20/09/2025 15:24:07;33,14;40,4;41;1015;9,252;170;0;
1758381967;20/09/2025 15:26:07;33,14;40,4;41;1015;9,252;170;0;
1758382087;20/09/2025 15:28:07;33,14;40,3;41;1015;9,252;170;0;
1758382207;20/09/2025 15:30:07;33,14;40,3;41;1015;9,252;170;0;
1758382327;20/09/2025 15:32:07;32,91;40,3;41;1015;9,252;170;0;
1758382447;20/09/2025 15:34:07;32,91;40,1;41;1015;9,252;170;0;
1758382567;20/09/2025 15:36:07;32,91;40,1;41;1015;9,252;170;0;
1758382687;20/09/2025 15:38:07;32,91;40;41;1015;9,252;170;0;
1758382807;20/09/2025 15:40:07;32,91;39,8;42;1015;9,252;170;0;
1758382927;20/09/2025 15:42:07;32,91;39,7;42;1015;9,252;170;0;
1758383047;20/09/2025 15:44:07;32,34;39,6;43;1015;22,212;200;0;
1758383167;20/09/2025 15:46:07;32,34;39,4;43;1015;22,212;200;0;
1758383287;20/09/2025 15:48:07;32,1;39,2;44;1015;22,212;200;0;
1758383407;20/09/2025 15:50:07;32,1;39;44;1015;22,212;200;0;
