NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
1;1;1;2:53.793;0;B;50.188;0;44.145;0;1:19.460;0;91.6;2:53.793;17:21:17.803;0:50.188;0:44.145;1:19.460;177.0;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;50.188;44.145;79.460;
1;1;2;3:10.542;0;B;51.572;0;50.627;0;1:28.343;0;83.6;6:04.335;17:24:28.345;0:51.572;0:50.627;1:28.343;76.2;Hudson SCHWARTZ;0:00:32.476;;;KCL MP Motorsport;;SF;51.572;50.627;88.343;
1;1;3;2:33.228;0;;1:02.183;0;43.995;0;47.050;0;103.9;8:37.563;17:27:01.573;1:02.183;0:43.995;0:47.050;118.2;Hudson SCHWARTZ;0:00:31.702;;;KCL MP Motorsport;;GF;62.183;43.995;47.050;
1;1;4;1:49.147;0;;41.961;0;31.312;0;35.874;0;145.9;10:26.710;17:28:50.720;0:41.961;0:31.312;0:35.874;198.2;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;41.961;31.312;35.874;
1;1;5;1:46.067;2;;40.891;2;29.530;2;35.646;2;150.1;12:12.777;17:30:36.787;0:40.891;0:29.530;0:35.646;200.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;40.891;29.530;35.646;
1;1;6;1:59.912;0;;45.684;0;33.694;0;40.534;0;132.8;14:12.689;17:32:36.699;0:45.684;0:33.694;0:40.534;156.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;45.684;33.694;40.534;
1;1;7;2:57.106;0;;1:04.580;0;55.651;0;56.875;0;89.9;17:09.795;17:35:33.805;1:04.580;0:55.651;0:56.875;61.0;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;64.580;55.651;56.875;
1;1;8;2:40.103;0;;58.309;0;45.190;0;56.604;0;99.5;19:49.898;17:38:13.908;0:58.309;0:45.190;0:56.604;170.6;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;58.309;45.190;56.604;
1;1;9;1:50.452;0;;42.628;0;30.960;0;36.864;0;144.2;21:40.350;17:40:04.360;0:42.628;0:30.960;0:36.864;199.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;42.628;30.960;36.864;
1;1;10;2:23.644;0;B;42.897;0;31.768;0;1:08.979;0;110.8;24:03.994;17:42:28.004;0:42.897;0:31.768;1:08.979;192.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;42.897;31.768;68.979;
10;1;1;2:47.788;0;B;49.576;0;41.921;0;1:16.291;0;94.9;2:47.788;17:21:11.798;0:49.576;0:41.921;1:16.291;201.9;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;SF;49.576;41.921;76.291;
10;1;2;3:03.415;0;B;54.881;0;50.769;0;1:17.765;0;86.8;5:51.203;17:24:15.213;0:54.881;0:50.769;1:17.765;74.5;Niklas SCHAUFLER;0:00:33.285;R;;KCL MP Motorsport;;SF;54.881;50.769;77.765;
