TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1746363596;04/05/2025 12:59:56;17,45;28,8;59;1008;27,792;240;0;
1746363676;04/05/2025 13:01:16;17,45;28,7;59;1008;27,792;240;0;
1746363756;04/05/2025 13:02:36;17,45;28,6;59;1008;27,792;240;0;
1746363836;04/05/2025 13:03:56;17,45;28,4;59;1008;27,792;240;0;
1746363916;04/05/2025 13:05:16;17,45;28,3;59;1008;27,792;240;0;
1746363996;04/05/2025 13:06:36;17,45;28,1;59;1008;27,792;240;0;
1746364076;04/05/2025 13:07:56;17,45;28,1;59;1008;27,792;240;0;
1746364156;04/05/2025 13:09:16;17,45;28;59;1008;27,792;240;0;
1746364236;04/05/2025 13:10:36;17,45;27,7;59;1008;27,792;240;0;
1746364316;04/05/2025 13:11:56;17,45;27,5;59;1008;27,792;240;0;
1746364396;04/05/2025 13:13:16;17,45;27,4;59;1008;27,792;240;0;
1746364477;04/05/2025 13:14:37;17,45;27,2;59;1008;27,792;240;0;
1746364556;04/05/2025 13:15:56;17,45;27,2;59;1008;27,792;240;0;
1746364636;04/05/2025 13:17:16;17,45;27;59;1008;27,792;240;0;
1746364716;04/05/2025 13:18:36;17,45;27;59;1008;27,792;240;0;
1746364796;04/05/2025 13:19:56;17,45;26,8;59;1008;27,792;240;0;
1746364876;04/05/2025 13:21:16;17,45;26,5;59;1008;27,792;240;0;
1746364956;04/05/2025 13:22:36;17,45;26,4;59;1008;27,792;240;0;
1746365036;04/05/2025 13:23:56;17,45;26,3;59;1008;27,792;240;0;
1746365116;04/05/2025 13:25:16;16,45;26,1;59;1008;20,376;230;0;
1746365196;04/05/2025 13:26:36;16,45;26;59;1008;20,376;230;0;
1746365276;04/05/2025 13:27:56;16,45;25,9;59;1008;20,376;230;0;
1746365356;04/05/2025 13:29:16;16,45;25,9;59;1008;20,376;230;0;
