NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; S4; S4_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;S4_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;S4_SECONDS;
1;1;1;1:56.799;0;;33.846;0;24.382;0;31.769;0;26.802;0;132.9;1:56.799;15:00:36.508;0:33.846;0:24.382;0:31.769;0:26.802;;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;33.846;24.382;31.769;26.802;
1;1;2;2:01.115;0;;26.855;0;23.477;0;38.915;0;31.868;0;128.2;3:57.914;15:02:37.623;0:26.855;0:23.477;0:38.915;0:31.868;219.5;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;SF;26.855;23.477;38.915;31.868;
1;1;3;2:52.583;0;;59.454;0;38.366;0;40.640;0;34.123;0;90.0;6:50.497;15:05:30.206;0:59.454;0:38.366;0:40.640;0:34.123;201.2;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;SF;59.454;38.366;40.640;34.123;
1;1;4;2:43.009;0;;53.848;0;34.550;0;40.806;0;33.805;0;95.3;9:33.506;15:08:13.215;0:53.848;0:34.550;0:40.806;0:33.805;180.8;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;SF;53.848;34.550;40.806;33.805;
1;1;5;2:39.495;0;;41.440;0;35.341;0;46.977;0;35.737;0;97.3;12:13.001;15:10:52.710;0:41.440;0:35.341;0:46.977;0:35.737;181.6;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;41.440;35.341;46.977;35.737;
1;1;6;1:50.191;0;;27.690;0;24.353;0;31.327;0;26.821;0;140.9;14:03.192;15:12:42.901;0:27.690;0:24.353;0:31.327;0:26.821;213.8;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;27.690;24.353;31.327;26.821;
1;1;7;1:48.131;0;;26.805;0;23.460;0;31.022;0;26.844;0;143.6;15:51.323;15:14:31.032;0:26.805;0:23.460;0:31.022;0:26.844;217.1;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.805;23.460;31.022;26.844;
1;1;8;1:49.080;0;;26.998;0;23.642;0;31.222;0;27.218;0;142.3;17:40.403;15:16:20.112;0:26.998;0:23.642;0:31.222;0:27.218;217.1;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;26.998;23.642;31.222;27.218;
1;1;9;1:49.342;0;;27.210;0;23.793;0;31.408;0;26.931;0;142.0;19:29.745;15:18:09.454;0:27.210;0:23.793;0:31.408;0:26.931;217.1;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;27.210;23.793;31.408;26.931;
1;1;10;1:48.722;0;;27.472;0;23.600;0;31.002;0;26.648;0;142.8;21:18.467;15:19:58.176;0:27.472;0:23.600;0:31.002;0:26.648;213.8;Hudson SCHWARTZ;;;A;KCL MP Motorsport;;GF;27.472;23.600;31.002;26.648;
