TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1746342076;04/05/2025 7:01:16;11,45;13,9;94;1011;1,836;0;0;
1746342156;04/05/2025 7:02:36;11,45;13,9;94;1011;1,836;0;0;
1746342236;04/05/2025 7:03:56;11,45;13,9;94;1011;1,836;0;0;
1746342316;04/05/2025 7:05:16;11,45;13,9;94;1011;1,836;0;0;
1746342396;04/05/2025 7:06:36;11,45;14;94;1011;1,836;0;0;
1746342476;04/05/2025 7:07:56;11,45;14,1;94;1011;1,836;0;0;
1746342556;04/05/2025 7:09:16;11,45;14,2;94;1011;1,836;0;0;
1746342636;04/05/2025 7:10:36;11,45;14,3;94;1011;1,836;0;0;
1746342716;04/05/2025 7:11:56;11,45;14,3;94;1011;1,836;0;0;
1746342796;04/05/2025 7:13:16;11,45;14,4;94;1011;1,836;0;0;
1746342876;04/05/2025 7:14:36;11,45;14,4;94;1011;1,836;0;0;
1746342956;04/05/2025 7:15:56;11,45;14,4;94;1011;1,836;0;0;
1746343036;04/05/2025 7:17:16;11,45;14,5;94;1011;1,836;0;0;
1746343116;04/05/2025 7:18:36;11,45;14,6;94;1011;1,836;0;0;
1746343196;04/05/2025 7:19:56;11,45;14,8;94;1011;1,836;0;0;
