Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
2;Vivek KANTHAN;Campos Racing;1;Turn 8;9;09:15:45.764;1;no;no
5;Miguel COSTA;Campos Racing;1;Turn 2;10;09:17:04.696;1;no;no
9;René LAMMERS;MP Motorsport;1;Turn 8;5;09:11:00.957;3;no;no
9;René LAMMERS;MP Motorsport;2;Turn 8;7;09:14:33.893;3;no;no
9;René LAMMERS;MP Motorsport;3;Turn 8;10;09:19:54.219;3;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 8;6;09:12:58.036;1;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 2;6;09:10:22.752;3;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 8;6;09:10:52.705;3;no;no
17;Nacho TUÑON;Tecnicar by Amtog;3;Turn 8;8;09:14:28.417;3;no;no
17;Nacho TUÑON;Tecnicar by Amtog;4;Turn 8;10;09:18:02.904;3;no;no
22;Juan COTA;MP Motorsport;1;Turn 8;9;09:17:15.156;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 8;6;09:11:17.423;2;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 17;10;09:19:24.538;2;yes;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 8;4;09:07:54.497;2;no;no
25;Francisco MONARCA;Monlau Motorsport;2;Turn 8;11;09:20:23.245;2;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 8;4;09:07:59.838;2;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 17;10;09:19:42.395;2;yes;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 8;6;09:10:54.511;1;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 8;3;09:07:35.741;2;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 8;5;09:11:12.821;2;no;no
39;Santino PANETTA;TC Racing;1;Turn 8;11;09:19:40.482;1;no;no
48;Gino TRAPPA;Drivex;1;Turn 2;3;09:04:37.749;3;no;no
48;Gino TRAPPA;Drivex;2;Turn 8;5;09:08:46.217;3;no;no
48;Gino TRAPPA;Drivex;3;Turn 8;11;09:19:42.571;3;no;no
57;Kaiden HIGGINS;DXR;1;Turn 15;7;09:15:28.684;2;no;no
57;Kaiden HIGGINS;DXR;2;Turn 15;8;09:17:15.864;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 8;6;09:13:45.130;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 15;7;09:16:17.396;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 8;8;09:14:38.701;2;no;no
71;Daniel DALLAKYAN;GRS Team;2;Turn 2;10;09:17:46.899;2;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 15;7;09:13:57.723;1;no;no
78;Alfio SPINA;TC Racing;1;Turn 8;2;09:04:12.185;4;no;no
78;Alfio SPINA;TC Racing;2;Turn 15;6;09:12:11.514;4;no;no
78;Alfio SPINA;TC Racing;3;Turn 8;8;09:15:13.613;4;no;no
78;Alfio SPINA;TC Racing;4;Turn 15;8;09:15:58.076;4;no;no
78;Alfio SPINA;TC Racing;5;Turn 15;11;09:21:18.865;4;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 8;6;09:11:21.910;2;no;no
88;Santiago BAZTARRICA;TC Racing;2;Turn 8;7;09:13:09.312;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 8;10;09:18:42.157;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 8;11;09:20:28.679;2;no;no
