Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
2;Vivek KANTHAN;Campos Racing;1;Turn 6;8;09:20:20.110;1;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 11;6;09:17:52.725;1;no;no
5;Miguel COSTA;Campos Racing;1;Turn 2;8;09:20:00.859;1;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 11;5;09:16:22.245;1;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 11;6;09:20:00.919;1;no;no
15;Ricardo BAPTISTA;DXR;1;Turn 11;3;09:07:02.268;1;no;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 10;4;09:12:32.902;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 11;3;09:10:38.991;1;no;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 11;3;09:11:39.057;3;no;no
25;Francisco MONARCA;Monlau Motorsport;2;Turn 2;5;09:14:39.999;3;no;no
25;Francisco MONARCA;Monlau Motorsport;3;Turn 11;5;09:15:56.524;3;no;no
25;Francisco MONARCA;Monlau Motorsport;4;Turn 11;6;09:18:04.928;3;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 11;2;09:09:55.988;2;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 2;6;09:17:16.996;2;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 11;7;09:20:30.780;1;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 7;8;09:18:37.801;1;no;no
39;Santino PANETTA;TC Racing;1;Turn 2;4;09:11:22.996;2;no;no
39;Santino PANETTA;TC Racing;2;Turn 6;5;09:13:57.195;2;no;no
41;Stepan SUSLOV;DXR;1;Turn 11;5;09:10:57.928;1;no;no
48;Gino TRAPPA;Drivex;1;Turn 6;5;09:15:27.048;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 11;4;09:10:57.928;2;no;no
57;Kaiden HIGGINS;DXR;2;Turn 11;8;09:19:32.452;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 11;2;09:09:09.853;1;no;no
78;Alfio SPINA;TC Racing;1;Turn 11;3;09:09:07.593;2;no;no
78;Alfio SPINA;TC Racing;2;Turn 11;6;09:15:29.792;2;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 11;3;09:10:32.320;2;no;no
88;Santiago BAZTARRICA;TC Racing;2;Turn 7;5;09:14:11.329;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 6;3;09:09:39.843;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 11;3;09:10:32.320;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;3;Turn 11;5;09:14:57.116;2;no;no
