TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1750575650;22/06/2025 7:00:50;22,95;31,5;81;1020;6,768;107;0;
1750575770;22/06/2025 7:02:50;22,95;31,5;81;1020;6,768;107;0;
1750575890;22/06/2025 7:04:50;22,95;31,7;81;1020;6,768;107;0;
1750576010;22/06/2025 7:06:50;23,5;31,7;78;1020;6,768;107;0;
1750576130;22/06/2025 7:08:50;23,5;32;78;1020;6,768;107;0;
1750576250;22/06/2025 7:10:50;23,5;32;78;1020;6,768;107;0;
1750576370;22/06/2025 7:12:50;23,5;32,2;78;1020;6,768;107;0;
1750576490;22/06/2025 7:14:50;23,5;32,5;78;1020;6,768;107;0;
1750576610;22/06/2025 7:16:50;23,5;32,5;78;1020;6,768;107;0;
1750576730;22/06/2025 7:18:50;24,06;32,5;76;1020;6,768;107;0;
