Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
4;Ean EYCKMANS;MP Motorsport;1;Turn 6;9;11:26:17.265;1;no;no
5;Miguel COSTA;Campos Racing;1;Turn 10;2;11:07:41.885;1;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 2;2;11:06:33.048;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 6;8;11:24:13.835;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;3;Turn 2;9;11:25:58.987;3;no;no
15;Ricardo BAPTISTA;DXR;1;Turn 6;10;11:28:41.709;1;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 7;2;11:07:06.178;2;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 2;5;11:14:30.262;2;no;no
19;Matus RYBA;Griffin Core;1;Turn 15;9;11:27:46.020;1;yes;no
23;Jan PRZYROWSKI;Griffin Core;1;Turn 2;5;11:14:24.978;1;no;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 6;2;11:07:01.449;2;no;no
25;Francisco MONARCA;Monlau Motorsport;2;Turn 11;8;11:25:11.410;2;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 6;2;11:07:01.449;4;no;no
27;Alexander JACOBY;Monlau Motorsport;2;Turn 6;9;11:26:30.514;4;no;no
27;Alexander JACOBY;Monlau Motorsport;3;Turn 6;11;11:30:47.927;4;no;no
27;Alexander JACOBY;Monlau Motorsport;4;Turn 15;11;11:32:10.140;4;yes;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 7;2;11:07:09.345;2;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 2;2;11:06:39.783;2;no;no
33;Christopher EL FEGHALI;Drivex;1;Turn 6;2;11:06:57.033;1;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 10;5;11:15:37.226;3;no;no
37;Filippo FIORENTINO;Drivex;2;Turn 7;9;11:26:30.107;3;no;no
37;Filippo FIORENTINO;Drivex;3;Turn 6;10;11:28:34.798;3;no;no
39;Santino PANETTA;TC Racing;1;Turn 2;2;11:06:34.514;2;no;no
39;Santino PANETTA;TC Racing;2;Turn 10;2;11:07:44.293;2;no;no
41;Stepan SUSLOV;DXR;1;Turn 7;2;11:07:07.511;4;no;no
41;Stepan SUSLOV;DXR;2;Turn 7;5;11:14:59.782;4;no;no
41;Stepan SUSLOV;DXR;3;Turn 11;5;11:15:47.278;4;no;no
41;Stepan SUSLOV;DXR;4;Turn 7;10;11:28:42.233;4;no;no
55;Emma FELBERMAYR;Rodin Motorsport;1;Turn 2;2;11:06:37.518;2;no;no
55;Emma FELBERMAYR;Rodin Motorsport;2;Turn 7;2;11:07:07.511;2;no;no
57;Kaiden HIGGINS;DXR;1;Turn 2;2;11:06:36.045;2;no;no
57;Kaiden HIGGINS;DXR;2;Turn 7;10;11:28:40.437;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 6;10;11:28:37.672;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 10;11;11:31:32.883;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 6;2;11:07:01.449;1;no;no
77;Andrej PETROVIC;T-Code by Amtog;1;Turn 11;8;11:25:06.478;2;no;no
77;Andrej PETROVIC;T-Code by Amtog;2;Turn 7;10;11:28:39.696;2;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 6;8;11:24:16.648;2;no;no
88;Santiago BAZTARRICA;TC Racing;2;Turn 15;10;11:29:59.615;2;yes;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 6;8;11:24:16.648;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;2;Turn 7;10;11:28:40.437;2;no;no
99;Thomas STRAUVEN;Griffin Core;1;Turn 15;2;11:08:11.879;1;yes;no
