TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1750592091;22/06/2025 11:34:51;26,28;49;69;1019;14,004;178;0;
1750592211;22/06/2025 11:36:51;25,72;49;71;1019;16,704;182;0;
1750592331;22/06/2025 11:38:51;25,72;49;71;1019;16,704;182;0;
1750592451;22/06/2025 11:40:51;25,72;49,2;71;1019;16,704;182;0;
1750592571;22/06/2025 11:42:51;25,72;49,2;71;1019;16,704;182;0;
1750592691;22/06/2025 11:44:51;25,72;49,5;71;1019;16,704;182;0;
1750592811;22/06/2025 11:46:51;25,72;49,5;71;1019;16,704;182;0;
1750592931;22/06/2025 11:48:51;26,28;49,5;72;1019;16,704;182;0;
1750593051;22/06/2025 11:50:51;26,28;49,7;72;1019;16,704;182;0;
1750593171;22/06/2025 11:52:51;26,28;49,7;72;1019;16,704;182;0;
1750593291;22/06/2025 11:54:51;26,28;50;72;1019;16,704;182;0;
1750593411;22/06/2025 11:56:51;26,28;50;72;1019;16,704;182;0;
1750593531;22/06/2025 11:58:51;26,28;50;72;1019;16,704;182;0;
1750593651;22/06/2025 12:00:51;26,28;50;72;1019;16,704;182;0;
1750593771;22/06/2025 12:02:51;26,28;50,2;72;1019;16,704;182;0;
1750593891;22/06/2025 12:04:51;26,28;50,2;72;1019;16,704;182;0;
1750594011;22/06/2025 12:06:51;26,28;50,2;72;1019;16,704;182;0;
