TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1743264286;29/03/2025 16:04:46;14,1;20,3;34;1016;55,98;318;0;
1743264406;29/03/2025 16:06:46;14,1;20,2;34;1016;55,98;318;0;
1743264526;29/03/2025 16:08:46;14,1;20,1;34;1016;55,98;318;0;
1743264646;29/03/2025 16:10:46;14,1;20,1;34;1016;55,98;318;0;
1743264766;29/03/2025 16:12:46;14,1;20;34;1016;55,98;318;0;
1743264886;29/03/2025 16:14:46;14,1;19,9;34;1016;55,98;318;0;
1743265006;29/03/2025 16:16:46;14,1;19,8;34;1016;55,98;318;0;
1743265126;29/03/2025 16:18:46;14,1;19,7;34;1016;55,98;318;0;
1743265246;29/03/2025 16:20:46;14,1;19,6;34;1016;55,98;318;0;
1743265366;29/03/2025 16:22:46;14,04;19,5;34;1016;55,98;318;0;
1743265486;29/03/2025 16:24:46;14,1;19,3;34;1016;55,98;318;0;
1743265606;29/03/2025 16:26:46;14,1;19;34;1016;55,98;318;0;
1743265726;29/03/2025 16:28:46;14,04;18,8;34;1016;55,98;318;0;
1743265846;29/03/2025 16:30:46;14,04;18,8;34;1016;55,98;318;0;
1743265966;29/03/2025 16:32:46;14,04;18,7;34;1016;55,98;318;0;
1743266086;29/03/2025 16:34:46;14,04;18,6;34;1016;55,98;318;0;
1743266206;29/03/2025 16:36:46;14,04;18,6;34;1016;55,98;318;0;
