NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; S4; S4_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;S4_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;S4_SECONDS;
1;1;1;2:05.950;0;;34.865;0;32.485;0;20.846;0;37.754;0;152.7;2:05.950;17:06:08.058;0:34.865;0:32.485;0:20.846;0:37.754;238.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;34.865;32.485;20.846;37.754;
1;1;2;2:02.264;0;;32.182;0;31.963;0;20.544;0;37.575;0;157.4;4:08.214;17:08:10.322;0:32.182;0:31.963;0:20.544;0:37.575;233.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;32.182;31.963;20.544;37.575;
1;1;3;2:00.330;0;;31.063;0;31.355;0;20.198;0;37.714;0;159.9;6:08.544;17:10:10.652;0:31.063;0:31.355;0:20.198;0:37.714;233.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.063;31.355;20.198;37.714;
1;1;4;2:00.519;0;;31.693;0;31.233;0;20.034;0;37.559;0;159.6;8:09.063;17:12:11.171;0:31.693;0:31.233;0:20.034;0:37.559;236.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.693;31.233;20.034;37.559;
1;1;5;1:59.672;0;;30.756;0;31.139;0;20.059;0;37.718;0;160.8;10:08.735;17:14:10.843;0:30.756;0:31.139;0:20.059;0:37.718;237.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.756;31.139;20.059;37.718;
1;1;6;1:59.657;0;;30.993;0;31.229;0;20.099;0;37.336;0;160.8;12:08.392;17:16:10.500;0:30.993;0:31.229;0:20.099;0:37.336;237.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.993;31.229;20.099;37.336;
1;1;7;1:59.757;0;;31.264;0;31.062;0;20.005;0;37.426;0;160.6;14:08.149;17:18:10.257;0:31.264;0:31.062;0:20.005;0:37.426;233.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;31.264;31.062;20.005;37.426;
1;1;8;1:59.040;0;;30.745;0;31.077;0;20.067;0;37.151;0;161.6;16:07.189;17:20:09.297;0:30.745;0:31.077;0:20.067;0:37.151;234.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.745;31.077;20.067;37.151;
1;1;9;1:58.812;2;;30.660;0;30.935;2;20.127;0;37.090;2;161.9;18:06.001;17:22:08.109;0:30.660;0:30.935;0:20.127;0:37.090;238.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.660;30.935;20.127;37.090;
1;1;10;2:10.720;0;;30.678;0;31.204;0;21.616;0;47.222;0;147.2;20:16.721;17:24:18.829;0:30.678;0:31.204;0:21.616;0:47.222;124.0;Hudson SCHWARTZ;;;;KCL MP Motorsport;;SF;30.678;31.204;21.616;47.222;
1;1;11;3:16.252;0;;44.652;0;48.321;0;31.104;0;1:12.175;0;98.0;23:32.973;17:27:35.081;0:44.652;0:48.321;0:31.104;1:12.175;91.2;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;44.652;48.321;31.104;72.175;
1;1;12;2:01.672;0;;32.106;0;31.950;0;20.300;0;37.316;0;158.1;25:34.645;17:29:36.753;0:32.106;0:31.950;0:20.300;0:37.316;237.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;32.106;31.950;20.300;37.316;
1;1;13;1:59.263;0;;30.771;0;31.146;0;20.029;0;37.317;0;161.3;27:33.908;17:31:36.016;0:30.771;0:31.146;0:20.029;0:37.317;235.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.771;31.146;20.029;37.317;
1;1;14;1:59.090;0;;30.776;0;31.101;0;19.948;0;37.265;0;161.5;29:32.998;17:33:35.106;0:30.776;0:31.101;0:19.948;0:37.265;238.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.776;31.101;19.948;37.265;
1;1;15;1:59.114;0;;30.692;0;31.097;0;20.093;0;37.232;0;161.5;31:32.112;17:35:34.220;0:30.692;0:31.097;0:20.093;0:37.232;237.9;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;30.692;31.097;20.093;37.232;
1;1;16;1:59.082;0;;30.563;2;31.072;0;19.862;2;37.585;0;161.6;33:31.194;17:37:33.302;0:30.563;0:31.072;0:19.862;0:37.585;240.5;Hudson SCHWARTZ;;;;KCL MP Motorsport;;FF;30.563;31.072;19.862;37.585;
10;1;1;2:10.656;0;;38.071;0;32.895;0;21.540;0;38.150;0;147.2;2:10.656;17:06:12.764;0:38.071;0:32.895;0:21.540;0:38.150;234.8;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;38.071;32.895;21.540;38.150;
10;1;2;2:03.114;0;;31.768;0;32.602;0;20.911;0;37.833;0;156.3;4:13.770;17:08:15.878;0:31.768;0:32.602;0:20.911;0:37.833;234.3;Niklas SCHAUFLER;;R;;KCL MP Motorsport;;GF;31.768;32.602;20.911;37.833;
