Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
1;Hudson SCHWARTZ;KCL MP Motorsport;1;Turn 5;2;17:06:37.744;1;no;no
2;Vivek KANTHAN;Campos Racing;1;Turn 1;5;17:12:20.484;4;no;no
2;Vivek KANTHAN;Campos Racing;2;Turn 9;8;17:19:01.942;4;no;no
2;Vivek KANTHAN;Campos Racing;3;Turn 1;9;17:20:20.156;4;no;no
2;Vivek KANTHAN;Campos Racing;4;Turn 1;14;17:31:48.952;4;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 1;2;17:06:17.885;3;no;no
4;Ean EYCKMANS;MP Motorsport;2;Turn 5;3;17:08:38.838;3;no;no
4;Ean EYCKMANS;MP Motorsport;3;Turn 1;12;17:27:44.487;3;no;no
5;Miguel COSTA;Campos Racing;1;Turn 9;6;17:15:06.277;8;no;no
5;Miguel COSTA;Campos Racing;2;Turn 9;7;17:17:05.661;8;no;no
5;Miguel COSTA;Campos Racing;3;Turn 9;9;17:21:04.864;8;no;no
5;Miguel COSTA;Campos Racing;4;Turn 9;10;17:23:03.821;8;no;no
5;Miguel COSTA;Campos Racing;5;Turn 1;9;17:20:23.494;8;no;no
5;Miguel COSTA;Campos Racing;6;Turn 7;12;17:28:15.600;8;no;no
5;Miguel COSTA;Campos Racing;7;Turn 5;14;17:32:08.706;8;no;no
5;Miguel COSTA;Campos Racing;8;Turn 7;16;17:36:17.275;8;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;1;Turn 5;3;17:08:46.577;2;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;2;Turn 5;9;17:20:46.692;2;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;1;Turn 1;2;17:06:27.884;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;2;Turn 9;5;17:13:22.812;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;3;Turn 5;4;17:10:54.039;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;4;Turn 9;6;17:15:24.661;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;5;Turn 5;9;17:21:07.679;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;6;Turn 9;9;17:21:30.857;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;7;Turn 9;13;17:30:42.006;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;8;Turn 9;14;17:32:45.127;9;no;no
8;Philippe Armand KARRAS;Saintéloc Racing;9;Turn 9;15;17:34:47.616;9;no;no
9;René LAMMERS;MP Motorsport;1;Turn 9;3;17:08:58.815;3;no;no
9;René LAMMERS;MP Motorsport;2;Turn 9;4;17:10:58.533;3;no;no
9;René LAMMERS;MP Motorsport;3;Turn 1;5;17:12:16.693;3;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 9;2;17:07:06.002;4;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;2;Turn 5;3;17:08:46.577;4;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;3;Turn 5;4;17:10:45.094;4;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;4;Turn 7;13;17:30:19.456;4;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 5;2;17:06:41.280;3;no;no
11;Reno FRANCOT;KCL MP Motorsport;2;Turn 1;5;17:13:24.894;3;no;no
11;Reno FRANCOT;KCL MP Motorsport;3;Turn 1;7;17:17:25.291;3;no;no
14;Jean Paul KARRAS;Saintéloc Racing;1;Turn 9;3;17:09:13.395;5;no;no
14;Jean Paul KARRAS;Saintéloc Racing;2;Turn 1;5;17:12:37.487;5;no;no
14;Jean Paul KARRAS;Saintéloc Racing;3;Turn 9;5;17:13:19.341;5;no;no
14;Jean Paul KARRAS;Saintéloc Racing;4;Turn 9;8;17:19:26.070;5;no;no
14;Jean Paul KARRAS;Saintéloc Racing;5;Turn 5;14;17:32:20.418;5;no;no
15;Edward ROBINSON;DXR;1;Turn 9;2;17:07:08.539;4;no;no
15;Edward ROBINSON;DXR;2;Turn 9;5;17:13:18.073;4;no;no
15;Edward ROBINSON;DXR;3;Turn 5;5;17:12:55.690;4;no;no
15;Edward ROBINSON;DXR;4;Turn 5;9;17:21:01.973;4;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 1;4;17:10:32.819;5;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 9;6;17:15:18.256;5;no;no
17;Nacho TUÑON;Tecnicar by Amtog;3;Turn 1;7;17:16:38.683;5;no;no
17;Nacho TUÑON;Tecnicar by Amtog;4;Turn 5;10;17:23:01.228;5;no;no
17;Nacho TUÑON;Tecnicar by Amtog;5;Turn 9;14;17:32:37.555;5;no;no
19;Matus RYBA;Griffin Core;1;Turn 9;2;17:07:06.002;4;no;no
19;Matus RYBA;Griffin Core;2;Turn 5;2;17:06:41.280;4;no;no
19;Matus RYBA;Griffin Core;3;Turn 1;3;17:08:27.620;4;no;no
19;Matus RYBA;Griffin Core;4;Turn 9;6;17:15:12.150;4;no;no
22;Juan COTA;MP Motorsport;1;Turn 1;2;17:06:24.957;4;no;no
22;Juan COTA;MP Motorsport;2;Turn 7;5;17:13:01.525;4;no;no
22;Juan COTA;MP Motorsport;3;Turn 1;5;17:12:31.685;4;no;no
22;Juan COTA;MP Motorsport;4;Turn 1;8;17:18:32.349;4;no;no
