Nr;Driver;Team;TL_Nr;Camera;Lap;Time;Total_Infractions;TL_After;TL_PREVIOUS
1;Hudson SCHWARTZ;KCL MP Motorsport;1;Turn 1;4;09:10:54.427;1;no;no
2;Vivek KANTHAN;Campos Racing;1;Turn 1;8;09:17:42.952;1;no;no
4;Ean EYCKMANS;MP Motorsport;1;Turn 1;3;09:03:58.482;1;no;no
5;Miguel COSTA;Campos Racing;1;Turn 1;5;09:12:11.888;1;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;1;Turn 1;5;09:11:49.482;2;no;no
6;Sacha VAN'T PAD BOSCH;T-Code by Amtog;2;Turn 1;9;09:18:54.090;2;no;no
9;René LAMMERS;MP Motorsport;1;Turn 1;6;09:15:47.095;1;no;no
10;Niklas SCHAUFLER;KCL MP Motorsport;1;Turn 1;6;09:14:47.550;1;no;no
11;Reno FRANCOT;KCL MP Motorsport;1;Turn 1;8;09:14:49.487;1;no;no
17;Nacho TUÑON;Tecnicar by Amtog;1;Turn 1;4;09:09:59.090;2;no;no
17;Nacho TUÑON;Tecnicar by Amtog;2;Turn 1;9;09:18:54.090;2;no;no
19;Matus RYBA;Griffin Core;1;Turn 1;7;09:15:54.955;1;no;no
22;Juan COTA;MP Motorsport;1;Turn 1;5;09:12:38.087;1;no;no
24;Kyuho LEE;Rodin Motorsport;1;Turn 1;8;09:17:24.275;2;no;no
24;Kyuho LEE;Rodin Motorsport;2;Turn 1;9;09:19:17.627;2;no;no
25;Francisco MONARCA;Monlau Motorsport;1;Turn 1;4;09:10:41.289;2;no;no
25;Francisco MONARCA;Monlau Motorsport;2;Turn 1;5;09:12:27.082;2;no;no
27;Alexander JACOBY;Monlau Motorsport;1;Turn 1;8;09:17:30.759;1;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;1;Turn 1;4;09:10:00.957;2;no;no
32;Wiktor DOBRZANSKI;Tecnicar by Amtog;2;Turn 1;5;09:11:50.622;2;no;no
37;Filippo FIORENTINO;Drivex;1;Turn 1;5;09:11:24.820;1;no;no
46;Nathan TYE;Rodin Motorsport;1;Turn 1;6;09:13:33.746;1;no;no
48;Gino TRAPPA;Drivex;1;Turn 1;7;09:15:02.758;1;no;no
57;Kaiden HIGGINS;DXR;1;Turn 5;2;09:06:31.696;2;no;no
57;Kaiden HIGGINS;DXR;2;Turn 1;6;09:13:12.826;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;1;Turn 1;6;09:13:43.958;2;no;no
70;Aleksandar BOGUNOVIC;GRS Team;2;Turn 1;8;09:17:24.275;2;no;no
71;Daniel DALLAKYAN;GRS Team;1;Turn 1;9;09:15:26.425;1;no;no
81;Noah MONTEIRO;Campos Racing;1;Turn 1;7;09:15:53.814;1;no;no
88;Santiago BAZTARRICA;TC Racing;1;Turn 1;5;09:11:40.293;2;no;no
88;Santiago BAZTARRICA;TC Racing;2;Turn 1;8;09:17:01.290;2;no;no
91;Lorenzo CAMPOS;Monlau Motorsport;1;Turn 1;5;09:12:30.687;1;no;no
99;Thomas STRAUVEN;Griffin Core;1;Turn 1;7;09:15:53.814;2;no;no
99;Thomas STRAUVEN;Griffin Core;2;Turn 1;9;09:19:24.563;2;no;no
