NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
1;1;1;7:06.327;0;;5:49.113;0;36.398;0;40.816;0;39.3;7:06.327;09:07:06.327;5:49.113;0:36.398;0:40.816;;Hudson SCHWARTZ;0:05:14.067;;;KCL MP Motorsport;;GF;349.113;36.398;40.816;
1;1;2;1:49.595;0;;35.432;0;35.128;0;39.035;0;152.8;8:55.922;09:08:55.922;0:35.432;0:35.128;0:39.035;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;35.432;35.128;39.035;
1;1;3;1:45.662;0;;33.614;0;33.904;0;38.144;2;158.5;10:41.584;09:10:41.584;0:33.614;0:33.904;0:38.144;235.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;33.614;33.904;38.144;
1;1;4;1:45.927;0;;33.544;0;34.198;0;38.185;0;158.1;12:27.511;09:12:27.511;0:33.544;0:34.198;0:38.185;234.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;33.544;34.198;38.185;
1;1;5;1:45.386;2;;33.489;0;33.709;2;38.188;0;158.9;14:12.897;09:14:12.897;0:33.489;0:33.709;0:38.188;235.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;33.489;33.709;38.188;
1;1;6;1:45.460;0;;33.425;2;33.724;0;38.311;0;158.8;15:58.357;09:15:58.357;0:33.425;0:33.724;0:38.311;235.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;33.425;33.724;38.311;
1;1;7;1:48.123;0;;33.593;0;34.593;0;39.937;0;154.9;17:46.480;09:17:46.480;0:33.593;0:34.593;0:39.937;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;33.593;34.593;39.937;
1;1;8;1:45.658;0;;33.676;0;33.711;0;38.271;0;158.5;19:32.138;09:19:32.138;0:33.676;0:33.711;0:38.271;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;33.676;33.711;38.271;
1;1;9;1:53.512;0;B;33.529;0;33.714;0;46.269;0;147.6;21:25.650;09:21:25.650;0:33.529;0:33.714;0:46.269;234.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;FF;33.529;33.714;46.269;
10;1;1;7:19.696;0;;5:56.521;0;39.673;0;43.502;0;38.1;7:19.696;09:07:19.696;5:56.521;0:39.673;0:43.502;;Niklas SCHAUFLER;0:05:18.197;R;;KCL MP Motorsport;;GF;356.521;39.673;43.502;
