NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
1;1;1;4:52.229;0;;3:30.712;0;52.945;0;28.572;0;49.3;4:52.229;10:04:52.229;3:30.712;0:52.945;0:28.572;;Hudson SCHWARTZ;0:03:04.829;;;KCL MP Motorsport;;GF;210.712;52.945;28.572;
1;1;2;1:44.037;0;;23.952;0;49.001;0;31.084;0;138.6;6:36.266;10:06:36.266;0:23.952;0:49.001;0:31.084;208.8;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;23.952;49.001;31.084;
1;1;3;1:44.163;0;;22.899;0;49.702;0;31.562;0;138.4;8:20.429;10:08:20.429;0:22.899;0:49.702;0:31.562;211.4;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;22.899;49.702;31.562;
1;1;4;1:35.429;0;;22.277;0;46.751;0;26.401;0;151.1;9:55.858;10:09:55.858;0:22.277;0:46.751;0:26.401;210.7;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;22.277;46.751;26.401;
1;1;5;1:35.752;0;;21.889;0;46.821;0;27.042;0;150.6;11:31.610;10:11:31.610;0:21.889;0:46.821;0:27.042;212.0;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;21.889;46.821;27.042;
1;1;6;1:34.528;0;;21.786;0;46.488;0;26.254;0;152.5;13:06.138;10:13:06.138;0:21.786;0:46.488;0:26.254;214.7;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;21.786;46.488;26.254;
1;1;7;1:34.407;0;;21.801;0;46.467;0;26.139;0;152.7;14:40.545;10:14:40.545;0:21.801;0:46.467;0:26.139;215.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;21.801;46.467;26.139;
1;1;8;1:35.094;0;;21.737;2;46.437;0;26.920;0;151.6;16:15.639;10:16:15.639;0:21.737;0:46.437;0:26.920;215.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;21.737;46.437;26.920;
1;1;9;1:34.063;2;;21.761;0;46.189;2;26.113;0;153.3;17:49.702;10:17:49.702;0:21.761;0:46.189;0:26.113;214.0;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;21.761;46.189;26.113;
1;1;10;1:34.347;0;;21.815;0;46.306;0;26.226;0;152.8;19:24.049;10:19:24.049;0:21.815;0:46.306;0:26.226;213.3;Hudson SCHWARTZ;;;;KCL MP Motorsport;;GF;21.815;46.306;26.226;
