TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1760860900;19/10/2025 8:01:40;15,5;15,4;85;1019;5,544;300;0;
1760861020;19/10/2025 8:03:40;15,5;15,4;85;1019;5,544;300;0;
1760861140;19/10/2025 8:05:40;15,5;15,4;85;1019;5,544;300;0;
1760861260;19/10/2025 8:07:40;15,5;15,4;85;1019;5,544;300;0;
1760861380;19/10/2025 8:09:40;15,5;15,4;85;1019;5,544;300;0;
1760861500;19/10/2025 8:11:40;15,72;15,4;84;1020;5,544;300;0;
1760861620;19/10/2025 8:13:40;15,72;15,4;84;1020;5,544;300;0;
1760861740;19/10/2025 8:15:40;15,72;15,4;84;1020;5,544;300;0;
1760861860;19/10/2025 8:17:40;16,35;15,4;80;1020;3,708;0;0;
1760861980;19/10/2025 8:19:40;16,35;15,4;80;1020;3,708;0;0;
